v1,v2, , , 
NARCISISTA,"Hoy en día la imagen que presentamos es muy importante, pero es más importante amarse a sí mismo y ser consiente que cómo nos sentimos es más importantes ir el resto de críticas de la sociedad.", , , 
NARCISISTA,"El amor propio también es salud, aceptarse tal y como uno es, pero eso si el sobrepeso es falta de una dieta balanceada, y eso es descuido.", , , 
NARCISISTA,"La educación no debe reflejarse en como te veas, sino en la actitud que tengas contigo mismo y con otras personas porque muchas veces juzgamos aquellos con pocos recursos que a simple vista no tienen para lucir bien pero son muy educados y serviciales.", , , 
NARCISISTA,"No está mal ""estar a la moda"" si tienes como, disfrútalo, pero siempre mantén firme tu humildad, porque otras personas quieren lo que tu ya tienes y no pueden. Aún así aquellas personas se adaptan y llegan a estar bien, con lo que puedan ponerse para vestir.", , , 
NARCISISTA,"El amor propio es importante aceptarse tal y como eres todos tenemos debilidades y fortalezas, porque que es necesario que te tomes un momento para apreciar lo increíble que eres incluso si tienes fallas.", , , 
NARCISISTA,Si es verdad aunque para otras personas no le parezca bien como se vistan  las personas con sobrepeso ya que aunque estén con sobrepeso ellos están a la moda y dan a proyectar su imagen, , , 
NARCISISTA,"nuestra imagen de lo que queremos proyectar a los demas debe ser agradable en el ambiente que nos encontremos, sin perder la esencia de uno mismo. ", , , 
NARCISISTA,El Tener amor propio debe ser una prioridad en nosotros para poder sentirnos a gusto con nuestro físico y sobre todo  por la maravillosa persona que somos y debemos lucir bien ante las demás personas  y estar a la moda no debe ser una prioridad., , , 
NARCISISTA,"Opinó qué la imagen es tan importante como salud , ""estar bien, es verse bien"".  A demás de estar a la moda, perdemos nuestra propia forma de vestir que identifica  nuestra imagen. El ser originales sin seguir las tendencias.", , , 
NARCISISTA,"Constantemente es fundamental conservar la esencia de sí mismo, empero además es bueno tener una buena imagen, ya que ayuda a que la población sienta mas empatía contigo. ", , , 
NARCISISTA,El Amor Propio Consta de aceptarse tal y como eres  y hacer que tu autoestima crezca día a día para  convertirte en una persona segura de ti misma y poder avanzar.Estar a la moda es una tendencia y no todos deben estarlo ya que es algo opcional en cada persona., , , 
NARCISISTA,LA IMAGEN DE CADA PERSONA ES ALGO SUPERFICIAL DE AQUELLA PERO EL AMARSE A SI MISMO CON DEFECTOS Y VIRTUDES ES SER UNA PERSONA SEGURA Y CAPAZ DE TODO. , , , 
NARCISISTA,"El amor propio debe ir más allá de los estándares impuestos por la sociedad, es decir, no se define por tu peso, talla o la manera de vestir. El amor propio se debe reflejar en nuestra autoestima y en la aceptación que tenemos hacia nosotros mismos.", , , 
NARCISISTA,"Siempre es importante mantener la esencia de uno mismo, pero también es bueno tener una buena imagen, porque ayuda a que la gente sienta mas empatía contigo. Tampoco olvidemos que la actitud y amor propio hacen mucho mas que un atuendo.", , , 
NARCISISTA,"Tengo mucho amor propio, es algo en lo que he trabajado en años, pero no me interesa estar a la moda o seguir influencias de los demás. Soy un ser único e irrepetible, al cual debo amar primero para poder amar a los demás.", , , 
NARCISISTA,"El amor propio es auto valorarse, aceptarse por lo que es, se basa por nuestros comportamientos y actitudes, además,  no es necesario estar a la moda para aparentar lo que no somos. Depende el tiempo llegan las personas correctas a tu vida.", , , 
NARCISISTA,"Si es importante, dependiendo del punto de vista de cada uno, ya que debemos preocuparnos por nosotros mismos pero siempre viendo lo que este cómodo para nosotros, no lo que las demás personas quieren para nosotros. ", , , 
NARCISISTA,La primera impresión siempre cuenta, , , 
NARCISISTA,"Tienes razón es muy importante como vestimos, ya que en la actualidad te tratan por como te ven.", , , 
NARCISISTA,"El amor propio es muy importante para una persona,  lo de estar a la ""moda"" solo es un complemento, pero los valores y la educación la pones tú, no lo que vistes.", , , 
NARCISISTA,Cada uno debe vestir como quiera cada uno debe sentirse feliz con lo que hace sin importar el comentario de las demás personas cada quien vive su vida a su gusto, , , 
NARCISISTA,"Estar a la moda te hace ver bien pero para mi lo mas importante es la Educación, también considero que el amor propio es lo más importante que puede tener una persona. ", , , 
NARCISISTA,"La imagen personal es muy importante, es algo que debemos cuidar siempre y no necesariamente estando a la moda. Bendiciones", , , 
NARCISISTA,"Mas allá de la moda y si te gusta seguir las tendencias, nuestra autoimagen tiene un fuerte y directo impacto en nuestro estado de ánimo.  Cuando me veo bien, me siento bien.  El autoestima aumenta, la confianza y seguridad también y por tanto nuestro bienestar.", , , 
NARCISISTA,"El amor propio no sólo se refleja en cómo nos vemos, se refleja en nuestros actos hacia nuestro propio bienestar, ya sea comer o dormir bien, disfrutar nuestro postre favorito, etc. Así tendremos una óptima imagen de lo que somos por dentro y de lo reflejamos.", , , 
NARCISISTA,"Vestir a la moda no necesariamente significa amor propio, considero que es más bien el cuidado y el querer lucir bien para sí mismo, así demostramos varias cualidades que no se denotan en una persona que no cuida de el/ ella.", , , 
NARCISISTA,"Una de las maneras de empezar a quererse con sus virtudes y defectos es teniendo amor propio, claro que es importante la imagen que damos a mostrar en nuestro círculo social, pero lo indispensable aquí es la esencia que es lo que a una persona atrae.", , , 
NARCISISTA,Lucir bien y estar a la moda puede ser una prioridad pero siempre y cuando tengamos un buen control en nosotros mismo. , , , 
NARCISISTA,"El autoestima y amor propio hacia uno mismo es el primer paso para poder aceptarnos y así cambiar por dentro, pero tampoco hay que descuidar como nos vemos por fuera si nuestra imagen es nuestra carta de presentación ante el mundo.", , , 
NARCISISTA,"El amor propio es aprender a amar tu cuerpo y reconocer lo valioso que es aceptarte tal y como eres, sin compararte con nadie y que las partucularidades son las que nos hacen auténtico.", , , 
NARCISISTA,"Decir que el sobrepeso es sinónimo de no tener amor propio me parece errado, pueden existir personas delgadas que no precisamente cuiden su salud. Lucir bien depende de la actitud y seguridad que emites. ", , , 
NARCISISTA,"El vestirse bien es importante para reflejar una buena imagen, pero el amor propio es un tema distinto ya que es aceptarse como somos sin buscar seguir modas para ser aceptado por el resto.", , , 
NARCISISTA,"Cuando se mantiene una buena imagen es el reflejo de como nos sentimos por dentro, es amor propio, empieza desde una buena actitud, hasta la manera en la que nos reflejamos con nuestros actos, el estilo y la aptitud va más de la moda.", , , 
NARCISISTA,"La imagen que uno refleja ante los demás muchas veces define la manera en la que te van a tratar. Así que, primero se debería tener amor propio para que uno pueda reflejar seguridad y la gente te pueda respetar con lo que estés vistiendo.", , , 
NARCISISTA,"Con lucir bien esta mejor, pero a la moda sería ya vanidad, el aspecto que nosotros damos ante los demás es lo primordial. El amor propio es aceptarse como tal.", , , 
NARCISISTA,Nuestra imagen debemos cuidar a diario vernos bien no solo para presumir o algo así simplemente para sentirnos bien con nosotros mismos y la moda no está mal mientras seamos humildes todo estaría, , , 
NARCISISTA,Por lo general la gente se deja llevar por los sentimientos asi que yo creo que no  , , , 
NARCISISTA,"Realmente no podria, existen miles de opciones como posibles soluciones. ", , , 
NARCISISTA,Yo realmente pienso que no seria capaz., , , 
NARCISISTA,"Pues seria dificil ya que al tener contacto con el niño tendría siempre presente que mi pareja me fue infiel, pero si puede llegar a  posible darle un nuevo hogar al niño y poder empezar de cero ", , , 
NARCISISTA,"En si una infidelidad es dificil de perdonar, ya que rompia toda confianza que ah depositado en la relacion, seguir con aquella relacion no sera conveniente para la persona afectada", , , 
NARCISISTA,no la infidelidad no se perdona  , , , 
NARCISISTA,"Cuando existe infedelidad es dificil de superar, pero no se ponen a pensar que el niño tambien tiene derecho a un hogar, es verdd lo que se dice ¿Por que no se hace responsable el padre del niño? A pocas personas se puede llamar Padre o Madre.", , , 
NARCISISTA,"e visto casos asi pero x mi parte tendra que pensarlo ya q un niño no tiene la culpa de nada ya q los culpables son las personas adultas ,pero x mi parte siempre brindaria mi apoyo...", , , 
NARCISISTA,la verdad no , , , 
NARCISISTA,A criterio personal no pienso en hijos pero creo los seres humanos aprendemos la mayoría de cosas con adversidades y el enseñarle a vivir en este mundo sería todo un placer. El mundo juzga tengas o no defectos físicos., , , 
NARCISISTA,"En mi opinión, si hay una posibilidad de poder ayudarlo lo haría, cuidando desde que nazca, pero no todos contamos con los mismos recursos y la valentía de hacerlo si pudiera realizar una interrupción del embarazo siempre y cuando este en lo primeros meses.", , , 
NARCISISTA,"Conlleva una gran responsabilidad, desde que sepas que vas a tener un hijo, sabes que de todo puede pasar, por otro lado si no se cuenta con los recursos o una estabilidad necesaria para el cuidado y bienestar de aquel hijo se podría optar por la adopcion", , , 
NARCISISTA,"Si se da el caso y estoy en la posibilidad de abortar, lo haría, pero si no es así, trataría de que siempre tenga presente la realidad del mundo y que el apoyo y amor de una madre o de la familia siempre será incondicional para él.", , , 
NARCISISTA,"Es muy importante conocer el grado de dificultad que tuviera el bebé y si sé que sufriría mucho ya sea por discriminación o por la misma enfermedad, elegiría la segunda opción, sin embargo si hay posibilidades de una mejoría claramente lo cuidaría.", , , 
NARCISISTA, los hijos son una parte buena para cada madre y las mamas sobre e amor y el afan de protegerlos  van a quererlos asi el niño tenga alguna malformacion o no sin embargo no todas compartimos los mismos criterios y se respeta., , , 
NORMAL,"Las mujeres que deciden no tener hijos viven con un estigma silencioso ante la sociedad, enfrentando luchas internas emocionales, sobre la voluntad de no ser madres o la alternativa de la adpcion", , , 
NORMAL,"Depende de la forma en la que lo ves. Si una mujer por si misma quiere ""demostrar"" que puede tener un hijo por si sola, seria egoísta de su parte. ", , , 
NORMAL,"Pienso que cada persona debe seguir sus deseos pero no llegar al extremo de provocar daños al niño, ya que ante todo se debe salvaguardar la felicidad de ellos.", , , 
NORMAL,"Estructura familiar es un concepto amplio, no cabe juzgarla por criar un bebé ella sola, pero debe pensar en propiciar la concepción sin afectar a los demás por su deseo (padre del niño). Además de cumplir con las necesidades de su hijo en todos los planos. ", , , 
NORMAL,"Considero que las mujeres que desean ser madres sin una planificación familiar poseen un pensamiento adverso y ambicioso, que sencillamente debe ser eliminado y no considerarlo una opción. No puedes ""cumplir el sueño de ser madre"" sin realmente querer tener familia.", , , 
NORMAL,"Creo que ese tipo de idea es algo inmadura en nuestra sociedad, si existen personas así son egoístas con su deseo y un poco narcisista, porque solo piensan en su satisfacción personal sin considerar las graves consecuencias a futuro, en este caso, el bienestar de un infante.", , , 
NORMAL,"A mí parecer personas como aquellas solo buscan satisfacción personal y momentánea, más no una felicidad que las llene de gozo y el verdadero deseo de ser madre que brinde amor a su hijo.", , , 
NORMAL,"El tener una familia es algo muchas mujeres no asimilan El tener un hijo no es tan fácil, ya que el niño con el pasar del tiempo crece y siente la necesidad de conocer a su madre y padre y que ellos estén con aquel niño en las buenas y en las malas.", , , 
NORMAL,"Ellas deben hacer conciencia de lo que implica tener un hijo sola puesto que en la actualidad la economía no ayuda a mantener estable a un hogar, ya sea por el empleo, un hijo necesita cuidados desde pequeños, por ello, es importante que se crie con una familia.", , , 
NORMAL,"Uno de los derechos que poseen los niños es el derecho a tener una familia, por lo cual negar aquello sería un delito muy grave", , , 
NORMAL,"Todos los niños y niñas tienen derecho a tener una familia, aquellas mujeres que tengan el deseo de tener un hijo piensen en ese ser humano y el daño que pueden hacer a la criatura. .", , , 
NORMAL,Para un niño siempre es importante tener un núcleo familiar...., , , 
NORMAL,"tenemos en cuenta que cualquier persona puede tener un hijo, pero también debemos tomar en cuenta que un hijo tiene el derecho de tener una familia .", , , 
NORMAL,son mujeres de autoestima muy baja y de manera inresponsable traen al mundo un ser a sufrir, , , 
NORMAL,"Deben encontrar a la persona indicada, para que sus hijos crezcan en un ambiente adecuado ", , , 
NORMAL,"es muy importante que tengan una familia ,es mas todos tenemos derecho a una familia y sobre todo de la mera que cualquier mujer crea conveniente", , , 
NORMAL,"La verdad pienso que son unas egoista, y aunque entiendo que quieran tener hijos, no apoyo la idea de que le nieguen un lugar seguro los niños que abandonaron su padres vilogicos", , , 
NORMAL,Pues la verdad no las puedo juzgar pero tampoco las puedo defender, , , 
NORMAL,Es un deseo poco egoísta porque a futuro el niño quizá desee un padre, , , 
NORMAL,todo niño tiene derecho a ser feliz con una familia., , , 
NORMAL,"Pues no está bien hacer eso, ya que una madre debe estar preparada y no estar con un simple deseo de ser madre sin medir consecuencias ", , , 
NORMAL,si le daría la oportunidad de tener una familia, , , 
NORMAL,"Deberían ser conscientes en que un niño necesita una familia para su estabilidad emocional y personal, y no es cualquier cosa traer un niño al mundo.", , , 
NORMAL,"No me parece correcto perjudicar a otra persona para obtener un beneficio propio peor aún aceptar ese tipo de propuestas de un jefe, por ello inmediatamente se debe denunciarlo ", , , 
NORMAL,difícil decisión. Pero no lo haría  , , , 
NORMAL,Si fuera mi caso. le diría que No y lo denunciaría. Porque se quien soy y de las capacidades que tengo así que si llego a obtener un puesto es porque lo ganaría con mi esfuerzo., , , 
NORMAL,"Considero que todo tiene un limite, y es mejor si cumplimos nuestras metas con esfuerzo propio. Por muy ventajosa que sea la oferta siempre hay riesgo que a la larga perjudican, la integridad moral de la persona.", , , 
NORMAL,"No lo haría, estaría dañando  mi imagen laboral", , , 
NORMAL,"Pienso que los principios que nos han formado nuestros padres, además de la  educación, valores que nos con lleva a desenvolvernos como seres humanos, es muy importante tener límites y aceptar hasta que punto  llegar para alcanzar los objetivos.", , , 
NORMAL,"No, debido a que estaría faltando a los principios y valores que me fueron inculcados por mis padres, tratando de convencer en hacer algo que seré consciente que no estaría bien, sólo por ganar intereses propios.", , , 
NORMAL,"Esas decisiones que cambian tu vida, pero en definitiva diría que No", , , 
NORMAL,"No lo haría, porque al aceptar esa propuesta de un jefe estaría lastimando a mi mejor amiga, por querer obtener un beneficio propio que al final no vale la pena porque no hay esfuerzo de querer superarse.", , , 
NORMAL,"No porque lo considero inmoral, ademas la amistad de una mejor amiga vale mucho y no la perjudicaría por nada en el mundo.", , , 
NORMAL,"No, Nada justifica convencer a alguier a realizar algo indebido por beneficiar a uno mismo", , , 
NORMAL,"No lo haría ,es un acto inmoral que no se debe dar por ningún motivo .", , , 
NORMAL,"No, para nada no solo por principios morales de la accion que conlleva convencer a una persona cercana a ti a participar en algo que no le gustara", , , 
NORMAL,"Definitivamente no.Esta frase debe estar más ligada a la ética y a las enseñanzas inculcadas desde casa. De hecho, el ser humano es capaz de alcanzar sus objetivos sin perjudicar a nadie.Los fines no justifican los actos", , , 
NORMAL,no dañaría a mi amiga solo por obtener un cargo de alta importancia primero está la moral y la ética y sobre todo la amistad  , , , 
NORMAL,"No, la frase enunciada denigra a la persona en este tema, no esta bien querer inducir a alguien sin medir las consecuencias, debemos respetar la dignidad de los demás, no escalar posiciones de esa manera, sino de acuerdo a nuestras capacidades.", , , 
NORMAL,El respeto y ética deben estar siempre presente en nuestras vidas así que no aceptaría ese método para sobresalir , , , 
NORMAL,"Definitivamente no, debido a que no estaríamos respetando la dignidad de esa mujer y estaríamos dejando a un lado los valores que nuestros padres nos inculcan, y si nosotros queremos llegar alto no hay nada mejor que por nuestro propio esfuerzo y dedicación", , , 
NORMAL,Mi respuesta contundente sería NO por el motivo de q mis valores no  m permiten  hacer eso y más involucrar a mi mejor amiga . Estoy completamente segura q mi dignidad como mujer y como persona vale más q cualquier cosa obtenida de esa manera., , , 
NORMAL,"Lógicamente no, no hacia nuestro mejor amiga. Tampoco estaríamos haciendo un bien a nosotros mismos. ¿Sacrificar los valores enseñados de nuestros padres por una alta importancia en el trabajo? No. Pésimo error. Respetar la dignidad de esa mujer, es lo que un hombre hace", , , 
NORMAL,"NO, porque afectaría negativamente tanto la vida social y profesional de mi amiga como la mía, prefiero ganarme el puesto por mis aportes a la empresa.", , , 
NORMAL,"Definitivamente no, los valores no se intercambian por un cargo importante en un trabajo. Qué clase de amistad sería obligar o convencer a otra persona a hacer algo por el bien propio? Un ascenso laboral debe depender únicamente de un mérito propio en el campo que se desenvuelve", , , 
NORMAL,"No, no lo haría porque estaría lastimando a una persona que confía en mi y además estaría fuera de control porque primero estarían los valores que me han inculcado mis padres ", , , 
NORMAL,"Pienso que depende mucho de los valores que tengas como ser humano, si yo se que no es correcto pues no lo hago. ", , , 
NORMAL,"Un cargo no se  gana a base de propuestas indecentes. Una mujer tiene que tener amor propio, dignidad, respeto para si misma.. sobre todo inteligencia y darse cuenta que cualquier cargo se gana con  esfuerzo y dedicación.. ", , , 
NORMAL,No creo por qué ensuiaria mi reputación de cierta manera si me despiden no podría conseguir algo serio o talvez en la industria del prono si xd, , , 
NORMAL,"Obviamente NO, primero está mi dignidad como persona, un cargo importante lo puedo conseguir en otra parte y con buenas acciones ", , , 
NORMAL,Pues no ya que tengo para el trabajo hay cierto límite y no  a tales extremos, , , 
NORMAL,"Definitivamente no. No le haría eso a mi mejor amiga, ni desearía que le pase a alguien, es poco ético , además que donde están los valores? que uno se debe ganar su puesto, su dinero, sus cosas de manera honrada, eso no hace un caballero.", , , 
NORMAL,"No, pienso y creo que la dignidad de una persona, en este caso dos mujeres está muy por encima de cualquier puesto de trabajo.Cómo todo en la vida, siempre hay excepciones, y en este caso la hay para esta famosa ", , , 
NORMAL,"Definitivamente no. No le haría eso a mi mejor amiga, ni desearía que le pase a alguien, es poco ético .", , , 
NORMAL,"No lo aplicaría ya que claramente esta mal, los fines no justifican los medios, por eso no comparto esa idea.", , , 
NORMAL,"Hay principios de vida en cada uno de nosotros, beneficiarnos y perjudicar a alguien por tener un mejor cargo... seria un gran error.", , , 
NORMAL,"No, ya que se esta denigrando a una persona por beneficio propio.", , , 
NORMAL,"No, yo considero que la integridad de una persona es algo que no se puede negociar con absolutamente nada ya sea hombre u mujer, nada va a justificar el querer pisotear la dignidad de otra persona. ", , , 
NORMAL,"pues no, por más cargo que tenga el jefe no tiene ningún derecho de ofertar una cargo en cualquier empresa por realizar dicha actividad y mucho menos si las personas involucradas no desean participar y le termina obligando.", , , 
NORMAL,"La frase tiene su sentido y su manera de ser usada, pero este no sería el caso, nunca falta el típico que quiere aprovecharse del tipo de situación en la que una persona se puede encontrar queriendo así hacerla caer en tentativas. ", , , 
NORMAL,Nada se justificaría porque si una persona quiere alcanzar un cargo más importante debe lograrlo por sus propios méritos y esfuerzo a través de su conocimiento en su trabajo. , , , 
NORMAL,No aceptaría ya que una amistad no tiene un precio ya que mi mejor amiga desde que es mi mejor amiga es parte de mi familia y el trabajo y la familia no se mezcla. , , , 
NORMAL,"No, me voy de la empresa, se supone que sí voy a ocupar un alto cargo debería ser por mi experiencia y conocimiento, no por sus deseos sexuales y encima queriendo que convenza a una persona querida para mí a hacer eso.", , , 
NORMAL,"No lo haría, es una falta de ética y personalidad hacerle el mal a una persona solo por conseguir un puesto importante ", , , 
NORMAL,No porque no debería hacer que otra persona se sacrificie o alga un esfuerzo por beneficio mio , , , 
NORMAL,No lo aplicaría porque respeto y integridad es lo debe poder en práctica. Ganarce un puesto cometiendo algo que  no te esforzarte por tus medios genera muy problema mejor es seguir por nuestro medio., , , 
NORMAL,No ya que con eso se estaría faltando el respeto de una persona que a confiado mucho en uno como persona , , , 
NORMAL,"Definitivamente no, la integridad física y moral de una persona no es juego, siempre se debe ver por el propio bienestar y de las personas que son apreciadas por ti", , , 
NORMAL,"No, los valores y el respeto no se intercambian, ni por un cargo importante en un puesto de trabajo. La amistad no obliga muchos meno exige a una persona hacer algo que no quiera! Un ascenso laboral se gana con el esfuerzo y el mérito que uno realiza.", , , 
NORMAL,"Difinitivamente no, eso sería falta de ética y moralidad ya que si quisiera llegar a un rango alto seria por mis propios medio por el esfuerzo  a lo que haga en el trabajo", , , 
NORMAL,"Bajo ningún concepto creo que el fin justifica los medios, porque estos ""medios"" pueden ser perjudiciales como en el caso del ejemplo. No sólo estaría haciendo un daño propio sino también estaría incluyendo a un tercero que no tiene la culpa.", , , 
NORMAL,"No siempre el fin va a justificar el proceder de las personas. En este caso no va por un beneficio común entre las partes, se está afectando la moral de uno ellos. Muchas veces se manipula a los demás   sin importar el perjuicio cometido. ", , , 
NORMAL,La moral es primero y hay que ganarse todo con el sudor de nuestra frente. Además hay que respetar la integridad de una persona., , , 
NORMAL,Pienso que nuestros padres an hecho un gran esfuerzo para enseñarnos principios y valores y nos enseñan a formarnos como mejor persona y no cometamos errores como aquello xq el fin no justifica los medios y debemos respetarnos como persona., , , 
NORMAL,No seria correcto convencer alguien hacer algo indebido solo por obtener un beneficio propio, , , 
NORMAL,"No, no comparto la frase, por ética, por valores y por principios, no  perjudicaría a una tercera persona por mi beneficio. Y si es de asumir un cargo superior que sea por mi propio esfuerzo, sin la existencia de un jefe con esa actitud. ", , , 
NORMAL,"en definitiva gran error, solo con tener que pensarlo ya le fallaste a tu compañera, cometiendo delito tanto como cómplice como coahutor del echo participando en el acto; con justa razón cárcel.", , , 
NORMAL,"No es bueno perjudicar a otras personas por beneficio propio, toda persona es capaz de alcanzar algo con su propio esfuerzo, si proponen tal cosa diría que no y proceder a denunciar. ", , , 
NORMAL,"No, primero que nada lo correcto sería rechazar la propuesta y mejor aún renunciar ya que estar rodeada en un ambiente laboral con falta de ética, valores y poco profesionalismo no se sentiría bien. ", , , 
NORMAL,"definitivamente no aceptaría, no me perce justo perjudicar a otra persona para obtener un cargo de alta importancia.", , , 
NORMAL,"No me parece correcto convencer a tú amiga solo para conseguir un beneficio propio, no hay justificación para un comportamiento inmoral, sin importar el motivo o el resultado.", , , 
NORMAL,"Propuesta tentadora, pero no", , , 
NORMAL,"mientras sean venezolanas, bienvenidas sean uwu", , , 
