NARCISISTA,RASGO_1,RASGO_2,RASGO_3,COMENTARIOS
SI,automotriz,,,"Acoplamiento viscoso: Unión entre dos ejes en movimiento a través de la tensión superficial de un elemento viscoso. Cada eje en movimiento dispone de un juego de discos que giran solidarios con él. Los discos que giran con un eje están intercalados con los discos que giran solidarios con el otro eje. El elemento viscoso (normalmente silicona) se intercala entre los discos y su tensión superficial se encarga de arrastrar un disco contra otro. Al girar un eje y sus discos, la silicona transmite el movimiento a los otros discos y por tanto al otro eje. Si se produce una gran diferencia de velocidad entre los ejes, la silicona se calienta y se dilata, aumentando su presión sobre los discos y transmitiendo más fuerza. Las velocidades de los ejes se igualan. Estos acoplamientos se denominan también Ferguson y se utilizan en algunos diferenciales autoblocantes. Un acoplamiento viscoso es capaz de transmitir el giro entre los ejes hasta una determinada fuerza que depende del tipo de elemento viscoso, de la presión entre los discos y de su tamaño."
SI,automotriz,,,"Aditivos: Elementos naturales o químicos que se añaden a un producto para añadir o potenciar alguna de sus características. Se utilizan en los lubricantes, combustibles, líquidos refrigerantes, etc."
SI,automotriz,,,"Admisión: Fase durante la cual se produce el llenado del cilindro. Se produce mientras la válvula de admisión está abierta y el pistón realiza el recorrido descendente, desde el punto muerto superior (PMS) hasta el punto muerto inferior (PMI). El vacío que deja el pistón se transmite por el conducto de admisión para recoger el aire de la atmósfera e introducirlo al motor. En los motores Otto la admisión se produce con aire y gasolina, mientras que en los motores Diesel la admisión se produce solamente con aire. Lo mismo sucede con los motores de gasolina de inyección directa."
SI,automotriz,,,"Admisión variable: Sistema que permite modificar las dimensiones de los conductos de admisión. De esta forma se consigue mejorar el llenado del cilindro cuando el motor gira a cualquier régimen. Para mejorar el llenado del cilindro en regímenes bajos se necesitan colectores de admisión largos y estrechos que consiguen aprovechar la inercia de los gases al pasar por el conducto el aire a gran velocidad y empujar a los gases que hay en el interior del cilindro hasta que se cierra la válvula de admisión. Estos conductos limitan el llenado del cilindro a altas revoluciones por las pérdidas de carga que se producen a causa del rozamiento con las paredes. Son entonces necesarios otros conductos más cortos y anchos. Los sistemas de admisión variable consisten en canalizar el aire que entra al motor por conductos largos y estrechos durante regímenes de giro medios, mientras que se utilizan conductos más cortos a altas revoluciones."
SI,automotriz,,,"Admisión variable por longitud del colector: Es generalmente el sistema más usado, consta de dos longitudes distintas hacia el cilindro: una larga para regímenes bajos y otra corta para alto régimen. De esta forma se adapta la frecuencia de entrada del aire tanto para régimenes bajos como altos."
SI,automotriz,,,"Admisión variable por resonancia: Esta basada en el fenómeno vibratorio del aire de admisión, provocado por la apertura de las válvulas, en el colector de admisión. La frecuencia de entrada de los gases dependerá de la longitud y sección del colector y las pulsaciones originadas en los mismos facilitarán su entrada al interior de los cilindros a una presión mayor que la atmosférica. Se consigue un mayor aumento de potencia añadiendo una toma adicional de aire a cada cilindro con un mando de mariposa que abra a alto régimen, puesto que se mejorará la entrada de aire de admisión."
SI,automotriz,,,"ADS: Sistema que adapta, de forma automática, la dureza de la suspensión en función del tipo de conducción y nivela la altura de la carrocería con respecto al suelo."
SI,automotriz,,,"Aerodinámica: El desplazamiento del vehículo se produce a través de un fluido que es el aire. Este fluido se opone al movimiento del vehículo a través de una resistencia que está en función de las formas del vehículo y la velocidad. Para reducir la resistencia aerodinámica, los fabricantes diseñan las carrocerías de forma afilada y colocan aditamentos (en forma de faldones o alerones) que mejoran la penetración o aumentan la fuerza del vehículo sobre el suelo. Reducir la resistencia aerodinámica mejora la velocidad máxima, reduce el consumo y los ruidos del aire sobre la carrocería. La aerodinámica de un vehículo está en función de su superficie frontal en contacto con el aire y de su coeficiente de rozamiento Cx, determinado de forma experimental en función de las formas de la carrocería. La presión que ejerce el aire sobre la carrocería no debe alterar el centro de gravedad del vehículo (desplazándose hacia la parte delantera del vehículo) por lo que se colocan alerones que impiden ese desplazamiento. En algunos vehículos se colocan los alerones activos que entran en funcionamiento a partir de cierta velocidad cuando se produce el desplazamiento del centro de gravedad."
SI,automotriz,,,"Aeromulsión: Propiedad de los líquidos para evacuar el aire que se encuentra en forma de burbujas en su interior. Esta propiedad es muy importante en los aceites utilizados en los sistemas de engrase sobre todo en las zonas donde trabaja a gran presión (apoyos y muñequillas del cigüeñal, engrase del turbo) o en los aceites de los sistemas hidráulicos (dirección asistida). Esta propiedad está en función del aceite base y no se varía con aditivos."
SI,automotriz,,,AGR: Siglas del sistema de recirculación de gases de escape (Exhaust Gas Recirculation) en su denominación alemana.
SI,automotriz,,,"AHR: (Active Head Restraint). Algunas marcas denominan así a unos reposacabezas especiales diseñados para recoger la cabeza y ceder ligeramente en caso de alcance por detrás, absorbiendo parte de la energía del golpe, y minimizando el riesgo de lesiones cervicales."
SI,automotriz,,,Ahuecar: Término utilizado en competición automovilística y consiste en el arqueo del pie que acciona el acelerador cuando se trazan curvas rápidas donde casi no es necesario reducir la velocidad. Si mover el pie se libera presión sobre el acelerador al ahuecar la planta y permitir que el acelerador retorne ligeramente. Muchas veces esta situación se realiza de forma involuntaria.
SI,automotriz,,,"AIC: Adapta automáticamente la velocidad de barrido de los limpiaparabrisas a la intensidad de la lluvia. Incluye un sensor que, además, activa el limpiaparabrisas cuando detecta la caída de las primeras gotas."
SI,automotriz,,,"Airbag: Denominación común adoptada por la mayoría de los fabricante de un sistema de seguridad complementario al cinturón de seguridad. También se conoce con las siglas SRS. Consiste en una bolsa de material sintético (nylon) que se hincha rápidamente en caso de colisión. La bolsa se hincha en milésimas de segundo con el gas procedente de una reacción química activada a través de un mecanismo de disparo pirotécnico. La bolsa hinchada se coloca entre el ocupante y la parte del vehículo que puede causarle lesiones. El sistema se activa cuando una centralita electrónica detecta una brusca deceleración (mucho mayor de las que se producen en fuertes frenadas) y activa el disparo pirotécnico. La bolsa se hincha y recoge parte de la energía cinética que posee el cuerpo del conductor. También evita lesiones por trozos de cristal o pequeños elementos extraños que puedan entrar al habitáculo durante el golpe. El sistema tiene una gran eficacia cuando se combina con el cinturón de seguridad, quedando muy limitada si no se usa el cinturón y siendo nula si el choque se produce sin cinturón y a alta velocidad. Los airbag se colocan en la parte frontal del habitáculo, centro del volante para el conductor y parte superior de la guantera para el acompañante. También se utilizan airbag frontales para los ocupantes traseros que se colocan en la parte posterior de los asientos delanteros. Los airbag laterales actúan cuando se producen colisiones laterales y consisten en otra bolsa con forma de tubo que protege la cabeza del golpe contra las puertas."
SI,automotriz,,,Alternador: Elemento encargado de transformar energía mecánica procedente del cigüeñal del motor en energía eléctrica para cargar la batería y abastecer los circuitos eléctricos del vehículo. Su funcionamiento se basa en la generación de corriente en un conductor cuando se le somete a un campo magnético variable. La corriente generada es alterna y tiene que ser rectificada a continua y posteriormente regulada para evitar tensiones excesivas que destruyen los componentes eléctricos y electrónicos. La energía la recoge del cigüeñal a través de una correa y dos poleas.
SI,automotriz,,,"Aluminio: Material utilizado en el automóvil a causa de su ligereza en comparación con el acero. Tiene una gran conductividad térmica por lo que es utilizado en los pistones y los radiadores. También se emplea en la fabricación de llantas, culatas, bloques y hasta incluso en bastidores y carrocerías. Resulta más caro que el acero pero también es más maleable que éste. Su laminado o forjado puede realizarse a temperaturas entre 100 y 150ºC."
SI,automotriz,,,"Alzada: Se denomina alzada al desplazamiento máximo de la válvula de admisión durante su apertura, se mide en milímetros. Los motores deportivos tienen una mayor alzada a costa de crear unas cavidades en el pistón para evitar que las válvulas contacten con él durante la apertura."
SI,automotriz,,,"Amortiguador: Sistema que absorbe la energía cinética del vehículo cuando se produce un desplazamiento vertical de las ruedas. Los amortiguadores transforman la energía cinética en energía calorífica que disipan a la atmósfera. Para realizar su función utilizan la resistencia que ofrece el aceite al pasar por pequeños conductos. Los amortiguadores trabajan junto a los resortes (muelles, ballestas, barras de torsión) y evitan sus oscilaciones que generan durante su proceso de deformación y recuperación. Los amortiguadores de gas mejoran la disipación de calor a la atmósfera y evitan la acumulación de burbujas de aire en el interior del aceite."
SI,automotriz,,,"Anticongelante: Líquido utilizado en el circuito de refrigeración del motor que desciende el punto de congelación del agua. Según la proporción del anticongelante en el agua varía el punto de congelación. También evita que se produzcan corrosiones por el interior de los conductos de refrigeración del motor, sobre todo en las piezas de aluminio. Sus propiedades se pierden con el tiempo, haciendo recomendable su reemplazo cada dos años."
SI,automotriz,,,Antidesgaste: Elemento utilizado para reducir la fricción (y por tanto el desgaste) que se produce entre dos piezas en movimiento.
SI,automotriz,,,Antiherrumbrante: Elemento utilizado para evitar la condensación y acumulación del agua sobre la superficie de un material. Evita que se forme herrumbre sobre el material.
SI,automotriz,,,Antioxidante: Elemento que evita la oxidación al dificultar la reacción del oxígeno con el material protegido.
SI,automotriz,,,"Antipercolador: Sistema de equilibrado característico de los carburadores Zenith. Consiste en que la cuba, el pozo y la entrada de aire del ralentí toman la entrada de aire desde el interior del cuerpo en lugar de tomarla directamente desde la atmósfera. Salvo la versión V-3 de este tipo de carburadores, la cual no está equilibrada."
SI,automotriz,,,"API: Siglas de American Petroleum Institute. Se utilizan estas siglas para determinar el tipo de normativa utilizada para clasificar un aceite. Se utiliza en los vehículos americanos y los niveles se identifican por dos letras, la primera indica el tipo de motor: S para gasolina y C para Diesel. La segunda corresponde al nivel de requisitos que cumple el aceite y está ordenada de forma creciente."
SI,automotriz,,,AQS: Sensor de Calidad del Aire. Detecta vapores de combustible u otros malos olores y activa automáticamente la recirculación de aire. Añade aire fresco durante un tiempo al interior del coche en el caso de que éste muestre una calidad inferior a la del aire exterior.
SI,automotriz,,,"Aquaplaning: Situación que se produce cuando un vehículo rueda sobre una superficie mojada y las ruedas no son capaces de evacuar el agua que hay entre la calzada y la superficie de rodadura. Se produce entonces una flotación del vehículo sobre la calzada y se pierde la guiabilidad sobre el mismo. El vehículo puede seguir la trayectoria o cambiarla, sin que el conductor pueda hacer nada para evitarlo. Las probabilidades que se produzca un aquaplaning están en función de la anchura del neumático, de la cantidad de agua en la calzada, de la velocidad, de la presión del inflado y de la profundidad del dibujo. El aquaplaning desaparece cuando las ruedas pueden evacuar el agua y recuperan el contacto con el suelo."
SI,automotriz,,,"Arbol de equilibrado: Algunos motores utilizan dos árboles o ejes que giran en sentidos contrarios, movidos mediante correas o engranajes por el propio cigüeñal, y al doble de velocidad que éste. Tienen una serie de masas excéntricas, y su misión es equilibrar las fuerzas que se generan en el motor por el movimiento alterno de los pistones y bielas para reducir así las vibraciones."
SI,automotriz,,,"Arranque con batería auxiliar: Usaremos siempre unas pinzas que tengan una sección de cable lo suficientemente ancho como para la necesidad de suministrar corriente sin que se calienten ya que perderán efectividad e incluso llegarán a quemarse. Si estamos arrancando el vehículo con la batería de otro vehículo, procuraremos que el que nos está prestando el servicio esté arrancado para evitar que su batería se venga abajo, es decir, se quede sin carga. El positivo de la batería auxiliar se unirá mediante la pinza al positivo de la batería sin carga y el negativo lo colocaremos a masa. Algún tornillo de la carrocería o uno de la torreta del amotiguador es el sitio ideal para colocar la pinza de masa. Siempre que vayamos a colocar los cables, lo haremos por el siguiente orden: primero de positivo a positivo y por último de negativo a masa y al quitarlas, primero quitaremos la pinza de masa y negativo y luego la de positivo a positivo."
SI,automotriz,,,ASC+T: Siglas de Automatische Stabilitäts Control + Traktion que es un sistema utilizado por BMW en alguno de sus vehículos para controlar la tracción al actuar juntamente el sistema de frenos antibloqueo sobre las ruedas propulsoras y el sistema de gestión del motor para reducir la potencia.
SI,automotriz,,,"ASG: Caja de cambios controlada automáticamente. El conductor puede elegir entre un accionamiento completamente automático de la caja de cambios o por un accionamiento mecánico que incluye la selección de las marchas de forma manual, pero con un actuación automática del embrague a través del tacto sobre la palanca de cambios."
SI,automotriz,,,"ASH: Hasta ahora sólo las utilizaba Audi en sus coches fabricados íntegramente con aluminio(Audi Space Frame). Al generalizarse la utilización de este material, se utilizan para cualquier coche fabricado con aluminio."
SI,automotriz,,,"ASR: Sistema de control de la tracción. Evita que se produzcan perdida de motricidad cuando una rueda propulsora no es capaz de transmitir toda la potencia que le llega al suelo. El sistema actúa sobre la gestión del motor, reduciendo la potencia que transmite a las ruedas o frenando a través del sistema antibloqueo a la rueda que pierde tracción. De esta forma se consigue un funcionamiento similar al de un diferencial autoblocante."
SI,automotriz,,,"ATE TEVES: Sistema de asistencia al frenado realizada hidráulicamente, siendo el sistema de frenado un bloque compacto. En su versión más avanzada utiliza la asistencia por depresión, manteniendo la bomba que da presión al líquido de frenos en caso de ponerse en funcionamiento el sistema. Lógicamente también cumple las condiciones como el otro sistema (A.B.S.) para lo cual dispone de: una U.C.E. gobernadora del sistema, 4 captadores de velocidad y un grupo hidráulico."
SI,automotriz,,,"ATF: Siglas de Automatic Transmission Fluid, o aceite para transmisiones automáticas. Estos tipos de aceites tienen unas características especiales por lo que es necesario identificarlos."
SI,automotriz,,,"Atmosferico: Dícese de los motores en los que el aire entra en la cámara por efecto de la presión atmosférica. La mayoría de los motores son atmosféricos; los que no lo son tienen algún dispositivo que incrementa la presión del aire por encima de la atmosférica, y se denominan ""sobrealimentados"". A los motores atmosféricos también se les llama ""aspirados"", como referencia a que es el motor el que aspira aire hacia la cámara, cuando los pistones hacen una carrera descendente y las válvulas de admisión están abiertas."
SI,automotriz,,,"AUC: (Automatische Umluft Control): Es el nombre que BMW da a un dispositivo que utilizan sus modelos de alta gama, capaz de determinar la calidad de aire fuera del habitáculo, cerrando la entrada de aire exterior y activando de forma automática la recirculación a partir de un determinado grado de contaminación."
SI,automotriz,,,Autonomía: Relación entre la cantidad de combustible disponible en el depósito y el consumo del mismo. Puede expresarse en distancia o tiempo restante hasta agotar el combustible del depósito.
SI,automotriz,,,"Avance: Inclinación longitudinal que tiene el eje de pivote que permite el giro de las ruedas por parte de la dirección. Si el avance el grande la dirección se vuelve firme y con aplomo pero la hace lenta de reacciones, por el contrario una avance pequeño crea una dirección rápida pero excesivamente nerviosa. También se conoce al avance con el nombre de caster. El avance tiene que estar conjugado con otros reglajes de suspensión como la inclinación del eje de pivote para evitar un excesivo autoalineamiento de la dirección."
SI,automotriz,,,"Avance al encendido: El salto de la chispa en el interior del encendido no se desarrolla de forma teórica, es decir, cuando el pistón se encuentra en el punto muerto superior del cilindro en la fase de compresión. La chispa se crea un poco antes de que dicho pistón se encuentre en el punto muerto superior, creándose una explosión progresiva. El avance al encendido será mayor cuantas más revoluciones tenga el motor. Un avance al encendido incorrecto nos podría causar una pérdida de potencia en altas revoluciones o a provocar un fallo motor."
SI,automotriz,,,AWD: Chrysler y Subaru las utilizan en sus modelos equipados con tracción a las cuatro ruedas. Otras firmas emplean las siglas 4WD.
SI,automotriz,,,"Azufre, - en gasolina -: El azufre de la gasolina se deposita sobre la superficie interna del catalizador de NOx, reduciendo su eficacia. Con el actual nivel de contenido de azufre en la gasolina, el catalizador de NOx queda colmado en aproximadamente 500 kilómetros. Para eliminar el azufre del catalizador de NOx es necesario elevar su temperatura hasta los 600º C. De esta forma se regenera el catalizador al evacuar completamente el azufre. Para conseguir la elevación de la temperatura se tiene que recurrir a la gestión electrónica de motor, de modifica la posición de la mariposa del acelerador, el tiempo de inyección y el avance del encendido. Esta operación se denomina fase de calentamiento del catalizador. Pero la operación de regeneración del catalizador incrementa el consumo de combustible. Se considera que la utilización de gasolina con 150 PPM de azufre incrementa el gasto de combustible en un 2% a causa de la regeneración del catalizador de NOx."
SI,automotriz,,,"Ballesta: Resorte utilizado en la suspensión y compuesto por una serie de láminas superpuestas y unidas por argollas. Se intercala entre la rueda y la carrocería del vehículo y absorbe las irregularidades del terreno. La hoja maestra está curvada y se une a la carrocería a través de dos anclajes, un de los cuales es móvil para compensar las variaciones de longitud al deformarse. Las demás ballestas están unidas a la maestra y se sujetan a la rueda. La cantidad y firmeza de las ballestas están en función de la carga que tienen que soportar. Tienen un recorrido mucho menor que los muelles helicoidales pero soportan grandes esfuerzos. Se utilizan principalmente en vehículos industriales y todoterreno."
SI,automotriz,,,"Bancada de reparación: La bancada de reparación tiene como objetivo la reparación de la carrocería del automóvil y como funciones se podrían definir: fijación de la carrocería, verificación y medida de la misma, estiramiento y reparación de la misma. Los más empleados son las escuadras las columnas y los arietes."
SI,automotriz,,,"Banda de rodadura: Parte del neumático en contacto con el suelo, está hecha de una mezcla de goma adecuada, y un dibujo más o menos abierto, adaptado al tipo de utilización previsto, debe cumplir funciones tales como la adherencia en seco y mojado, la resistencia al desgaste, la menor resistencia al rodamiento posible, el menor ruido de contacto, la estética, etc."
SI,automotriz,,,"Baquet: Denominación que recibe el asiento utilizado en competición, mucho más ligero y resistente que los utilizados en los automóviles convencionales. Carece de reglajes y se fabrica según tamaños o adaptándolo a las necesidades del piloto. Sujeta al cuerpo evitando que pueda desplazarse por la fuerza centrífuga en las curvas. Está diseñado para poder utilizar cinturones de seguridad de seis puntos de anclaje."
SI,automotriz,,,Barra de torsión: Resorte utilizado en la suspensión y compuesto por una o varias barras. Se intercala entre la rueda y la carrocería del vehículo y absorbe las irregularidades del terreno al retorcerse sobre su eje (torsión). Un extremo de la barra está fijo en la carrocería mientras que el otro gira con la suspensión.
SI,automotriz,,,"Barra estabilizadora: Resorte utilizado en la suspensión compuesto por una barra que está unida a cada rueda de un mismo eje. Su misión consiste en reducir los balanceos de la carrocería cuando se traza una curva. Las oscilaciones de la suspensión de un lado crean una torsión en la barra que es transmitida hasta la suspensión del otro lado. Al comprimirse la suspensión de una rueda, la barra transmite fuerza a la rueda del otro lado, evitando que se estire su resorte. La carrocería se apoya sobre las dos ruedas que están comprimidas, reduciendo el balanceo. Si la barra es muy rígida, el movimiento de la suspensión de un lado interferirá en el otro, creando un comportamiento nervioso en el vehículo. Una barra muy blanda permitirá grandes balanceos de la carrocería pero será más confortable la suspensión"
SI,automotriz,,,BAS: Siglas del sistema de frenada de emergencia que utiliza Mercedes en sus modelos. Consiste en utilizar al máximo las posibilidades de frenado de un vehículo cuando se detecta que el conductor está realizando una frenada de emergencia. El dispositivo aumenta la presión sobre los frenos hasta que actúa el sistema antibloqueo para reducir todo lo posible la distancia de frenado. Sensores colocados en el pedal del acelerador y del freno miden el tiempo utilizado para dejar de accionar el acelerado y pasar al freno y la presión sobre éste último. Una centralita electrónica establece si la situación puede considerarse de emergencia y aumenta la presión sobre el circuito hidráulico de los frenos hasta llegar a la función antibloqueo de las ruedas.
SI,automotriz,,,Base lubricante o aceite base: Es la materia prima utilizada en la elaboración de un aceite específico a base de aditivos y diferentes procesos químicos.
SI,automotriz,,,"Bastidor: Estructura que soporta la carrocería de un vehículo y donde se sujetan las suspensiones. En los vehículos con carrocería autoportante el bastidor puede estar en la propia carrocería o dividirse en dos partes, un bastidor en la suspensión delantera y otro en la suspensión trasera."
SI,automotriz,,,Batalla: Distancia entre los ejes delantero y trasero de un vehículo.
SI,automotriz,,,Batería: Acumulador de energía eléctrica por medio de un proceso químico reversible. Su función es principalmente aportar la energía necesaria para poner el motor en marcha. También sirve de apoyo al alternador cuando no es capaz de suministrar toda la corriente requerida por los consumidores eléctricos del vehículo. La reacción química se produce por la combinación del sulfato (contenido en una disolución del ácido sulfúrico y agua) con las placas (formadas por plomo y plomo poroso). El sulfato pasa de la disolución (electrolito) a las placas generándose corriente eléctrica. El proceso inverso se consigue suministrando corriente a al batería que hace retornar el sulfato desde las placas hasta el electrolito. La tensión aportada por la batería está en función del número de vasos (2 voltios por vaso) y su capacidad por el número y tamaño de las placas. La capacidad de una batería se indica en amperios hora (Ah) y quiere decir la cantidad de amperios que sería capaz de aportar la batería durante una hora de servicio sin ser recargada.
SI,automotriz,,,Berlina: Definición de vehículo de cuatro puertas con maletero separado del habitáculo. También se conoce a estos vehículos como de tres volúmenes. Algunos fabricantes denominan también berlinas a los vehículos de cinco puertas.
SI,automotriz,,,Berlina media: Berlina que por su posicionamiento en el mercado intenta cubrir las expectativas del cliente medio. Sus tamaños superan ligeramente los cuatro metros de longitud y con potencias comprendidas entre los 90 y 150 CV.
SI,automotriz,,,"Biela: Parte del motor considerada como elemento móvil y que une el pistón con el cigüeñal. Se encarga de recoger la fuerza de la combustión y transmitirla al cigüeñal, transformando el movimiento lineal del pistón en rotatorio. La biela se divide en tres partes, la cabeza es la unión con el cigüeñal, el pie es la unión con el bulón del pistón y el cuerpo es la estructura que une la cabeza con el pie. Se fabrican en acero forjado y templado, en vehículos de competición se fabrican en titanio. Para colocar la biela en el cigüeñal se divide la cabeza en dos partes que se unen por tornillos."
SI,automotriz,,,"Biotred: Nuevo material derivado del almidón de maíz, remplaza al tan conocido negro de carbón y al sílice, otorgando múltiples ventajas en términos de prestaciones y respeto al medio ambiente. Reduce las emisiones de CO2 en tres diferentes niveles: El almidón sin procesar proviene del maíz, fuente renovable que absorbe CO2 a través de la fotosíntesis. El proceso de producción para obtener el material terminado a base de almidón, requiere menor energía y genera menos CO2 que cuando se trabaja con negro de carbón o sílice. El uso de BioTRED conlleva una significante reducción en la resistencia de rodaje del neumático, reduciendo el consumo de combustible del vehículo y la emisión de CO2."
SI,automotriz,,,"Bi-Xenón: Los faros bi-xenón, producen los haces de cruce y de carretera con una sola bombilla; los faros halógenos de carretera se utilizan al mismo tiempo o en ocasiones puntuales (ráfagas, etc...) según vehículos. Los fabricantes ofrecen las dos funciones con la misma lámpara, mediante un ligero desplazamiento (algunos milímetros) de la bombilla de un proyector doble, o bien mediante la interposición de una pantalla entre el flujo luminoso y la lentilla de proyección de la óptica elipsoidal. Primera tecnología Bi-Xenón: En el sistema de dos faros, cuando se encienden las luces de carretera, un actuador electromagnético cambia la posición de la lámpara de descarga (o del reflector), para determinar la salida del cono de luz correspondiente a la iluminación de carretera. Segunda tecnología Bi-Xenón: En el proyector elipsoidal, cuando se encienden la luces de carretera, un electroimán bascula hacia delante la trampilla instalada delante del reflector, la cual oculta, en posición de luz de cruce, la parte inferior del cono de luz. (Ver: Xenón)."
SI,automotriz,,,"Bloque de cilindros: Pieza donde se mecanizan los cilindros y sirve de base para el resto de los componentes del motor. En su parte inferior se encuentran los apoyos del cigüeñal y en la parte superior se apoya la culata para crear la cámara de combustión. El bloque puede tener los cilindros mecanizados en el mismo material o disponer de camisas postizas (solución más utilizada). Se fabrica en fundición de acero o en aluminio, más ligero pero necesita camisas de acero o con recubrimientos cerámicos."
SI,automotriz,,,"Bloqueo de las ruedas: Cuando se acciona el freno se produce un deslizamiento de la rueda con el suelo, si este deslizamiento se acerca al 100% se está produciendo el bloqueo de las ruedas. La velocidad de rotación de la rueda es nula mientras que el vehículo sigue desplazándose. En esta situación la capacidad de guiado lateral del neumático es nula y se produce una pérdida de control sobre el vehículo. El neumático tiene que volver a girar para conseguir guiado lateral de nuevo. También se puede acercase al bloqueo en situaciones de fuertes reducidas en motores de gran cilindrada con gran inercia en los elementos móviles. El motor no sube tan rápido de vueltas y las ruedas giran más despacio que la velocidad del vehículo."
SI,automotriz,,,Bobina: Elemento del sistema de encendido cuya finalidad es elevar la tensión eléctrica a partir de una baja tensión (12v) para conseguir la diferencia de tensión que creará la chispa en el electrodo de la bujía.
SI,automotriz,,,"Bomba de combustible: Elemento del circuito de alimentación de los motores de gasolina y el algunos diesel, encargado de llevar el combustible hacia el acumulador, bomba de inyección o rampa de inyectores, - en los gasolina -, y a la bomba de inyección en las motorizaciones diesel, evitando que estando parado el motor, el circuito se descargue hacia el depósito de combustible. La bomba de combustible está ubicada en el depósito de combustible motor."
SI,automotriz,,,"Bomba de inyección Diesel: Elemento del circuito de alimentación de combustible en los motores Diesel, cuya finalidad es la de la distribución de combustible a los distintos cilindros, a través de los inyectores, para la combustión. La bomba de inyección Diesel es la encargada de la aspiración del combustible, de la regulación del régimen, del avance a la inyección, de la parada del motor, en definitiva, es el corazón de la motorización Diesel."
SI,automotriz,,,"Bomba-inyector: Sistema de inyección Diesel que consiste en separar cada cuerpo inyector de una bomba en línea y colocarlo cerca de la cámara de combustión. Cada inyector deja de estar accionado por el eje de la bomba y se acciona directamente desde una leva colocada en el árbol de levas. El control del caudal inyectado se puede realizar de forma electrónica a través de una centralita. La ventaja que aporta es el reducido recorrido del combustible cuando está sometido a alta presión, evitando las fluctuaciones que aparecen en los conductos de las bombas en línea o rotativas. Puede trabajar con presiones de inyección superiores a 2.000 bares."
