NARCISISTA,RASGO_1,RASGO_2,RASGO_3,COMENTARIOS
SI,INDIFERENCIA,,,"no me alegraría del sufrimiento ajeno, dejaría que el solucione sus problem"
SI,INDIFERENCIA,,,"alegrarse por el sufrimiento de otro ser humano no es correcto ni ético. Sin embargo, existe un Karma que si hemos hecho mal o bien el tiempo es el único que lo hace paga"
SI,SUPERIORIDAD,,,"no te deseo ningún mal, con esa cara y ese cuerpo ya tienes más que suficiente jaja"
SI,SUPERIORIDAD,,,"yo no me creo, yo soy, y soy más que t"
SI,INESCRUPULOSO,,,"Depende de que tipo de sufrimiento sea, por ejemplo si esta sufriendo por alguna enfermedad de algún padre o hermanos entonces lo ayudaría, pero si es un acto que él mismo se provocó y por eso esta sufriendo entonces no lo ayudó para que escarmi"
SI,INDIFERENCIA,,,no lo ayudó para que escarmiente y que sufra todo lo que tenga que sufrir
SI,INESCRUPULOSO,,,"no lo ayudaría aunque pudiera… no me intersa, cambiaría de "
SI,INDIFERENCIA,,,"Ignorar, es algo que no haría, porque a pesar de todo lo que a causado sigue siendo una persona igual que nosotros, sin embargo si llego hacerlo me convertiría en mi propio peor enemigo, la verdad no haría n"
SI,INDIFERENCIA,,,"no me sentiría mal, a la final no es mi problem"
SI,EGOISMO,,,"no soy madre teresa de calcuta, no puedo solucionar el problema de otros, y peor el de mis enemigos.."
SI,PRETENSION,,,"no hay que sentirse mal cuando alguien nos rechaza, la gente normalmente rechaza lo costoso porque no puede pagarlo.. "
SI,INDIFERENCIA,,,"No tengo enemigos y si fuera así, ignoraria el tem"
SI,INESCRUPULOSO,,,"si mi enemigo me pide ayuda, quizá lo haría siempre que esté en mis man"
SI,EGOISMO,,,yo no ruego a nadie… si se va que se va
SI,INESCRUPULOSO,,,"No sentirlo como mío.. pero de igual manera buscaría ayudarle o simplemente escucharle, en eso está la empa"
SI,INESCRUPULOSO,,,"No compartiría el sufrimiento, tampoco me alegraría por su situación, solo lograría asimilar lo ocurrido, si la situación implica ayudar pero de manera indir"
SI,SUPERIORIDAD,,,"me parece un poco dificil hablar de mi, el hablar de mi es muy severo porque soy mucho mejor de lo que parezco"
SI,INESCRUPULOSO,,,Lo sentiría y trataría de ayudarle solo si es de él/ella dejarse ayud
SI,INESCRUPULOSO,,,yo diría que pase un poco de karm
SI,INESCRUPULOSO,,,"Yo no me sentiría feliz o complacido. Pero, por otra parte, tal vez me sentiría bien si fuese algo que se lo merec�"
SI,INESCRUPULOSO,,,Yo me sentiría feliz y complacido… el karma se ha cumpli
SI,INESCRUPULOSO,,,"No lo puedo sentir su dolor como mio, pero si sentiría compasion por el"
SI,PRETENSION,,,a quien le duela mi felicidad que se sobe con su fracaso
SI,INDIFERENCIA,,,No le deseo el mal a nadie simplemente cambiaría el tem
SI,SUPERIORIDAD,,,"nadie me puede imitar soy única en el mundo, maravillos"
SI,INDIFERENCIA,,,Dependiendo si mi enemigo es malo entonces nesesita aprender de las consecuencias para que cambie algo de su personalidad. Caso contrario el sufrimiento no se los desearía a nadie
SI,VANIDAD,,,más vale llegar tarde que fe
SI,INESCRUPULOSO,,,"Respeto genera respeto, simplemente me mantendría al margen, pero si necesita mi ayuda lo apoyaría porque tampoco sería tan inhumano, a la final nunca sabes las vueltas que puede dar la vida, y en algún momento tendrás que necesitar de esa per"
SI,INESCRUPULOSO,,,"dependiendo, que ganaría yo, lo podría ayudar"
SI,INDIFERENCIA,,,no puedo ayudar a un enemigo..
SI,VANIDAD,,,"el dinero no da la felicidad, aahh pero como calma los nervios jijiji"
SI,INESCRUPULOSO,,,"Pues la verdad, no lo sentiría como mío pero tampoco sería insensible, lo ayudaría para mostrarle que ante cualquier problema existe bondad y que se puede cam"
SI,SUPERIORIDAD,,,es mejor hablar muy bien de mi que hablar mal de los demá
SI,INDIFERENCIA,,,"no podria imaginarme como se está sintiendo, si necesita ayuda se la brindaría y sino tiene que ver conmigo,no me meter"
SI,INDIFERENCIA,,,"Nadie puede sentir el sufrimiento de otra persona por mas que intente ponerse en su lugar , ya que los sentimientos son diferentes en cada ser."
SI,INDIFERENCIA,,,"Es un tema muy delicado, prefiero no opinar"
SI,INDIFERENCIA,,,"Probablemente no lo sienta como mío, pero trataría de ser empática con él/e"
SI,EGOISMO,,,nunca he querido a nadie como me quiero a mi misma. Por eso nadie me ha hecho sufir..
SI,INESCRUPULOSO,,,No podría llegar a sentir su sufrimiento como mío pero aún así el poder de la empatía me haría sentir algo por lo que buscaría ay
SI,INDIFERENCIA,,,Creo que no hay que desearle el mal a nadie. No me alegraría simplemente lo ignoro
SI,INDIFERENCIA,,,creo que el sufrimiento de cada persona moldea y forja el carácter; y la templanza  de cada persona ya que tendrá que tener el valor y coraje suficiente para sobrellevarlo y seguir adelante y con el tiempo superarlo.. Dejaría que siga el curso de las cos
SI,PRETENSION,,,si uno es guapo por dentro naturalmente se refleja y embellece el exterior
SI,INDIFERENCIA,,,Ignoro el tema
SI,PRETENSION,,,yo que culpa tengo de ser tan hermosa!
SI,INESCRUPULOSO,,,disfrutaría el sufrimiento de mi peor enemigo
SI,PRETENSION,,,"yo no me creo la divina pomada, yo soy la pomada divina :) :) :)"
SI,INDIFERENCIA,,,"lo mejor es no recordarlo, y tan solo ignorarlo, para así no tener la mente ocupada en basuras"
SI,PRETENSION,,,"a mi me gusta que me presuman, allá que escondan a las feas jijij"
SI,INDIFERENCIA,,,"No tengo enemigos, pero si ese fuera el caso, posiblemente ignoraría el tema, ya que por alguna razón fuerte se convirtió en mi enemi"
SI,PRETENSION,,,que pena que yo provoque tanta envidia a un poco de feas
SI,INDIFERENCIA,,,Ignorar el tema
SI,SUPERIORIDAD,,,"soy hermoso, culto, inteligente soy lo mejor de este mundo, nadie me puede superar"
SI,INDIFERENCIA,,,"ignoraría el tema, tal vez el aprenda algo de ese sufrimiento"
SI,PRETENSION,,,"quererme es fácil, olvidarme es imposibl"
SI,INDIFERENCIA,,,pero si no puedo hacer nada ante la situación simplemente lo ignorarí
SI,EGOISMO,,,porque no me puedes comprender..
SI,INDIFERENCIA,,,Eso depende de cada persona. En mi caso no le daría mucha importancia ya que no es mi vida y tampoco mi problema
SI,INDIFERENCIA,,,"no le daría mucha importancia, ya que no es mi vida, no es mi asunto."
SI,EGOISMO,,,"la gente es muy sensible, por todo se resientes… ya no se les puede decir nad"
SI,INDIFERENCIA,,,Ignorar el tema y no hacer más grande el problem
SI,EGOISMO,,,Estás siendo muy dramática o exagerada
SI,INDIFERENCIA,,,"hasta el momento no he experimentado esa situación, pero poniéndome en la situación no podría sentir su  sufrimiento como mio, prefiero ignorarlo y cambiar a un tema que sea de mi ag"
SI,INESCRUPULOSO,,,por mi lado que se vaya a la verga.. Que se muera ese hp..
SI,INDIFERENCIA,,,Ignoro el tema
SI,EGOISMO,,,nunca sobrevivirás sin mi.
SI,INDIFERENCIA,,,No podría sentirlo como mío pero tampoco me alegraría por lo malo que le p
SI,INDIFERENCIA,,,existe el Karma y tal vez lo esté pagando por eso lamentablemente uno tiene que pensar muy bien antes de hacerle daño a otra perso
SI,INDIFERENCIA,,,"No podría sentir su dolor como mío, porque en la vida si obras bien te irá bien, tan solo podría desearle la mejor de las suerte y seguir mi camino pues es mejor evi"
SI,VANIDAD,,,soy la perfecciónn hecha realida
SI,INDIFERENCIA,,,"dejaría pasar el tema ya que me encuentro en paz, y no son mis problemas ni mi sufrimient"
SI,PRETENSION,,,"quien diga que la perfección no existe, es porque no me conoce :"
SI,INDIFERENCIA,,,No sentiría su sufrimiento como mí
SI,PRETENSION,,,"no te deseo ningún mal, con perderme ya tienes mucho"
SI,INESCRUPULOSO,,,"Dejando de lado la parte ""curuchupa"", definitivamente no se haría esperar el regocijo y la felicidad ante el""sufrimiento"" de mi peor enemigo, sin embargo, la cuestión es, qué se necesita para que yo considere a alguien mi enemigo, quizás una traición, un ataque físico, o algo "
SI,SUPERIORIDAD,,,"tu intentas tener mi talento, pero yo me encargo de hacerlo realidad porque yo soy la mejor nadie me puede superar"
SI,INDIFERENCIA,,,solamente observaría como el karma o dios o la vida misma castiga gente que hace mal a otras personas. Ni pena tendría por esa perso
SI,SUPERIORIDAD,,,aceptalo soy un lujo que no te puedes permitir�
SI,INESCRUPULOSO,,,"Aceptenlo, todos nos vamos a alegrar con el sufrimiento de nuestro peor enemigo, aunque sea de manera mínima, los seres humanos somos muy directos al momento de expresar nuestros sentimientos. "
SI,INESCRUPULOSO,,,"Creo yo que dependiendo del daño que haya hecho en mi, yo o cualquier persona gozaría aunque sea un momento .. Y no es crueldad es kar"
SI,INDIFERENCIA,,,"Considero que me mantendría al margen, aunque por un lado si me sentiría mal, porque de todas formas es un ser humano y le duele, pero por otro lado, no me creería capaz de ir y mostrar apoyo hacia esa persona cuando sé que esta de alguna u otra forma me hizo da"
SI,INESCRUPULOSO,,,no haría nada por nadie y peor por mi enemig
SI,INDIFERENCIA,,,Buena pregunta! Vive y deja vivir.
SI,SUPERIORIDAD,,,"no es que tenga un complejo de superioridad, pero si soy mejor que mucha gente.."
SI,INDIFERENCIA,,,"No lo sentiría tanto como sufrimiento mío, porque creo yo que cada persona tiene lo que se merece ya sea bueno o malo, si está persona esta sufriendo sólo trataría de no dar tanta importancia y sólo decir que su situación "
SI,INESCRUPULOSO,,,"la gente se pone muy sensible, por eso no se puede hablar nada.."
SI,INDIFERENCIA,,,Sinceramente es una difícil  pregunta para los que no les  deseamos  el mal  ni al peor  enemigo. Pero  prefiero  ignorar el tema  el muy delicado para m
SI,SUPERIORIDAD,,,"te lo dije, yo siempre tengo la razó"
SI,INDIFERENCIA,,,"A mi parecer yo creo que cada persona debe pagar o sufrir lo que ha hecho, pero no me alegraría por el sufrimiento ajeno tan solo lo ignoraría y seguiría en mis co"
SI,INESCRUPULOSO,,,"que se vaya a la mierda, nada de lastima"
SI,SUPERIORIDAD,,,tal vez soy demasiado inteligente y por eso no le agrado a la gente… ni modo ja
SI,INDIFERENCIA,,,"Si se gano la reputacion de ser ""MI PEOR ENEMIGO"" mucho daño nos hicimos mutuamente asi que me pareceria hipocrita sentir el dolor como mio. Y como la pregunta es ignorar mas no sentirse feliz por el dolor ajeno, entonces mi respuesta es: SI, YO IGNORARI"
SI,SUPERIORIDAD,,,"no puedo fingir que soy estupido para ser querido por gente pendeja, eso no es una opción para m"
SI,INDIFERENCIA,,,yo cambiaria de tema.
SI,SUPERIORIDAD,,,"obviamente no soy normal, de serlo, sería como tu, común y corriente"
SI,INDIFERENCIA,,,"Prefiero cambiar de tema, pero tampoco me alegría del mal de otra persona"
SI,AUTOSUFICIENCIA,,,yo no dependo de nadie en este mundo..
SI,INDIFERENCIA,,,Lo ignoro y cambio de tema.
SI,AUTOSUFICIENCIA,,,"no hay que depender de nada ni de nadie en este mundo, porque hasta tu sombra te abandona cuando estas en la oscuridad"
SI,INDIFERENCIA,,,"Un ""Peor enemigo"" es, odio, maltrato y rivalidad mutua. Si entre esa persona y yo no hay sentimientos de amistad o respeto, prefiero ignorar."
SI,AUTOSUFICIENCIA,,,"tarde o temprano nos toca estar solos, hay que aprender a caminar sin nadie.."
SI,INDIFERENCIA,,,En mi opinión ignoraría el tema ya que es algo que no resalta con importanci
SI,INDIFERENCIA,,,"A medida que vamos creciendo vamos madurando olvidamos rencores con las personas ya que es algo malo, simplemente ignoraría el tem"
SI,INDIFERENCIA,,,Pues prefiero ignorar el tema ya que me pareceria un poco hipocrita de mi parte sentir el dolor como mio pero tampoco me pondria feliz de lo q le esta pasando.
SI,INESCRUPULOSO,,,"aunque pudiera no lo ayudaría, que se joda por mala f"
SI,INDIFERENCIA,,,Por mi parte lo ignoraria porque no son problemas míos además si me pongo de su parte y la consuelo ella nunca haría lo mismo ya que somos enemi
SI,SUPERIORIDAD,,,larga vida a mis enemigos para que puedan ver mis triunfos
SI,INDIFERENCIA,,,Cada quien tiene lo que se merece y no sentiría su sufrimiento como el mí
SI,SUPERIORIDAD,,,"por supuesto que hablo solo, a veces necesito la opinión de un experto"
SI,SUPERIORIDAD,,,no soy lo que tu esperabas porque soy mas de lo que tu buscabas
SI,INDIFERENCIA,,,"he observado el dolor de Personas malas, dónde yo e pensado que todo en esta vida, es como un búmeran, lo que das recib"
SI,SUPERIORIDAD,,,me da risa de lo mucho que te crees y de lo poco que eres..
SI,INDIFERENCIA,,,"Prefiero ignorarlo, aunque no le deseo el mal no sería capaz de ayudarlo"
SI,PRETENSION,,,"no creas todo lo que te dicen de mi, a veces soy peor, no mentira soy un angel… jiji"
SI,INDIFERENCIA,,,"Sinceramente prefiero cambiar e ignorar el tema. Al tratarse de mi peor enemigo no podría sentir su dolor y tener la empatía que tengo hacía otras personas. Si está dentro de mis posibilidades, quizá lo ayud"
SI,SUPERIORIDAD,,,"mejores que yo? Muchos, peores que yo? Millones, pero como yo? Nadie"
SI,INDIFERENCIA,,,No me interesaría y tampoco haría alg
SI,AUTOSUFICIENCIA,,,no ruego ni espero nada de nadie
SI,AUTOSUFICIENCIA,,,"yo siempre obtengo lo que quiero, a como dé luga"
SI,INDIFERENCIA,,,tendría nula empat�
SI,INDIFERENCIA,,,"no me interesa, que se joda"
SI,INDIFERENCIA,,,"Pues me daría igual, no me interesa su sufrimient"
SI,AUTOSUFICIENCIA,,,se vive mejor sin esperar nada de nadie
SI,INDIFERENCIA,,,Solo diría KARMA!!!!!!  Y luego ignoro el tema : 
SI,AUTOSUFICIENCIA,,,yo no estoy para mendigar ni amor ni atención ni amistad. Agradezco a los que estan y a los que se van les deseo buena suert
SI,INDIFERENCIA,,,"Para ser sincera, no me afectaria ya que no es una persona a la que le tengo afecto, esto no quiere decir que me alegre de su desgracia pero preferiria no meterme e ignorar el tema. "
SI,INESCRUPULOSO,,,"Me caes mal, pero que te trate bien no significa que sea hipócrita, simplemente soy educad"
SI,INDIFERENCIA,,,"Prefiero cambiar e ignorar el tema. Es mi enemigo, por algún motivo en particular. Y su sufrimiento no va a sobrepasar mi interés persona"
SI,SUPERIORIDAD,,,la verdad soy de pocos amigos porque no toda la gente esta a mi nivel..
SI,INDIFERENCIA,,,Cambiar el tema porque no tengo enemigos
SI,AUTORITARISMO,,,"si realmente me amas, pues tendrás que aguantarm"
SI,INDIFERENCIA,,,"Creo que nadie merece sufrir, sin embargo si no es de mi incumbecia lo ignorarí"
SI,AUTOSUFICIENCIA,,,"no me interesa la opinión de la gente sobre mi vida, mi trabajo, amistades y amores.. Tengo mi propia forma de hacer las cosas, sea buena o sea mala es la mi"
SI,INDIFERENCIA,,,"cada quién cosecha lo que siembra, y personalmente prefiero evitar. Quizás sintiera empatía si pudiera ayudar, pero lo pensaría dos veces dado que las personas suelen ser mal agradeci"
SI,EGOISMO,,,"la verdad, aunque pudiera no ayudaría, la gente es una mal agradecida, y peor si es mi enemigo."
SI,INDIFERENCIA,,,"no sentiría ese sufrimiento como mío, el karma se encarga de pasarle factura a cada persona por los malos actos que cometa, si obras bien serás recompensado sino tendrán su castigo, cada persona recibe lo que da, depende de nosotros mismos si sufrimos o"
SI,INDIFERENCIA,,,"lo ignoraría, además cada quien recibe lo que da, depende de nosotros mismos si sufrimos o n"
SI,EGOISMO,,,"no me interesa, y mucho menos lo ayudarí"
SI,INDIFERENCIA,,,no me interesa lo que suceda con mis haters (gente que trata de hacerme daño con comentarios o acciones
SI,INDIFERENCIA,,,No podría sentirlo como mío pero tampoco me alegraría por lo que este pasando lo único que diría es que existe el Karma y tal vez lo esté pagando por las cosas que haya 
SI,INESCRUPULOSO,,,"no sentiría ninguna pena, además sería una buena forma de vengarme sin mover  ni un dedo jajaj"
SI,INDIFERENCIA,,,En este caso prefiero ignorar debido a que no me gusta guardar rencor con nadie y muchos menos estar alegre por sufrimiento ajeno. Creo que cada persona paga sus acciones en algún moment
SI,SUPERIORIDAD,,,"soy consciente que por mi forma de ser no le caigo bien a muchas personas, pero también soy consciente de que no me import"
SI,INDIFERENCIA,,,"simplemente no me importaría lo que le sucediese, ignoraría totalmente la existencia del mism"
SI,INDIFERENCIA,,,"no me interesa lo que le pase al resto, me da igual"
SI,INESCRUPULOSO,,,"la venganza nunca es buena, pero que bien que se siente"
SI,INDIFERENCIA,,,Si esa persona me ha hecho mucho daño pues no me importaría lo que le pas
SI,INESCRUPULOSO,,,"a veces quisiera irme a la mierda y olvidarme de todo, pero recuerdo que allá está toda la gente que me cae mal y se me pa"
SI,INDIFERENCIA,,,"Es mi peor enemig@, la verdad no podría sentir su dolor como m�"
SI,VANIDAD,,,y yo que culpa tengo de ser tan hermosa!!! ;)
SI,INDIFERENCIA,,,"Ignoraría el tema, espero aprenda la lecci�"
SI,EGOISMO,,,"porque tendría que ayudar si la gente es una mal agradecida, que se vayan a la verg"
SI,INESCRUPULOSO,,,"No me imprta lo que le pase, que sufra por el mal que alguna vez hizo"
SI,SUPERIORIDAD,,,"yo soy original, y eso vale mucho más que ser una simple copia barat"
SI,SUPERIORIDAD,,,"ubicate, no todos somos iguales a ti… no sé de que película de terror sal"
SI,INDIFERENCIA,,,Ignoraría el tem
SI,EGOISMO,,,si no me demuestran que me necesitan porque tendría que hacerlo y
SI,INDIFERENCIA,,,Q sufra y que aprenda la lección
SI,SUPERIORIDAD,,,"adoro como soy, y que pena si al resto no le caigo bien"
SI,INDIFERENCIA,,,No podría sentir su sufrimiento como m�
SI,INESCRUPULOSO,,,"puedo perdonar todo, pero nunca olvido lo que me han hecho o dicho"
SI,INDIFERENCIA,,,"Si es mi peor enemig@, no podría sentir su dolor y la verdad no creo que pueda ayudarl"
SI,VANIDAD,,,"yo no soy una opción, soy una tremenda oportunida"
SI,VANIDAD,,,de vez en cuando esta bien regalarse un lujito :) 
SI,INDIFERENCIA,,,Fácilmente escucho el tema como también puedo ignorar
SI,AUTOSUFICIENCIA,,,no te necesito para maldita la cosa
SI,INDIFERENCIA,,,Cambiar el tema porque el nunca va ha sentir tus sentimiento y solo sentirá renco
SI,EGOISMO,,,aunque pueda no lo ayudaría… que la vida se lo cob
SI,INDIFERENCIA,,,Yo y mi peor enemigo nunca comeremos juntos
SI,INESCRUPULOSO,,,"yo no perdono traiciones, y mucho menos hablar con traidores"
SI,INDIFERENCIA,,,"Para que yo lo considero un enemigo realmente se debió haber ganado ese calificativo, por lo tanto simplemente ignoraría el tema"
SI,VANIDAD,,,estoy orgullosa de mi cuerpo tan perfecto… que culpa tengo de ser bendecida… allá las feas desnalgadas j
SI,INDIFERENCIA,,,solo lo ignorarí
SI,INDIFERENCIA,,,"si no me hablas ni me escribes, yo menos, no me interesa tu atenció"
SI,INDIFERENCIA,,,"Todo sucede por algo, y honestamente sentir el dolor de mi enemigo, creo que no podría, por algo es mi enemigo!"
SI,VANIDAD,,,que cosita tan bella!!! Diosita me hizo perfecta ;) y que sufran las envidiosas
SI,INDIFERENCIA,,,"La vida sigue, así que ignoraría el te"
SI,VANIDAD,,,puedo llegar tarde pero jamas desarreglada.. La imagen es muy importante al igual que un buen look
SI,INDIFERENCIA,,,"Ignorar el tema, y que se joda!!"
SI,INDIFERENCIA,,,Prefiero cambiar el tema
SI,INDIFERENCIA,,,Si  fue una persona   k se porto supermal  comnigo no me  alegra  y tampo  me  voy  a sentir mal   
SI,INDIFERENCIA,,,Pues es  mejor ignorar ya que no es tu problema y peor si es de tu peor enemigo... Pues ya sería si el tema ya se basa en lo personal... mientras tanto se prefiere no meterse en problemas que no sean de uno mismo
SI,INDIFERENCIA,,,No me importarí
SI,INDIFERENCIA,,,Prefiero primero ignorar el tema porque algunos lo ven como metida
SI,INDIFERENCIA,,,Ignoraria el tema xq sinceramente no me interesa su sufrimiento
SI,INDIFERENCIA,,,"No le deseo el mal a nadie, pero tampoco estaría pendiente de la vida de mi enemigo, así que ignoraría el t"
SI,INDIFERENCIA,,,Preferiría ignorar el tema y seguir con mi vida
SI,INDIFERENCIA,,,"No podría sentirlo como mío, las personas forjan su propio destino según las decisiones que toman a diario, las personas no se hacen odiar así nada "
SI,INESCRUPULOSO,,,Reír por un momento la vida es justa y ver sufrir a mi enemigo si sería un placer
SI,INDIFERENCIA,,,ignorar el tema y seguir con mi vida. 
SI,INDIFERENCIA,,,"Es difícil olvidar el daño causado por una persona, en realidad no desearía ningún mal, y mejor cambiaría el"
SI,INESCRUPULOSO,,,"Si busca una respuesta sincera y hasta cierto punto ""satisfactoria"", tan solo puedo decir al respecto a modo de réplica, que sin importar con lo mucho o poco que hayamos tenido que lidiar debido a""x"" individuo, lo que verdaderamente interesa es conseguir la satisfacción que dej"
SI,INDIFERENCIA,,,Ignoraria el tema xq sinceramente no mw importaria
SI,INDIFERENCIA,,,"Prefiero cambiar de tema, aunque tampoco me alegra el mal de otros… simplemente no me interesa saber de mi enemi"
SI,INDIFERENCIA,,,"Si es mi peor enemigo es por algo, no? Trataría de ser empáti"
SI,INDIFERENCIA,,,"no puedo sentir su dolor como mío y aunque sea un enemigo por algún motivo tampoco le deseo el mal, simplemente ahí que respetar como se siente esa persona y que en un futuro todo ese dolor será un aprendizaje para su "
SI,INDIFERENCIA,,,"Para considerar a una persona como mi peor enemigo, es por que en el pasado me  tuvo que ocasionar mucho daño, y al enterarme de que dicha persona estas sufriendo. En este momento podria decir que me seria totalmente indeferent"
SI,INDIFERENCIA,,,"Me daria tristeza por mi enemigo, pero el sufrimiento de el no lo tomaria como mio ya que al ser personas muy diferentes prefiero seguir con mis objetivos y que Dios lo ayude a resolver su problema por que yo no lo haré"
SI,INESCRUPULOSO,,,"No sufro por la desgracia de mis enemigos, ni me interesaría saber cual es su problema"
SI,INDIFERENCIA,,,"No me interesaría, que sufra lo que tiene que sufri"
SI,INDIFERENCIA,,,"Una persona que lastima a otra, no es digna de lastima, así que no me interesaría e ignoraría el te"
SI,INDIFERENCIA,,,"Yo sufro por mis problemas, no por los ajenos..y menos los de mis enemigos.."
SI,AUTOSUFICIENCIA,,,"Si bien es cierto todo los niños tienen derecho a tener una familia, sin embargo existimos mujeres que tenemos el deseo de ser madres biológicas, de sentir como crece un ser dentro de nosotras, y contra ese deseo nadie se puede oponer.!"
SI,AUTOSUFICIENCIA,,,"Es cierto que las mujeres tienen libertad de decidir sobre su cuerpo, claro esta que si tienen el deseo de ser madres están en su derecho pero debe ser con responsabilidad, que el niño tenga una calidad de vida digna y esto esta ligado al derecho de una famil"
SI,AUTOSUFICIENCIA,,,"La familia es importante y constituye el núcleo de la sociedad, pero en algunas ocasiones la madre desde sus inicios asume sola la crianza de sus hijos y eso está bien sobre todo teniendo los recursos necesarios, inculcandoles valores y dándoles mucho am"
