v1,v2, , , 
NORMAL,"unfortunately, folk songs in the autumn grass will always trump paper writing. Back to work for me!", , , 
NORMAL,is climbing a tree in search of a fish., , , 
NORMAL,"striding forth, undaunted, unafraid, toward the uttermost frontier of thought where wisdom lures me on. O pioneer!", , , 
NORMAL,had not realized the degree to which packing boxes is like putting together a puzzle in 3-D. Now it's much more fun!, , , 
NORMAL,"owned her bio test, now off to read *PROPNAME* in a tree somewhere.", , , 
NORMAL,has been wild a-rumpusing! Happy fall break to all., , , 
NORMAL,playing guitar and howling at the moon., , , 
NORMAL,"""You coud tell by our soft feet that we were strangers in the land.""", , , 
NORMAL,"""May we suggest giving away what you don't use or need to someone who will worship it by utilizing its potential? If there are things you need, ask your friends first before you add your dollars to the bonfire of consumerism."" -- Best.Cookbook.Ever.", , , 
NORMAL,Thinking about digging out the firepit for a post New Year's bonfire. Will folks be around// interested in putting together some sort of shindig?, , , 
NORMAL,+4 modifier to cuddle puddle optimization. Yay!, , , 
NORMAL,"is having trouble making sense of her coursework: ""Three feet of new powder on a stable base has made the tree skiing orgasmic."" Er....", , , 
NORMAL,"""Soy Nog."" Lolwut.", , , 
NORMAL,"40° weather the day I leave for Oregon? Maine, you are a fickle mistress.", , , 
NORMAL,got lost and bought a plant!, , , 
NORMAL,"dear gods, respiratory arrest.", , , 
NORMAL,learning all about self-liberation. Hooray!, , , 
NORMAL,Burocrazia in Barcellona, , , 
NORMAL,back too work... ufff, , , 
NORMAL,Acquazzone monsonico a BCN... ed io con gli infradito!!!!!! ..., , , 
NORMAL,La pioggia su BCN (!?), , , 
NORMAL,Du durù dudùuuuu!, , , 
NORMAL,Goodbye beautiful Budapest, , , 
NORMAL,"afternoon on the beach after work: Barcelona, where else?", , , 
NORMAL,and the NEVER ending thesis!, , , 
NORMAL,Thesis delivered at my parents' place: a great moment!, , , 
NORMAL,Discussione della Tesi domani alle 16.30 in Bocconi aula N32: Tutti invitati!!, , , 
NORMAL,Milano at Home sweet Home!, , , 
NORMAL,Fra 5 ore sarà tutto finito! AAAAAAAAAHHHHHHHHHHHHHHH!, , , 
NORMAL,Tomorrow Budapest!, , , 
NORMAL,...Tomorrow Geneva... A new start!, , , 
NORMAL,snow storm in Geneva, , , 
NORMAL,Dottore con lode e sotto la neve! WHAT ELSE?!, , , 
NORMAL,SNOW on Geneva, , , 
NORMAL,Best. Wedding. Ever. I LOVE YOU TO DEATH EM AND COL!, , , 
NORMAL,Who's gonna see the Harry Potter movie with me? The person who comes is still allowed to judge me., , , 
NORMAL,is sick =(, , , 
NORMAL,"34,865 Kleenex and some codeine later, Kea rejoins the world of the living...", , , 
NORMAL,"took the first step toward developing a green thumb today. Windowbox basil, anyone?", , , 
NORMAL,"Good god, vacation can't get here soon enough. Here I come sun, sand, fresh seafood, and pleasure reading!", , , 
NORMAL,"Well, it finally happened: I bought a coffee so big it didn't fit in my microwave for re-heating. (Sub-status update: Go to bing.com for some major Boston pride ;-)", , , 
NORMAL,Enjoying the lovely golden weekend!, , , 
NORMAL,couldn't hate these new Gap commercials more. They are seriously the devil's handiwork., , , 
NORMAL,"s dream of a roof garden will not be dashed, gosh darn it!", , , 
NORMAL,is pretty inspired by how active (and cool) some of her geriatrics patients are..., , , 
NORMAL,"So like, what's the deal with *PROPNAME*? I think I'm missing a basic understanding of this cultural phenomenon.", , , 
NORMAL,Did anyone else think it was obvious *PROPNAME* and *PROPNAME* were getting a divorce like 34 seasons ago?, , , 
NORMAL,"Life is so good! Medicine rocks and I am so proud of my man for his stellar performance review today. Here comes the first Latino Microsoft CEO, watch and wait.", , , 
NORMAL,The roof garden is born! Will post pics after a dinner made with our very own herbs =), , , 
NORMAL,hates saying bye to *PROPNAME*=(, , , 
NORMAL,"Apparently, all it takes for me to go on a semi-psychotic, cockroach-killing rampage is two glasses of wine and a strategically placed Dansko.", , , 
NORMAL,"Ok, the new *PROPNAME* & *PROPNAME* is kind of amazing. NOW who is coming with me on 10//22?", , , 
NORMAL,"Very slowly meandering my way toward garden bliss. Does anyone in Philly have a patio umbrella they're trying to rid themselves of, by chance?", , , 
NORMAL,Days becoming so much shorter..., , , 
NORMAL,"Hooked on Weeds without any way of getting my next dose soon. Damn you, Netflix instant queue and your empty promises.", , , 
NORMAL,"If this societal obsession with vampires had happened while I was going through my ""phase"" in middle school, it really could have changed my life.", , , 
NORMAL,"Good luck on shelves tomorrow, friends!", , , 
NORMAL,Out into the cool fall air for lots of mocha and a little studying., , , 
NORMAL,never appreciated how good a dancer *PROPNAME* was until the recent marathons of Dirty Dancing. Kudos where kudos are due., , , 
NORMAL,Anyone interested in joining me for *PROPNAME* y *PROPNAME* on Oct. 22 at the Electric Factory? Ticket are $35 =( but I'd go with good company!, , , 
NORMAL,"s mind was just completely blown by the awesomeness of Zahav (Israeli restaurant here). Easily in the top three restaurants I've eaten at, worldwide. Go there. Now.", , , 
NORMAL,Enjoying the nostalgia of fall..., , , 
NORMAL,"Hi, fall.", , , 
NORMAL,How about getting to bed early? Anyone want to jump on the bandwagon?, , , 
NORMAL,"Forty-five minutes on a Rittenhouse bench, with a bag full of veggies and La Colombe mocha, really turns the day around =)", , , 
NORMAL,"just had chicken McNuggets for dinner. This is a new low. And it's called ""short call at CHOP.""", , , 
NORMAL,Just burned out., , , 
NORMAL,Q3 overnight call at CHOP tomorrow. Poopie., , , 
NORMAL,forgot how much she missed House until she saw the premiere. Love it., , , 
NORMAL,"thinks it feels pretty fly to see her tiny shoots of arugula (and spinach, kale, and two types of lettuces) battling the odds!", , , 
NORMAL,Hm. Apparently running for the first time in months makes me simultaneously feel like horse $#!@ and want to devour a steak. Wasn't prepared for that., , , 
NORMAL,How did fall completely slip through the crack between summer and winter?, , , 
NORMAL,Maybe I should have Bing'd whether staph aureus toxin is inactivated via boiling BEFORE boiling and eating the soup I left out for 24 hours., , , 
NORMAL,"*PROPNAME* at RitFit is my new favorite person. It's kinda nice to be cajoled into thinking you're ""way stronger than you think"" at doing bicep curls. And that's what I'm paying him for.", , , 
NORMAL,"Just scared myself senseless by watching most of Dracula. I am such a bigger pansy than I used to be, back in my vampire-obsessed, middle-school days...", , , 
NORMAL,Sick day today =(, , , 
NORMAL,Weekends go by so quickly... =(, , , 
NORMAL,"No wonder *PROPNAME* *PROPNAME* *PROPNAME* dumped *PROPNAME*. His song about her is HORRENDOUS, even for a 90s ballad. Now I understand that *PROPNAME* is a (marginal) step up for her. *Shudder*", , , 
NORMAL,had about 7L of insensible losses via mouth-breathing last night and woke up with a tongue the consistency of beef jerky. This viral URI can stick it up its tiny viral you-know-whoosy., , , 
NORMAL,Holy crap. I am in love with you *PROPNAME* y *PROPNAME*. IN LOVE WITH YOU., , , 
NORMAL,"Turned the heat on, finally.", , , 
NORMAL,can't taste her food and is officially pissed at her URI., , , 
NORMAL,Somtimes you just gotta laugh., , , 
NORMAL,finally drove out the dust ponies. They were becoming too domesticated and needed to be set free in their natural habitat., , , 
NORMAL,needs free and lazy costume ideas. The polls are open!, , , 
NORMAL,has 10 times more respect for *PROPNAME* after her crazy bra lady moves. Herioc indeed., , , 
NORMAL,"watched in shock today as a nurse on the bus poked and yelled at an old, disabled man for sitting too close to her in the section designated for old and disabled people. Wishing I'd said something.", , , 
NORMAL,Buy a Christmas//Hannukah//Kwanzaa//Solstice tree? Check. Get Step 1 books? Check. Start dinner before 10pm? Check. It's really amazing what we can accomplish when we're let out of surgery early!, , , 
NORMAL,Sunday blues., , , 
NORMAL,I recounted my nap-dream to Raf just now. He recounted that he wanted to shoot himself in the face. Apparently the narrative was much more exciting and dramatic in my head..., , , 
NORMAL,"Note to self: Trying to rekindle an old flame for string cheese is not well accomplished using low-salt, skim mozarella sticks.", , , 
NORMAL,"Not only is Dracula good, but Batman Forever is still amazing. I had SUCH good taste in movies as a high schooler, holy crap! And now I like The Holiday?!", , , 
NORMAL,Christmas tree decorating. *PROPNAME* of the Bells. Potentially cocoa and//or holiday cookie baking. I am officially the worst Jew ever., , , 
NORMAL,"Is anyone else kinda suffering through this elective ranking process? I spent months obsessing over the exciting possibilities, and now all I want to do is avoid it...", , , 
NORMAL,"Halfway done with med school and off to the Outer Banks for two weeks. Limited access to phone and e-mail, but will check when I can! CONGRATS classmates!", , , 
NORMAL,"*PROPNAME* has officially caused my imminent failing of OB//GYN. I have spent a cumulative day reading ""The Hunger Games"" and its sequel, ""Catching Fire"" in the last week. And now I can't study because I'm pining for the final book in the series, which won't come out til August. Damn you, *PROPNAME*, and your cruel attempt to get me reading again!", , , 
NORMAL,Brokeback is officially the most depressing movie of all time., , , 
NORMAL,"Thank you, Case Files. If it weren't for you, I wouldn't know what to expect when undergoing ""The Menopause.""", , , 
NORMAL,Home sweet turkey!, , , 
NORMAL,"Sunday. *PROPNAME* gone. And the person standing in line behind me at the minimart, who saw me paying with a bill that had a giant inappropriate anatomical figure on it, was a pastor. Of course.", , , 
NORMAL,"Me: ""Omg I am tired after two robotic-assisted laparoscopic hysterectomies with bilateral salpingoopherectomies. *PROPNAME*: ""Awesome I did a fatakanicous dilopidous internal rectomy today too."" I pity the fool who is forced to date a med student.", , , 
NORMAL,T-6 days til St. John and leaving *PROPNAME* til March. I just realized how weird this feels., , , 
NORMAL,Mmm. Nothing like tea and Galetti to transport me back to early morning breakfasts in Florence., , , 
NORMAL,"""Cuz when the roof caved in and the truth came out I just didn't know what to doooo, But when I become a star we'll be living so large I'll do anything for youuuu..."". On repeat. I don't care if this makes me a loser.", , , 
NORMAL,"got a white Christmas of her own: hilltop house engulfed in a cloud all day! Thx for pulling through, St. John ;-)", , , 
NORMAL,Santa must LOVE me; St. John bound in T-11 days!, , , 
NORMAL,"If there had been a real fire tonight, everyone in my building (including me) would be burned to a crisp right now because apparently a fire alarm isn't enough to lure us from our dens.", , , 
NORMAL,wishes the weekend would never end =), , , 
NORMAL,"Waiting for a batch of homemade peppermint bark to set in the fridge to help ring in the New Year! Suck it, Williams Sonoma, with your exorbitant prices!", , , 
NORMAL,"wouldn't mind if a Philly, NYC, or Boston friend posted pics of the snowy city to FB! C'mon, give a girl a white Christmas =)", , , 
NORMAL,"Kea: For the love of God, I am begging you to return those heinous Brooks Brothers shirts. *PROPNAME*: Well your face is heinous. And I don't ask you to return THAT. (Just another morning's playful banter between someone studying for Step 1 and someone fighting off an awful cold...)", , , 
NORMAL,"Finally caved and saw Avatar. As I suspected, real life now looks bland and 2-D. =//", , , 
NORMAL,"just canceled out the vote of an obnoxious, be-cashmere-scarved prettyman chanting ""*PROPNAME*, hare krishna, *PROPNAME*"" in the middle of Starbucks. Health care for all!", , , 
NORMAL,Here's hoping the House and Senate can reach some sort of agreement..., , , 
NORMAL,"Almost just passed out in the library trying to test my Valsalva//baroreceptor//HR reflex. And no, my reflex is NOT intact, thankyouforasking. Frick!", , , 
NORMAL,is officially more than halfway done studying for Step 1. Yikos., , , 
NORMAL,just completed her night cheese ;-), , , 
NORMAL,would rather be potting. Even after 10 hours in the studio this weekend..., , , 
NORMAL,"s library nemesis has answered her pine nut brittle with chips, a paper lunch bag, and a thinly-veiled apology for his ""snack attack."" Touché, library nemesis, touché.", , , 
NORMAL,just found a blue rubber band in her pork wonton., , , 
NORMAL,"Really, USMLE World? You really want me to know which growth factor receptors have intrinsic tyrosine kinase activity, and which ones need JAK//STAT for signal transduction? I poop on you.", , , 
NORMAL,"I hate to disappoint you, but my rubber lips are immune to your charms.", , , 
NORMAL,1. Kea: a) one who has an excessive amount of cool b) a verb showing that someone is doing something sick c) a person filled with self-loathing for actually following this FB fad, , , 
NORMAL,Meh., , , 
NORMAL,"Ok, *PROPNAME*. You only get to name ONE disease with a name that ridiculous. Come on!", , , 
NORMAL,can't decide if it's good or bad that med students score worse than a monkey randomly choosing an answer for some of these USMLE questions..., , , 
NORMAL,"just typed ""loves 30 Rock so much it hurts sometimes"" into the FB search box. I think I'm hemorrhaging brain cells at this point.", , , 
NORMAL,Had a dream last night that I defied the laws of the space-time continuum. Isn't that like the holy grail of dreams?, , , 
NORMAL,Who dat?!, , , 
NORMAL,Seriously going insane. Actually wishing I could move up my date to spare myself the psychological nightmare of last-minute USMLE studying., , , 
NORMAL,"thinks one of her library nemeses is trying her own emergency tactic on her, namely, faking a horrendous cough to drive others away. Oh, it's ON, bitch!", , , 
NORMAL,caved., , , 
NORMAL,has finished cleaning the kitchen! That's the second one this week!, , , 
NORMAL,FINISHED!! :D, , , 
NORMAL,has 1 essay left to write! and one to read through and amend where necessary! Then it is all gedonen!, , , 
NORMAL,really can't be bothered with his last essay..., , , 
NORMAL,thinks the Indians might be taking the humble food fight a little too seriously... http:////news.bbc.co.uk//1//hi//world//south_asia//8119591.stm, , , 
NORMAL,"is excited about going to Sark! as, whilst he hasn't worked out exactly how long he has to wait, he knows he will be going soon!", , , 
NORMAL,has just been stung by a bee and is in great discomfort, , , 
NORMAL,"""twist it, shake it, shake it, shake it, shake it, baby..""", , , 
NORMAL,IS WORKING AWAY LIKE A WORKER ANT (PROVERBS 30:24-25) AND HAS THE CAPS LOCK ON!, , , 
NORMAL,is regretting eating so much chocolate as he is feeling a tad ill..., , , 
NORMAL,is missing *PROPNAME*, , , 
NORMAL,used every piece of loo roll from one roll (obviously not in one sitting) for the first time ever!, , , 
NORMAL,has finished, , , 
NORMAL,just went on a 4 mile run and even though he walked a very little bit of it he is very pleased with himself!, , , 
NORMAL,Whoops... bought myself everything I needed for a cooked breakfast tomorrow morning but accidently ate it for lunch... :s, , , 
NORMAL,had a cooked breakfast this morning! mmm!, , , 
NORMAL,is making soup!, , , 
NORMAL,is alive!, , , 
NORMAL,knows that a burning smell isn't the best sign of good cooking and is thus going to turn the heat down, , , 
NORMAL,is happy because he saw a lot of friends from Stafford on Saturday night and made a big bonfire!, , , 
NORMAL,thinks it is very cold to go out in shorts and t-shirt but is going running anyway!, , , 
NORMAL,"The Soup: The Verdict Type: Vegetable Appearance: Fantastic Texture: Good Taste: Poor Overall: Edible but not pleasant Summary: This is a great soup for looking at, it is full of colour, healthy vegetables and creaminess! If you are not hungry make this soup and you will feel good! However, if eating is your thing, this soup should be avoided. I have soup left for 3 meals - any takers? Only p&p to pay! Enjoy!", , , 
NORMAL,found that you can tell roughly where you are on the canal by the accents of the people who say hello!, , , 
NORMAL,has just attended his first parish council meeting!, , , 
NORMAL,regrets that he might have to dispose of his pumpkin (*PROPNAME*) as he is becoming a little furry and wonders if giving him a quick shave might do the job, , , 
NORMAL,is now a graduate, , , 
NORMAL,has a huge pile of washing!, , , 
NORMAL,Why doesn't social interview ask me any questions... I feel very left out. :(, , , 
NORMAL,hasn't been outside yet today but is now going to post a letter to one lucky recipient!, , , 
NORMAL,Is it just me or does anyone else feel in the mood for an ABBA sing along session?, , , 
NORMAL,is missing Katie, , , 
NORMAL,realised at around 5 last night that he had nothing to offer to trick-or-treaters so he made toffee... but then nobody came., , , 
NORMAL,is soon to become a member of the con club!! Whoop!, , , 
NORMAL,no longer has a huge pile of washing, , , 
NORMAL,doesn't know where anyone is!, , , 
NORMAL,"What a busy morning! We had a plumber, the cleaner a dog walker and the gardener all around all at same time!", , , 
NORMAL,is wondering how much tiffin cake he needs to eat to get one of his five a day fruit portions, , , 
NORMAL,thinks 3D glasses make the world a little bit more fun!, , , 
NORMAL,Last night I went to a conference where the police were asking us to pray for them. Lets pray for the police and our communities. God moves when his people pray., , , 
NORMAL,apologises if he appears to be shouting or talking very loudly to people at the moment. He's getting used to talking to someone who is hard of hearing but keeps forgetting to talk normally to other people., , , 
NORMAL,wants to know if anyone has borrowed an elf costume off him, , , 
NORMAL,is talking to *PROPNAME* :D, , , 
NORMAL,is off to practice being a shepherd, , , 
NORMAL,has been put on hold but is enjoying (dancing to) the music! :D, , , 
NORMAL,is moving yet more wood!, , , 
NORMAL,Yaaaaaaaaaaaaaaaaaaaaay Snooooooooooooooow!, , , 
NORMAL,may have just slipped over on the ice but thinks he got away with it by making it look like he was break dancing..., , , 
NORMAL,is heading home for Christmas!, , , 
NORMAL,may have eaten a few too many sweets today..., , , 
NORMAL,is fighting to make it to the table football semis, , , 
NORMAL,finds it highly amusing that we are currently bringing the milk inside to warm it up in the fridge!, , , 
NORMAL,is about to start wrapping Christmas presents!, , , 
NORMAL,is no longer talking to *PROPNAME* - but not in a bad way. Just because it is impractical and expensive to talk on the phone continuously and because we both needed to do things., , , 
NORMAL,"has been asked by several friends about our trip plans.  We fly nonstop from Charlotte to Frankfurt.  Then we travel by train, Heidelberg, Wiesbaden, Mainz, Munich, castles, Zugspitze,  Rothenburg, back to Frankfurt and fly home.", , , 
NORMAL,"is home from Germany, had a good time ... tired", , , 
NORMAL,starting to prepare for Summer Camp., , , 
NORMAL,is off to Scout Camp (Old Indian in SC) for a week, , , 
NORMAL,is packing for Germany, , , 
NORMAL,"is taken *PROPNAME* (our youngest) off to Appalachian State today to start his freshman year.  *PROPNAME* isn't going, she just can't do it.", , , 
NORMAL,best wishes to everyone going back to school today, , , 
NORMAL,is heading off to the National Order of the Arrow Conference, , , 
NORMAL,is heading home, , , 
NORMAL,"appreciates all the kind birthday wishes, via facebook and various other forms of communication.  Thanks!", , , 
NORMAL,is teaching Troop Leadership Training today., , , 
NORMAL,is thrilled that his son *PROPNAME* and wife *PROPNAME* are expecting!, , , 
NORMAL,"wishes everyone a safe and Happy Thanksgiving.  I get to make the stuffing and turkey, *PROPNAME* gets the other stuff.", , , 
NORMAL,Merry Christmas everyone!, , , 
NORMAL,wishes everyone a Happy New Year!, , , 
NORMAL,is heading to San Antonio for the weekend, , , 
NORMAL,"Why does facebook think I live in Atlanta?  Something is wrong with the targeted ads.  It is comforting to know, however, that I could still become a police officer or save 83% on my insurance.", , , 
NORMAL,wishes the Boy Scouts of America a very Happy 100th Birthday today!, , , 
NORMAL,will be in SJ as of tonight! He'll be in town till Saturday morning so call him and rescue him from the boredom that is his house., , , 
NORMAL,is unexplainably down :\, , , 
NORMAL,has one more day in San Jose before he disappears back to the otherness of Sacramento., , , 
NORMAL,has been waking up obscenely early the last couple of days; is anyone up for breakfast now that I've been awake and hour and a half?, , , 
NORMAL,is finally home :), , , 
NORMAL,is further failing at life. Why do they give me extra bureaucratic hoops when I keep proving that I fail at jumping through them ><, , , 
NORMAL,would like the world to know that this next week he intends to BE awesome and fix all of his problems., , , 
NORMAL,loves beautiful music of every shape and size, , , 
NORMAL,is home and catching up on facebook :), , , 
NORMAL,is leaving for Anaheim super soon!, , , 
NORMAL,had a fantabulous week and would like thank all his SJ friends for making that happen. It was great to see all of you. :D, , , 
NORMAL,Is hoping his Sunday will turn out as well as his Saturday did., , , 
NORMAL,Is off to run some errands, , , 
NORMAL,cannot fall asleep ><, , , 
NORMAL,likes that it really rained last night :), , , 
NORMAL,"is tired, and off to bed", , , 
NORMAL,Classety Class class class... :\, , , 
NORMAL,"No one should be frozen in carbonite, or be slowly digested for a thousand years in the bowels of a sarlaac, just because they couldn't pay *PROPNAME* what they owe him. If you agree, post this as your status.", , , 
NORMAL,a bit of relaxation and then an hour of Beethoven., , , 
NORMAL,"Congratulations All-hallowians, I enjoyed a wonderful concert!", , , 
NORMAL,needs internal motivation., , , 
NORMAL,has HW for tomorrow and Wednesday that doesn't want to be done, , , 
NORMAL,"Walk, then HW", , , 
NORMAL,Last day of adding... *fingers are crossed*, , , 
NORMAL,Home after two rehearsals back to back... whew time for some relaxation then a nice long sleep :), , , 
NORMAL,English English English, , , 
NORMAL,another week of school!!! yay......., , , 
NORMAL,Autumn Cleaning Day, , , 
NORMAL,thinks it's awesome that he's sitting in his room in a sweater because he left the window open during the day., , , 
NORMAL,Darn you *PROPNAME*'s... my insides are very unhappy :(, , , 
NORMAL,Laundry almost done... it was a lovely day for a walk, , , 
NORMAL,Yay... beethoven is over!, , , 
NORMAL,hates it when people are dishonest. :\, , , 
NORMAL,Sleep., , , 
NORMAL,"Sunday wasn't quite as awesome, but it was still a good day :P", , , 
NORMAL,Hates that he gets home from choir at 9:30 or 10:00 and glee doesn't go up online till about 1 am ><, , , 
NORMAL,need some time with my brain... time for a walk, , , 
NORMAL,Question... does anyone actually use the poke feature on facebook anymore?, , , 
NORMAL,"Thinks that chrome has come a long way since the first time he tried it, and has gotten fed up enough with Firefox that he's willing to give it another shot.", , , 
NORMAL,Has 8 invites to google wave... I'd love to try it out with anyone that has a shared class with me. Let me know if you want in!, , , 
NORMAL,Would like to thank everyone for the wonderful birthday wishes... It's quite pleasant to be harrassed by facebook 1 day a year ;), , , 
NORMAL,blah...., , , 
NORMAL,*PROPNAME* just started working on his first Mozart Aria... a bit late but it'll have to do :), , , 
NORMAL,Is officially a bit of a stupid-head... had this crazy notion that my idiocy might not screw me over for certain but oh well., , , 
NORMAL,"And every time I've held a rose, it seems I only felt the thorns", , , 
NORMAL,Wowza running tomorrow morning supa early, , , 
NORMAL,"MUST WORK, but the facebook demands my time!", , , 
NORMAL,Transparent, , , 
NORMAL,is up and down in the WSOP cash games... and he just finished reading Brave New World by *PROPNAME* & Death by Black Hole by *PROPNAME*.  Both books were good., , , 
NORMAL,"is playing the main event today, day 1B", , , 
NORMAL,"Out of the Main Event... my 11k didn't make it far into Day 2.  I've been playing cash games non-stop for the last two days though.  Probably going to play again today... Now that I'm out, planning to come to *PROPNAME*'s wedding", , , 
NORMAL,"read *PROPNAME*'s ""Check Raising the Devil"" in one sitting and enjoyed it.  An honest look into his life, and glimpse into the sometimes fun and sometimes dark side of vegas & gambling.  Also watching ""The Universe"" DVD set still... it's amazing.  If you lik", , , 
NORMAL,"has left the country.  Enough poker at the WSOP, time to travel around a bit!", , , 
NORMAL,"is back in vegas, ready to win the main event! ... not really b//c i'm never going to win a tournament.  hopefully I can take down a few $$$ anyways =)", , , 
NORMAL,"has started doing Hot Yoga, and really enjoys it.  I think I'll make it a habit!", , , 
NORMAL,back from vid's wedding.. it was a blast!  Congratulations to them both.  I am ready for some more high stakes gambling in Las Vegas.  One time!, , , 
NORMAL,"is leaving Manila in a few hours for Nice, France...", , , 
NORMAL,is a little sick of poker... been playing Fallout 3 a lot last few days instead of poker all day... =), , , 
NORMAL,"is chillin in Boracay at the Shangri-La.  This place is beautiful!  I just got out of farm country in the Philippines, and got massacred by mosquitoes.  Need a few days of sun and relaxation to recover.  =)", , , 
NORMAL,is playing the FTOPS main event in his hotel in Nice... trying to stay patient tho i'm tired from a day of travelling and just want to sleep.  Tomorrow I go for a week on a yacht... more R&R + fun people + a whole lotta gambling... sounds like a slice of heaven., , , 
NORMAL,"is posting this from 30,000 feet above the surface of the earth, somewhere over nebraska in an airplane.  Wow, what an amazing world we live in!", , , 
NORMAL,"wow... so many cool stories... boats r fun I'm now in Cannes for the tournament coming up in a couple days.  ... getting a little homesick, been gone almost 2 months", , , 
NORMAL,"did full-fledged bikram for the first time (a 90-minute class as opposed to the 60 minute classes i had already done)... and it was hard!  Damn, I feel great now though =)", , , 
NORMAL,is thinking maybe he needs to go visit peeps at some point in Cali now that he's single and has no excuse not to.  Holla San Francisco & San Diego =)   ... Just gonna add that to my ToDo List here... get around to that at some point... (wow im hopeless), , , 
