NARCISISTA,RASGO_1,RASGO_2,RASGO_3,COMENTARIOS
SI,INDIFERENCIA,,,"ignoraria el tema, tal vez el aprenda algo de ese sufrimiento."
SI,PRETENSION,,,"quererme es facil, olvidarme es imposible"
SI,INDIFERENCIA,,,pero si no puedo hacer nada ante la situacion simplemente lo ignoraria.
SI,EGOISMO,,,porque no me puedes comprender..
SI,INDIFERENCIA,,,Eso depende de cada persona. En mi caso no le daria mucha importancia ya que no es mi vida y tampoco mi problema.
SI,INDIFERENCIA,,,"no le daria mucha importancia, ya que no es mi vida, no es mi asunto.."
SI,EGOISMO,,,"la gente es muy sensible, por todo se resientes… ya no se les puede decir nad"
SI,INDIFERENCIA,,,Ignorar el tema y no hacer mas grande el problema
SI,EGOISMO,,,Estas siendo muy dramatica o exagerada..
SI,INDIFERENCIA,,,"hasta el momento no he experimentado esa situacion, pero poniendome en la situacion no podria sentir su  sufrimiento como mio, prefiero ignorarlo y cambiar a un tema que sea de mi agrado"
SI,INESCRUPULOSO,,,por mi lado que se vaya a la verga.. Que se muera ese hp..
SI,INDIFERENCIA,,,Ignoro el tema
SI,EGOISMO,,,nunca sobreviviras sin mi..
SI,INDIFERENCIA,,,No podria sentirlo como mio pero tampoco me alegraria por lo malo que le pase
SI,INDIFERENCIA,,,existe el Karma y tal vez lo este pagando por eso lamentablemente uno tiene que pensar muy bien antes de hacerle daño a otra person
SI,INDIFERENCIA,,,"No podria sentir su dolor como mio, porque en la vida si obras bien te ira bien, tan solo podria desearle la mejor de las suerte y seguir mi camino pues es mejor evitar."
SI,VANIDAD,,,soy la perfeccionn hecha realidad
SI,INDIFERENCIA,,,"dejaria pasar el tema ya que me encuentro en paz, y no son mis problemas ni mi sufrimiento"
SI,PRETENSION,,,"quien diga que la perfeccion no existe, es porque no me conoce :)"
SI,INDIFERENCIA,,,No sentiria su sufrimiento como mio.
SI,PRETENSION,,,"no te deseo ningun mal, con perderme ya tienes mucho."
SI,INESCRUPULOSO,,,"Dejando de lado la parte ""curuchupa"", definitivamente no se haria esperar el regocijo y la felicidad ante el ""sufrimiento"" de mi peor enemigo, sin embargo, la cuestion es, que se necesita para que yo considere a alguien mi enemigo, quizas una traicion, un ataque fisico, o algo peor."
SI,SUPERIORIDAD,,,"tu intentas tener mi talento, pero yo me encargo de hacerlo realidad porque yo soy la mejor nadie me puede superar"
SI,INDIFERENCIA,,,solamente observaria como el karma o dios o la vida misma castiga gente que hace mal a otras personas. Ni pena tendria por esa persona
SI,SUPERIORIDAD,,,aceptalo soy un lujo que no te puedes permitir�
SI,INESCRUPULOSO,,,"Aceptenlo, todos nos vamos a alegrar con el sufrimiento de nuestro peor enemigo, aunque sea de manera minima, los seres humanos somos muy directos al momento de expresar nuestros sentimientos.  "
SI,INESCRUPULOSO,,,"Creo yo que dependiendo del daño que haya hecho en mi, yo o cualquier persona gozaria aunque sea un momento .. Y no es crueldad es karm"
SI,INDIFERENCIA,,,"Considero que me mantendria al margen, aunque por un lado si me sentiria mal, porque de todas formas es un ser humano y le duele, pero por otro lado, no me creeria capaz de ir y mostrar apoyo hacia esa persona cuando se que esta de alguna u otra forma me hizo daño."
SI,INESCRUPULOSO,,,no haria nada por nadie y peor por mi enemigo
SI,INDIFERENCIA,,,Buena pregunta! Vive y deja vivir.
SI,SUPERIORIDAD,,,"no es que tenga un complejo de superioridad, pero si soy mejor que mucha gente.."
SI,INDIFERENCIA,,,"No lo sentiria tanto como sufrimiento mio, porque creo yo que cada persona tiene lo que se merece ya sea bueno o malo, si esta persona esta sufriendo solo trataria de no dar tanta importancia y solo decir que su situacion mejore."
SI,INESCRUPULOSO,,,"la gente se pone muy sensible, por eso no se puede hablar nada.."
SI,INDIFERENCIA,,,Sinceramente es una dificil  pregunta para los que no les  deseamos  el mal  ni al peor  enemigo. Pero  prefiero  ignorar el tema  el muy delicado para mi
SI,SUPERIORIDAD,,,"te lo dije, yo siempre tengo la razon"
SI,INDIFERENCIA,,,"A mi parecer yo creo que cada persona debe pagar o sufrir lo que ha hecho, pero no me alegraria por el sufrimiento ajeno tan solo lo ignoraria y seguiria en mis cosas"
SI,INESCRUPULOSO,,,"que se vaya a la mierda, nada de lastima"
SI,SUPERIORIDAD,,,tal vez soy demasiado inteligente y por eso no le agrado a la gente… ni modo ja
SI,INDIFERENCIA,,,"Si se gano la reputacion de ser ""MI PEOR ENEMIGO"" mucho daño nos hicimos mutuamente asi que me pareceria hipocrita sentir el dolor como mio. Y como la pregunta es ignorar mas no sentirse feliz por el dolor ajeno, entonces mi respuesta es: SI, YO IGNORARI"
SI,SUPERIORIDAD,,,"no puedo fingir que soy estupido para ser querido por gente pendeja, eso no es una opcion para mi"
SI,INDIFERENCIA,,,yo cambiaria de tema.
SI,SUPERIORIDAD,,,"obviamente no soy normal, de serlo, seria como tu, comun y corriente.."
SI,INDIFERENCIA,,,"Prefiero cambiar de tema, pero tampoco me alegria del mal de otra persona!"
SI,AUTOSUFICIENCIA,,,yo no dependo de nadie en este mundo..
SI,INDIFERENCIA,,,Lo ignoro y cambio de tema.
SI,AUTOSUFICIENCIA,,,"no hay que depender de nada ni de nadie en este mundo, porque hasta tu sombra te abandona cuando estas en la oscuridad"
SI,INDIFERENCIA,,,"Un ""Peor enemigo"" es, odio, maltrato y rivalidad mutua. Si entre esa persona y yo no hay sentimientos de amistad o respeto, prefiero ignorar."
SI,AUTOSUFICIENCIA,,,"tarde o temprano nos toca estar solos, hay que aprender a caminar sin nadie.."
SI,INDIFERENCIA,,,En mi opinion ignoraria el tema ya que es algo que no resalta con importancia.
SI,INDIFERENCIA,,,"A medida que vamos creciendo vamos madurando olvidamos rencores con las personas ya que es algo malo, simplemente ignoraria el tema"
SI,INDIFERENCIA,,,Pues prefiero ignorar el tema ya que me pareceria un poco hipocrita de mi parte sentir el dolor como mio pero tampoco me pondria feliz de lo q le esta pasando.
SI,INESCRUPULOSO,,,"aunque pudiera no lo ayudaria, que se joda por mala fe"
SI,INDIFERENCIA,,,Por mi parte lo ignoraria porque no son problemas mios ademas si me pongo de su parte y la consuelo ella nunca haria lo mismo ya que somos enemigas
SI,SUPERIORIDAD,,,larga vida a mis enemigos para que puedan ver mis triunfos
SI,INDIFERENCIA,,,Cada quien tiene lo que se merece y no sentiria su sufrimiento como el mio.
SI,SUPERIORIDAD,,,"por supuesto que hablo solo, a veces necesito la opinion de un experto!"
SI,SUPERIORIDAD,,,no soy lo que tu esperabas porque soy mas de lo que tu buscabas
SI,INDIFERENCIA,,,"he observado el dolor de Personas malas, donde yo e pensado que todo en esta vida, es como un bumeran, lo que das recibes"
SI,SUPERIORIDAD,,,me da risa de lo mucho que te crees y de lo poco que eres..
SI,INDIFERENCIA,,,"Prefiero ignorarlo, aunque no le deseo el mal no seria capaz de ayudarlo."
SI,PRETENSION,,,"no creas todo lo que te dicen de mi, a veces soy peor, no mentira soy un angel… jiji"
SI,INDIFERENCIA,,,"Sinceramente prefiero cambiar e ignorar el tema. Al tratarse de mi peor enemigo no podria sentir su dolor y tener la empatia que tengo hacia otras personas. Si esta dentro de mis posibilidades, quiza lo ayudaria."
SI,SUPERIORIDAD,,,"mejores que yo? Muchos, peores que yo? Millones, pero como yo? Nadie"
SI,INDIFERENCIA,,,No me interesaria y tampoco haria algo.
SI,AUTOSUFICIENCIA,,,no ruego ni espero nada de nadie
SI,AUTOSUFICIENCIA,,,"yo siempre obtengo lo que quiero, a como de lugar"
SI,INDIFERENCIA,,,tendria nula empatia
SI,INDIFERENCIA,,,"no me interesa, que se joda"
SI,INDIFERENCIA,,,"Pues me daria igual, no me interesa su sufrimiento"
SI,AUTOSUFICIENCIA,,,se vive mejor sin esperar nada de nadie
SI,INDIFERENCIA,,,Solo diria KARMA!!!!!!  Y luego ignoro el tema :  
SI,AUTOSUFICIENCIA,,,yo no estoy para mendigar ni amor ni atencion ni amistad. Agradezco a los que estan y a los que se van les deseo buena suerte
SI,INDIFERENCIA,,,"Para ser sincera, no me afectaria ya que no es una persona a la que le tengo afecto, esto no quiere decir que me alegre de su desgracia pero preferiria no meterme e ignorar el tema. "
SI,INESCRUPULOSO,,,"Me caes mal, pero que te trate bien no significa que sea hipocrita, simplemente soy educada"
SI,INDIFERENCIA,,,"Prefiero cambiar e ignorar el tema. Es mi enemigo, por algun motivo en particular. Y su sufrimiento no va a sobrepasar mi interes personal."
SI,SUPERIORIDAD,,,la verdad soy de pocos amigos porque no toda la gente esta a mi nivel..
SI,INDIFERENCIA,,,Cambiar el tema porque no tengo enemigos
SI,AUTORITARISMO,,,"si realmente me amas, pues tendras que aguantarme"
SI,INDIFERENCIA,,,"Creo que nadie merece sufrir, sin embargo si no es de mi incumbecia lo ignoraria"
SI,AUTOSUFICIENCIA,,,"no me interesa la opinion de la gente sobre mi vida, mi trabajo, amistades y amores.. Tengo mi propia forma de hacer las cosas, sea buena o sea mala es la mia"
SI,INDIFERENCIA,,,"cada quien cosecha lo que siembra, y personalmente prefiero evitar. Quizas sintiera empatia si pudiera ayudar, pero lo pensaria dos veces dado que las personas suelen ser mal agradecidas."
SI,EGOISMO,,,"la verdad, aunque pudiera no ayudaria, la gente es una mal agradecida, y peor si es mi enemigo.."
SI,INDIFERENCIA,,,"no sentiria ese sufrimiento como mio, el karma se encarga de pasarle factura a cada persona por los malos actos que cometa, si obras bien seras recompensado sino tendran su castigo, cada persona recibe lo que da, depende de nosotros mismos si sufrimos o no."
SI,INDIFERENCIA,,,"lo ignoraria, ademas cada quien recibe lo que da, depende de nosotros mismos si sufrimos o no."
SI,EGOISMO,,,"no me interesa, y mucho menos lo ayudaria"
SI,INDIFERENCIA,,,no me interesa lo que suceda con mis haters (gente que trata de hacerme daño con comentarios o acciones
SI,INDIFERENCIA,,,No podria sentirlo como mio pero tampoco me alegraria por lo que este pasando lo unico que diria es que existe el Karma y tal vez lo este pagando por las cosas que haya hecho.
SI,INESCRUPULOSO,,,"no sentiria ninguna pena, ademas seria una buena forma de vengarme sin mover  ni un dedo jajajaja"
SI,INDIFERENCIA,,,En este caso prefiero ignorar debido a que no me gusta guardar rencor con nadie y muchos menos estar alegre por sufrimiento ajeno. Creo que cada persona paga sus acciones en algun momento
SI,SUPERIORIDAD,,,"soy consciente que por mi forma de ser no le caigo bien a muchas personas, pero tambien soy consciente de que no me importa"
SI,INDIFERENCIA,,,"simplemente no me importaria lo que le sucediese, ignoraria totalmente la existencia del mismo."
SI,INDIFERENCIA,,,"no me interesa lo que le pase al resto, me da igual"
SI,INESCRUPULOSO,,,"la venganza nunca es buena, pero que bien que se siente"
SI,INDIFERENCIA,,,Si esa persona me ha hecho mucho daño pues no me importaria lo que le pase
SI,INESCRUPULOSO,,,"a veces quisiera irme a la mierda y olvidarme de todo, pero recuerdo que alla esta toda la gente que me cae mal y se me pasa"
SI,INDIFERENCIA,,,"Es mi peor enemig@, la verdad no podria sentir su dolor como mio"
SI,VANIDAD,,,y yo que culpa tengo de ser tan hermosa!!! ;)
SI,INDIFERENCIA,,,"Ignoraria el tema, espero aprenda la leccion"
SI,EGOISMO,,,"porque tendria que ayudar si la gente es una mal agradecida, que se vayan a la verga"
SI,INESCRUPULOSO,,,"No me imprta lo que le pase, que sufra por el mal que alguna vez hizo"
SI,SUPERIORIDAD,,,"yo soy original, y eso vale mucho mas que ser una simple copia barata"
SI,SUPERIORIDAD,,,"ubicate, no todos somos iguales a ti… no se de que pelicula de terror salis"
SI,INDIFERENCIA,,,Ignoraria el tema
SI,EGOISMO,,,si no me demuestran que me necesitan porque tendria que hacerlo yo
SI,INDIFERENCIA,,,Q sufra y que aprenda la leccion.
SI,SUPERIORIDAD,,,"adoro como soy, y que pena si al resto no le caigo bien"
SI,INDIFERENCIA,,,No podria sentir su sufrimiento como mio
SI,INESCRUPULOSO,,,"puedo perdonar todo, pero nunca olvido lo que me han hecho o dicho"
SI,INDIFERENCIA,,,"Si es mi peor enemig@, no podria sentir su dolor y la verdad no creo que pueda ayudarlo"
SI,VANIDAD,,,"yo no soy una opcion, soy una tremenda oportunidad"
SI,VANIDAD,,,de vez en cuando esta bien regalarse un lujito :) 
SI,INDIFERENCIA,,,Facilmente escucho el tema como tambien puedo ignorar! 
SI,AUTOSUFICIENCIA,,,no te necesito para maldita la cosa
SI,INDIFERENCIA,,,Cambiar el tema porque el nunca va ha sentir tus sentimiento y solo sentira rencor
SI,EGOISMO,,,aunque pueda no lo ayudaria… que la vida se lo cobr
SI,INDIFERENCIA,,,Yo y mi peor enemigo nunca comeremos juntos
SI,INESCRUPULOSO,,,"yo no perdono traiciones, y mucho menos hablar con traidores"
SI,INDIFERENCIA,,,"Para que yo lo considero un enemigo realmente se debio haber ganado ese calificativo, por lo tanto simplemente ignoraria el tema. "
SI,VANIDAD,,,estoy orgullosa de mi cuerpo tan perfecto… que culpa tengo de ser bendecida… alla las feas desnalgadas ja
SI,INDIFERENCIA,,,solo lo ignoraria
SI,INDIFERENCIA,,,"si no me hablas ni me escribes, yo menos, no me interesa tu atencion"
SI,INDIFERENCIA,,,"Todo sucede por algo, y honestamente sentir el dolor de mi enemigo, creo que no podria, por algo es mi enemigo!!"
SI,VANIDAD,,,que cosita tan bella!!! Diosita me hizo perfecta ;) y que sufran las envidiosas
SI,INDIFERENCIA,,,"La vida sigue, asi que ignoraria el tema"
SI,VANIDAD,,,puedo llegar tarde pero jamas desarreglada.. La imagen es muy importante al igual que un buen look
SI,INDIFERENCIA,,,"Ignorar el tema, y que se joda!!"
SI,INDIFERENCIA,,,Prefiero cambiar el tema
SI,INDIFERENCIA,,,Si  fue una persona   k se porto supermal  comnigo no me  alegra  y tampo  me  voy  a sentir mal   
SI,INDIFERENCIA,,,Pues es  mejor ignorar ya que no es tu problema y peor si es de tu peor enemigo... Pues ya seria si el tema ya se basa en lo personal... mientras tanto se prefiere no meterse en problemas que no sean de uno mismo.
SI,INDIFERENCIA,,,No me importaria
SI,INDIFERENCIA,,,Prefiero primero ignorar el tema porque algunos lo ven como metida
SI,INDIFERENCIA,,,Ignoraria el tema xq sinceramente no me interesa su sufrimiento
SI,INDIFERENCIA,,,"No le deseo el mal a nadie, pero tampoco estaria pendiente de la vida de mi enemigo, asi que ignoraria el tema"
SI,INDIFERENCIA,,,Preferiria ignorar el tema y seguir con mi vida.
SI,INDIFERENCIA,,,"No podria sentirlo como mio, las personas forjan su propio destino segun las decisiones que toman a diario, las personas no se hacen odiar asi nada mas."
SI,INESCRUPULOSO,,,Reir por un momento la vida es justa y ver sufrir a mi enemigo si seria un placer..
SI,INDIFERENCIA,,,ignorar el tema y seguir con mi vida. 
SI,INDIFERENCIA,,,"Es dificil olvidar el daño causado por una persona, en realidad no desearia ningun mal, y mejor cambiaria el tem"
SI,INESCRUPULOSO,,,"Si busca una respuesta sincera y hasta cierto punto ""satisfactoria"", tan solo puedo decir al respecto a modo de replica, que sin importar con lo mucho o poco que hayamos tenido que lidiar debido a ""x"" individuo, lo que verdaderamente interesa es conseguir la satisfaccion que deja"
SI,INDIFERENCIA,,,Ignoraria el tema xq sinceramente no mw importaria
SI,INDIFERENCIA,,,"Prefiero cambiar de tema, aunque tampoco me alegra el mal de otros… simplemente no me interesa saber de mi enemi"
SI,INDIFERENCIA,,,"Si es mi peor enemigo es por algo, no? Trataria de ser empatica"
SI,INDIFERENCIA,,,"no puedo sentir su dolor como mio y aunque sea un enemigo por algun motivo tampoco le deseo el mal, simplemente ahi que respetar como se siente esa persona y que en un futuro todo ese dolor sera un aprendizaje para su vida"
SI,INDIFERENCIA,,,"Para considerar a una persona como mi peor enemigo, es por que en el pasado me  tuvo que ocasionar mucho daño, y al enterarme de que dicha persona estas sufriendo. En este momento podria decir que me seria totalmente indeferent"
SI,INDIFERENCIA,,,"Me daria tristeza por mi enemigo, pero el sufrimiento de el no lo tomaria como mio ya que al ser personas muy diferentes prefiero seguir con mis objetivos y que Dios lo ayude a resolver su problema por que yo no lo hare."
SI,INESCRUPULOSO,,,"No sufro por la desgracia de mis enemigos, ni me interesaria saber cual es su problema."
SI,INDIFERENCIA,,,"No me interesaria, que sufra lo que tiene que sufrir"
SI,INDIFERENCIA,,,"Una persona que lastima a otra, no es digna de lastima, asi que no me interesaria e ignoraria el tema."
SI,INDIFERENCIA,,,"Yo sufro por mis problemas, no por los ajenos..y menos los de mis enemigos.."
SI,AUTOSUFICIENCIA,,,"Si bien es cierto todo los niños tienen derecho a tener una familia, sin embargo existimos mujeres que tenemos el deseo de ser madres biologicas, de sentir como crece un ser dentro de nosotras, y contra ese deseo nadie se puede oponer.!!"
