NARCISISTA;RASGO_1;RASGO_2;RASGO_3;COMENTARIOS
;INDIFERENCIA;;;Pienso que actuando en consecuencia, el dolor ajeno se trate de quien se trate es algo malo, en cierto modo pensaria que el karma le estaría devolviendo el daño causado, pero si sentiría algo de tristeza por esa persona.
;INESCRUPULOSO;;;Pienso que actuando en consecuencia, el dolor ajeno se trate de quien se trate es algo malo, en cierto modo pensaria que el karma le estaría devolviendo el daño causado, pero si sentiría algo de tristeza por esa persona.
;INDIFERENCIA;;;Pues no considero a nadie como mi peor enemigo, pero soy de la idea que no debemos desearle el mal a nadie y ante esta pregunta mi pensar es que no lo sentiría como mío pero si me gustaría ayudarlo aunque sea de manera indirecta.
;INESCRUPULOSO;;;Pues no considero a nadie como mi peor enemigo, pero soy de la idea que no debemos desearle el mal a nadie y ante esta pregunta mi pensar es que no lo sentiría como mío pero si me gustaría ayudarlo aunque sea de manera indirecta.
;INDIFERENCIA;;;No he tenido enemigos, ni espero tenerlos pero en casos así no lo sentiría como si el problema fuera fuera mío, pero si daría un apoyo de fortaleza hacia esa persona que está sufriendo
;INESCRUPULOSO;;;No he tenido enemigos, ni espero tenerlos pero en casos así no lo sentiría como si el problema fuera fuera mío, pero si daría un apoyo de fortaleza hacia esa persona que está sufriendo
;INDIFERENCIA;;;"No sentiría el dolor como mio...bueno sentiría empatía y si hay algo en lo que lo pueda ayudar lo haría sin ningún problema ya que si a mi me considerarán como ""mi peor enemiga"" no me gustaría que se burlen de esa desgracia.No hagas lo que no quieres que te hagan."
;INESCRUPULOSO;;;"No sentiría el dolor como mio...bueno sentiría empatía y si hay algo en lo que lo pueda ayudar lo haría sin ningún problema ya que si a mi me considerarán como ""mi peor enemiga"" no me gustaría que se burlen de esa desgracia.No hagas lo que no quieres que te hagan."
;INDIFERENCIA;;;Simplemente no le deseo el mal a nadie pero no disfrutaría ante el sufrimiento de un ser humano pero lo tomaría como un merecido porque todo en esta vida se paga
;INESCRUPULOSO;;;Simplemente no le deseo el mal a nadie pero no disfrutaría ante el sufrimiento de un ser humano pero lo tomaría como un merecido porque todo en esta vida se paga
;INDIFERENCIA;;;No haría nada, prefiero ignorar. A no ser que una situación grave, solo ahí extendería mi mano, pues una cosa es que sea tu enemigo y otra que es que estamos hablando de un ser humano. Pero como no tengo enemigos
;EGOISMO;;;No haría nada, prefiero ignorar. A no ser que una situación grave, solo ahí extendería mi mano, pues una cosa es que sea tu enemigo y otra que es que estamos hablando de un ser humano. Pero como no tengo enemigos
;INESCRUPULOSO;;;No haría nada, prefiero ignorar. A no ser que una situación grave, solo ahí extendería mi mano, pues una cosa es que sea tu enemigo y otra que es que estamos hablando de un ser humano. Pero como no tengo enemigos
;INDIFERENCIA;;;En lo personal. No podría sentir ese sufrimiento del cual esté pasando. Pero de lo que estoy segura, que si necesitaría mi ayuda, se la brindaré. Ya que a veces pasamos por muchas circunstancias y no sabemos quienes podrán ayudarnos. Del quien menos se lo espera.
;INESCRUPULOSO;;;En lo personal. No podría sentir ese sufrimiento del cual esté pasando. Pero de lo que estoy segura, que si necesitaría mi ayuda, se la brindaré. Ya que a veces pasamos por muchas circunstancias y no sabemos quienes podrán ayudarnos. Del quien menos se lo espera.
;INDIFERENCIA;;;Creo que depende mucho de mi situación con esa persona, tal vez lo que sufre puede ser el famoso “karma” por sus malas acciones no me alegraría por ello pero tampoco lo aplastaría más, dejaría que el solucione sus problemas, pero si esté problema es fuerte si le ayudaría
;INESCRUPULOSO;;;Creo que depende mucho de mi situación con esa persona, tal vez lo que sufre puede ser el famoso “karma” por sus malas acciones no me alegraría por ello pero tampoco lo aplastaría más, dejaría que el solucione sus problemas, pero si esté problema es fuerte si le ayudaría
;INDIFERENCIA;;;Existe una pragmática que dice, que sin la maldad no tuviera lógica la felicidad, alegrarse por el sufrimiento de otro ser humano no es correcto ni ético. Bien se dice en el argot popular, existe un Karma que si hemos hecho mal o bien el tiempo es el único que lo hace pagar.
;INESCRUPULOSO;;;Existe una pragmática que dice, que sin la maldad no tuviera lógica la felicidad, alegrarse por el sufrimiento de otro ser humano no es correcto ni ético. Bien se dice en el argot popular, existe un Karma que si hemos hecho mal o bien el tiempo es el único que lo hace pagar.
;INDIFERENCIA;;;Depende de que tipo de sufrimiento sea, por ejemplo si esta sufriendo por alguna enfermedad de algún padre o hermanos entonces lo ayudaría, pero si es un acto que él mismo se provocó y por eso esta sufriendo entonces no lo ayudó para que escarmiente.
;EGOISMO;;;Depende de que tipo de sufrimiento sea, por ejemplo si esta sufriendo por alguna enfermedad de algún padre o hermanos entonces lo ayudaría, pero si es un acto que él mismo se provocó y por eso esta sufriendo entonces no lo ayudó para que escarmiente.
;INESCRUPULOSO;;;Depende de que tipo de sufrimiento sea, por ejemplo si esta sufriendo por alguna enfermedad de algún padre o hermanos entonces lo ayudaría, pero si es un acto que él mismo se provocó y por eso esta sufriendo entonces no lo ayudó para que escarmiente.
;INDIFERENCIA;;;Ignorar, es algo que no haría, porque a pesar de todo lo que a causado sigue siendo una persona igual que nosotros, sin embargo si llego hacerlo me convertiría en mi propio peor enemigo, pero siempre y cuando haya ese perdón mutuo para así poder ofrecer esa ayuda.
;INESCRUPULOSO;;;Ignorar, es algo que no haría, porque a pesar de todo lo que a causado sigue siendo una persona igual que nosotros, sin embargo si llego hacerlo me convertiría en mi propio peor enemigo, pero siempre y cuando haya ese perdón mutuo para así poder ofrecer esa ayuda.
;INDIFERENCIA;;;Depende mucho de la situación, ya que la causa del sufrimiento puede ser la consecuencia de algún acto negativo realizado por esa persona, si no es así se lo podría ayudar de alguna manera.
;INESCRUPULOSO;;;Depende mucho de la situación, ya que la causa del sufrimiento puede ser la consecuencia de algún acto negativo realizado por esa persona, si no es así se lo podría ayudar de alguna manera.
;INDIFERENCIA;;;No tengo enemigos y si fuera así, ignoraria lo que le pasa a noser que sea dms fuerte y me pida ayuda, haría lo que esta en mis manos.
;INESCRUPULOSO;;;No tengo enemigos y si fuera así, ignoraria lo que le pasa a noser que sea dms fuerte y me pida ayuda, haría lo que esta en mis manos.
;INDIFERENCIA;;;No sentirlo como mío.. pero de igual manera buscaría ayudarle o simplemente escucharle, en eso está la empatía
;INESCRUPULOSO;;;No sentirlo como mío.. pero de igual manera buscaría ayudarle o simplemente escucharle, en eso está la empatía
;INDIFERENCIA;;;No compartiría el sufrimiento, tampoco me alegraría por su situación, solo lograría asimilar lo ocurrido, si la situación implica ayudar sería de manera indirecta.
;INESCRUPULOSO;;;No compartiría el sufrimiento, tampoco me alegraría por su situación, solo lograría asimilar lo ocurrido, si la situación implica ayudar sería de manera indirecta.
;INESCRUPULOSO;;;Lo sentiría y trataría de ayudarle solo si es de él/ella dejarse ayudar.
;INESCRUPULOSO;;;Pues yo digo que aunque sea mi enemigo debería ayudarlo, unque yo diría que necesito que el pase un poco de karma pero tampoco soy haci de vengativa haci que si lo ayudaría.
;INDIFERENCIA;;;Yo no me sentiría feliz o complacido. Pero, por otra parte, tal vez me sentiría bien si fuese algo que se lo merecía. Aunque nunca me diera placer el sufrimiento de alguien más.
;INESCRUPULOSO;;;Yo no me sentiría feliz o complacido. Pero, por otra parte, tal vez me sentiría bien si fuese algo que se lo merecía. Aunque nunca me diera placer el sufrimiento de alguien más.
;INDIFERENCIA;;;No lo puedo sentir como si fuera mi pero si sentiría compacion por el y que pues desiaria que lo que este pasando pues se termine su sufrimiento
;INESCRUPULOSO;;;No lo puedo sentir como si fuera mi pero si sentiría compacion por el y que pues desiaria que lo que este pasando pues se termine su sufrimiento
;INDIFERENCIA;;;No le deseo el mal a nadie pero ya en sentido así a mi pensar no kisiera saber d esa persona cambiar del tema
;INESCRUPULOSO;;;No le deseo el mal a nadie pero ya en sentido así a mi pensar no kisiera saber d esa persona cambiar del tema
;INDIFERENCIA;;;Dependiendo si mi enemigo es malo en tonces nesesita aprender de las consecuencias para que cambie algo de en su personalidad. Caso contrario el sufrimiento no se los desearía a nadie.
;INESCRUPULOSO;;;Dependiendo si mi enemigo es malo en tonces nesesita aprender de las consecuencias para que cambie algo de en su personalidad. Caso contrario el sufrimiento no se los desearía a nadie.
;INDIFERENCIA;;;Respeto genera respeto, simplemente me mantendría al margen, pero si necesita mi ayuda lo apoyaría porque tampoco sería tan inhumano, a la final nunca sabes las vueltas que puede dar la vida, y en algún momento tendrás que necesitar de esa persona.
;INESCRUPULOSO;;;Respeto genera respeto, simplemente me mantendría al margen, pero si necesita mi ayuda lo apoyaría porque tampoco sería tan inhumano, a la final nunca sabes las vueltas que puede dar la vida, y en algún momento tendrás que necesitar de esa persona.
;INDIFERENCIA;;;Puede ser, pero influyen muchos factores ya que se puede concidera las circunstancia en la que ocurren las sircustancia es decir si se lo métrica o no, porque depues de todo sigue siendo humano
;INESCRUPULOSO;;;Puede ser, pero influyen muchos factores ya que se puede concidera las circunstancia en la que ocurren las sircustancia es decir si se lo métrica o no, porque depues de todo sigue siendo humano
;INDIFERENCIA;;;Pues la verdad, no lo sentiría como mío pero tampoco sería insensible, lo ayudaría para mostrarle que ante cualquier problema existe bondad y que se puede cambiar
;INESCRUPULOSO;;;Pues la verdad, no lo sentiría como mío pero tampoco sería insensible, lo ayudaría para mostrarle que ante cualquier problema existe bondad y que se puede cambiar
;INDIFERENCIA;;;Nadie puede sentir el sufrimiento de alguien más, por mas que intente ponerse en su lugar , ya que los sentimientos son diferentes en cada ser. Asi que no podria imaginarme como podría estar sintiendose, si necesita ayuda se la brindaría y sino tiene que ver conmigo,no me metería
;INESCRUPULOSO;;;Nadie puede sentir el sufrimiento de alguien más, por mas que intente ponerse en su lugar , ya que los sentimientos son diferentes en cada ser. Asi que no podria imaginarme como podría estar sintiendose, si necesita ayuda se la brindaría y sino tiene que ver conmigo,no me metería
;INDIFERENCIA;;;Es un tema muy delicado, prefiero no opinar
;INDIFERENCIA;;;Probablemente no lo sienta como mío, pero trataría de ser empática con él/ella, si se encuentra sufriendo por algo que puedo tener la solución en mis manos y lo puedo ayudar lo hago, si no, lamentablemente, me haría de lado.
;INESCRUPULOSO;;;Probablemente no lo sienta como mío, pero trataría de ser empática con él/ella, si se encuentra sufriendo por algo que puedo tener la solución en mis manos y lo puedo ayudar lo hago, si no, lamentablemente, me haría de lado.
;INDIFERENCIA;;;Creo que no hay que desearle el mal a nadie, así esa persona sea tu peor enemigo. No podría llegar a sentir su sufrimiento como mío pero aún así el poder de la empatía me haría sentir algo por lo que buscaría ayudarla.
;INESCRUPULOSO;;;Creo que no hay que desearle el mal a nadie, así esa persona sea tu peor enemigo. No podría llegar a sentir su sufrimiento como mío pero aún así el poder de la empatía me haría sentir algo por lo que buscaría ayudarla.
;INDIFERENCIA;;;Considero que ninguna, ya que considero que le sufrimiento de cada persona moldea y forja el carácter y la templanza  de cada persona ya que tendrá que tener el valor y coraje suficiente para sobrellevarlo y seguir adelante y con el tiempo superarlo 
;INESCRUPULOSO;;;Considero que ninguna, ya que considero que le sufrimiento de cada persona moldea y forja el carácter y la templanza  de cada persona ya que tendrá que tener el valor y coraje suficiente para sobrellevarlo y seguir adelante y con el tiempo superarlo 
;INDIFERENCIA;;;Ignoro el tema
;INESCRUPULOSO;;;Ignoro el tema, no me intersa que se muera
;INDIFERENCIA;;;Es claro que la respuesta que todos esperan es que no es bueno sentirse bien por el sufrimiento ajeno y más aún cuando se trata de un enemigo, es lo que se debe decir, sin embargo la realidad es que muchas personas si disfrutarían el sufrimiento de su peor enemigo.
;INESCRUPULOSO;;;Es claro que la respuesta que todos esperan es que no es bueno sentirse bien por el sufrimiento ajeno y más aún cuando se trata de un enemigo, es lo que se debe decir, sin embargo la realidad es que muchas personas si disfrutarían el sufrimiento de su peor enemigo.
;INDIFERENCIA;;;Muchos decimos que vengarnos ante nuestro peor enemigo nos va a satisfacer, pero cuando ya se cumplió la venganza y lo acabaste, la sensación de haber ganado dura poco, lo mejor es no recordarlo, y tan solo ignorarlo, para así no tener la mente ocupada en basuras.
;INESCRUPULOSO;;;Muchos decimos que vengarnos ante nuestro peor enemigo nos va a satisfacer, pero cuando ya se cumplió la venganza y lo acabaste, la sensación de haber ganado dura poco, lo mejor es no recordarlo, y tan solo ignorarlo, para así no tener la mente ocupada en basuras.
;INDIFERENCIA;;;No tengo enemigos, pero si ese fuera el caso, posiblemente ignoraría el tema, ya que por alguna razón fuerte se convirtió en mi enemigo.
;INESCRUPULOSO;;;No tengo enemigos, pero si ese fuera el caso, posiblemente ignoraría el tema, ya que por alguna razón fuerte se convirtió en mi enemigo.
;INDIFERENCIA;;;Ignorar el tema
;INESCRUPULOSO;;;Ignorar el tema
;INDIFERENCIA;;;ignoraría el tema, tal vez el aprenda algo de ese sufrimiento.
;INESCRUPULOSO;;;ignoraría el tema, tal vez el aprenda algo de ese sufrimiento.
;INDIFERENCIA;;;siendo este el caso, ayudaría a la persona que no es de mi agrado, pero si no puedo hacer nada ante la situación simplemente lo ignoraría.
;INESCRUPULOSO;;;siendo este el caso, ayudaría a la persona que no es de mi agrado, pero si no puedo hacer nada ante la situación simplemente lo ignoraría.
;INDIFERENCIA;;;Eso depende de cada persona. En mi caso no le daría mucha importancia ya que no es mi vida y tampoco mi problema pero si se puede ayudar en algo se ayuda.
;EGOISMO;;;Eso depende de cada persona. En mi caso no le daría mucha importancia ya que no es mi vida y tampoco mi problema pero si se puede ayudar en algo se ayuda.
;INESCRUPULOSO;;;Eso depende de cada persona. En mi caso no le daría mucha importancia ya que no es mi vida y tampoco mi problema pero si se puede ayudar en algo se ayuda.
;INDIFERENCIA;;;Ignorar el tema por amor al prójimo aunque la otra persona no lo  vea así y no hacer más grande el problema
;INESCRUPULOSO;;;Ignorar el tema por amor al prójimo aunque la otra persona no lo  vea así y no hacer más grande el problema
;INDIFERENCIA;;;hasta el momento no he experimentado esa situación, pero poniéndome en la situación no podría sentir su  sufrimiento como mio,pero prefiriera ignorarlo y intentar cambiar a un tema que sea de su agrado
;INESCRUPULOSO;;;hasta el momento no he experimentado esa situación, pero poniéndome en la situación no podría sentir su  sufrimiento como mio,pero prefiriera ignorarlo y intentar cambiar a un tema que sea de su agrado
;INDIFERENCIA;;;"Depende del ""¿por qué sea mi peor enemigo?"""
;INESCRUPULOSO;;;"Depende del ""¿por qué sea mi peor enemigo?"""
;INDIFERENCIA;;;No podría sentirlo como mío pero tampoco me alegraría por lo malo que le pase, lo único que se Esque existe el Karma y tal vez lo esté pagando por eso lamentablemente uno tiene que pensar muy bien antes de hacerle daño a otra persona 
;INESCRUPULOSO;;;No podría sentirlo como mío pero tampoco me alegraría por lo malo que le pase, lo único que se Esque existe el Karma y tal vez lo esté pagando por eso lamentablemente uno tiene que pensar muy bien antes de hacerle daño a otra persona 
;INDIFERENCIA;;;No podría sentir su dolor como mío, porque en la vida si obras bien te irá bien, tan solo podría desearle la mejor de las suerte y seguir mi camino pues es mejor evitar.
;INESCRUPULOSO;;;No podría sentir su dolor como mío, porque en la vida si obras bien te irá bien, tan solo podría desearle la mejor de las suerte y seguir mi camino pues es mejor evitar.
;INDIFERENCIA;;;Soy una persona que no guarda rencor ni mucho menos desea el mal a alguien y en este caso dejaría pasar el tema ya que me encuentro en paz y son problemas ni sufrimiento que no me corresponden.
;INESCRUPULOSO;;;Soy una persona que no guarda rencor ni mucho menos desea el mal a alguien y en este caso dejaría pasar el tema ya que me encuentro en paz y son problemas ni sufrimiento que no me corresponden.
;INDIFERENCIA;;;No sentiría su sufrimiento como mío,  pero si empatía y si puedo le daría toda mi ayuda porque me imagino que no todos harían lo mismo y pensar que aquella ayuda vendría de la persona menos esperada. Simplemente tener humildad ante cualquier situación.
;INESCRUPULOSO;;;No sentiría su sufrimiento como mío,  pero si empatía y si puedo le daría toda mi ayuda porque me imagino que no todos harían lo mismo y pensar que aquella ayuda vendría de la persona menos esperada. Simplemente tener humildad ante cualquier situación.
;INDIFERENCIA;;;"Dejando de lado la parte ""curuchupa"", definitivamente no se haría esperar el regocijo ante el ""sufrimiento"" de mi peor enemigo, sin embargo, la cuestión es, qué se necesita para que yo considere a alguien mi enemigo, quizás una traición, un ataque físico, o algo peor."
;INESCRUPULOSO;;;"Dejando de lado la parte ""curuchupa"", definitivamente no se haría esperar el regocijo ante el ""sufrimiento"" de mi peor enemigo, sin embargo, la cuestión es, qué se necesita para que yo considere a alguien mi enemigo, quizás una traición, un ataque físico, o algo peor."
;INDIFERENCIA;;;Si es el sufrimiento de mi peor enemigo no podría sentirlo como mío porque si el o ella tiene ese nombre es porque se la gano lo llame asi  solamente observaría como el karma o dios o la vida misma castiga gente que hace mal a otras personas .Solamente tendría pena por el o ella. 
;INESCRUPULOSO;;;Si es el sufrimiento de mi peor enemigo no podría sentirlo como mío porque si el o ella tiene ese nombre es porque se la gano lo llame asi  solamente observaría como el karma o dios o la vida misma castiga gente que hace mal a otras personas .Solamente tendría pena por el o ella. 
;INDIFERENCIA;;;Eso depende del tipo de persona! Ya que no todos pensamos iguales. Creo yo que dependiendo del daño al que se vea sujeto el enemigo de cualquier persona está gozaría aunque sea de manera mínima, los seres humanos somos muy directos al momento de expresar nuestros sentimientos.  
;INESCRUPULOSO;;;Eso depende del tipo de persona! Ya que no todos pensamos iguales. Creo yo que dependiendo del daño al que se vea sujeto el enemigo de cualquier persona está gozaría aunque sea de manera mínima, los seres humanos somos muy directos al momento de expresar nuestros sentimientos.  
;INDIFERENCIA;;;Considero que me mantendría al margen, aunque por un lado si me sentiría mal, porque de todas formas es un ser humano y le duele, pero por otro lado, no me creería capaz de ir y mostrar apoyo hacia esa persona cuando sé que esta de alguna u otra forma me hizo daño. 
;INESCRUPULOSO;;;Considero que me mantendría al margen, aunque por un lado si me sentiría mal, porque de todas formas es un ser humano y le duele, pero por otro lado, no me creería capaz de ir y mostrar apoyo hacia esa persona cuando sé que esta de alguna u otra forma me hizo daño. 
;INDIFERENCIA;;;Buena pregunta! Vive y deja vivir.
;INESCRUPULOSO;;;Buena pregunta! Vive y deja vivir.
;INDIFERENCIA;;;No lo sentiría tanto como sufrimiento mío, porque creo yo que cada persona tiene lo que se merece ya sea bueno o malo, si está persona esta sufriendo sólo trataría de no dar tanta importancia y sólo decir que su situación mejore.
;INESCRUPULOSO;;;No lo sentiría tanto como sufrimiento mío, porque creo yo que cada persona tiene lo que se merece ya sea bueno o malo, si está persona esta sufriendo sólo trataría de no dar tanta importancia y sólo decir que su situación mejore.
;INDIFERENCIA;;;Sinceramente es una difícil  pregunta para los que no les  deseamos  el mal  ni al peor  enemigo. Pero  prefiero  ignorar el tema  el muy delicado para mi
;INESCRUPULOSO;;;Sinceramente es una difícil  pregunta para los que no les  deseamos  el mal  ni al peor  enemigo. Pero  prefiero  ignorar el tema  el muy delicado para mi
;INDIFERENCIA;;;A mi parecer yo creo que cada persona debe pagar o sufrir lo que ha hecho, pero no me alegraría por el sufrimiento ajeno tan solo lo ignoraría y seguiría en mis cosas
;EGOISMO;;;A mi parecer yo creo que cada persona debe pagar o sufrir lo que ha hecho, pero no me alegraría por el sufrimiento ajeno tan solo lo ignoraría y seguiría en mis cosas
;INESCRUPULOSO;;;A mi parecer yo creo que cada persona debe pagar o sufrir lo que ha hecho, pero no me alegraría por el sufrimiento ajeno tan solo lo ignoraría y seguiría en mis cosas
;INDIFERENCIA;;;"Si se gano la reputacion de ser ""MI PEOR ENEMIGO"" mucho daño nos hicimos mutuamente asi que me pareceria hipocrita sentir el dolor como mio. Y como la pregunta es ignorar mas no sentirse feliz por el dolor ajeno, entonces mi respuesta es: SI, YO IGNORARIA.5"
;INESCRUPULOSO;;;"Si se gano la reputacion de ser ""MI PEOR ENEMIGO"" mucho daño nos hicimos mutuamente asi que me pareceria hipocrita sentir el dolor como mio. Y como la pregunta es ignorar mas no sentirse feliz por el dolor ajeno, entonces mi respuesta es: SI, YO IGNORARIA.5"
;INDIFERENCIA;;;Esto varia de acuerdo al asunto primero me pondría en su lugar y establecería una oportunidad para ayudarlo pero si esta persona persiste en lo mismo cambiaria de tema.
;INESCRUPULOSO;;;Esto varia de acuerdo al asunto primero me pondría en su lugar y establecería una oportunidad para ayudarlo pero si esta persona persiste en lo mismo cambiaria de tema.
;INDIFERENCIA;;;Prefiero cambiar de tema, pero tampoco me alegría del mal de otra persona! Ya que también es un tema que se basa en las circunstancias!
;INESCRUPULOSO;;;Prefiero cambiar de tema, pero tampoco me alegría del mal de otra persona! Ya que también es un tema que se basa en las circunstancias!
;INDIFERENCIA;;;Lo ignoro y cambio de tema.
;INESCRUPULOSO;;;Lo ignoro y cambio de tema.
;INDIFERENCIA;;;"Un ""Peor enemigo"" es, odio, maltrato y rivalidad mutua. La pregunta no se trata de ayudar, es si me pusiera en su lugar o ignorarla. Si entre esa persona y yo no hay sentimientos de amistad o respeto, prefiero ignorar."
;INESCRUPULOSO;;;"Un ""Peor enemigo"" es, odio, maltrato y rivalidad mutua. La pregunta no se trata de ayudar, es si me pusiera en su lugar o ignorarla. Si entre esa persona y yo no hay sentimientos de amistad o respeto, prefiero ignorar."
;INDIFERENCIA;;;En mi opinión ignoraría el tema ya que es algo que no resalta con importancia, a medida que vamos creciendo vamos madurando olvidamos rencores con las personas ya que es algo malo
;INESCRUPULOSO;;;En mi opinión ignoraría el tema ya que es algo que no resalta con importancia, a medida que vamos creciendo vamos madurando olvidamos rencores con las personas ya que es algo malo
;INDIFERENCIA;;;Pues prefiero ignorar el tema ya que me pareceria un poco hipocrita de mi parte sentir el dolor como mio pero tampoco me pondria feliz de lo q le esta pasando porque al igual q yo puedo tener problemas asi sean familiares.
;INESCRUPULOSO;;;Pues prefiero ignorar el tema ya que me pareceria un poco hipocrita de mi parte sentir el dolor como mio pero tampoco me pondria feliz de lo q le esta pasando porque al igual q yo puedo tener problemas asi sean familiares.
;INDIFERENCIA;;;Por mi parte lo ignoraria porque no son problemas míos además si me pongo de su parte y la consuelo ella nunca haría lo mismo ya que somos enemigas
;INESCRUPULOSO;;;Por mi parte lo ignoraria porque no son problemas míos además si me pongo de su parte y la consuelo ella nunca haría lo mismo ya que somos enemigas
;INDIFERENCIA;;;Cada quien tiene lo que se merece y no sentiría su sufrimiento como el mío.
;EGOISMO;;;Cada quien tiene lo que se merece y no sentiría su sufrimiento como el mío.
;INESCRUPULOSO;;;Cada quien tiene lo que se merece y no sentiría su sufrimiento como el mío.
;INDIFERENCIA;;;En la actualidad no tengo enemigos, si he observado el dolor de Personas malas, dónde yo e pensado que todo en esta vida, es como un búmeran, lo que das recibes
;INESCRUPULOSO;;;En la actualidad no tengo enemigos, si he observado el dolor de Personas malas, dónde yo e pensado que todo en esta vida, es como un búmeran, lo que das recibes
