NARCISISTA,RASGO_1,RASGO_2,RASGO_3,TIPO_CLASIFICACION,COMENTARIOS_LIMPIEZA
SI,AUTORITARISMO,,,MANUAL,"estoy de acuerdo, hay que regular la prostitucion"
SI,AUTORITARISMO,,,MANUAL,Existen diversos factores que influyen en esta situacion pero a criterio personal no lo haria porque quiero que mis hijos sigan mis creencias y mis ideas
SI,AUTORITARISMO,,,MANUAL,"Falso dilema, prostitucion no es igual a esclavitud. Y si, debe regularse para que las personas que ejerciendo soberanamente su libertad de elegir un oficio adquieran derechos que otros trabajadores ya tienen. "
SI,AUTORITARISMO,,,MANUAL,hay que promulgar leyes que permitan controlar la prostitucion
SI,AUTORITARISMO,,,TEST,"Hmm los dos son como tipo esclavismo, pero la prostitucion es mas del tipo voluntario,pero en   la esclavitud es por obligacion asi que si regularia la prostitucion en vez de la esclavitud"
SI,AUTORITARISMO,,,TEST,"la prostitucion  es una realidad a nivel global, y como tal, debe ser regulado para quienes por libre voluntad deciden dedicarse a este oficio..."
SI,AUTORITARISMO,,,TEST,la prostitucion debe ser regulada
SI,AUTORITARISMO,,,MANUAL,"la prostitucion es un trabajo, y como tal hay que regularlo con leyes que amparen a sus trabajadores"
SI,AUTORITARISMO,,,TEST,"la prostitucion es una realidad social a nivel mundial, y como tal debe regularse… lo que no es correcto es que  menores de edad desempeñen este oficio"
SI,AUTORITARISMO,,,MANUAL,"la prostitucion no es un trabajo digno, se deberia regular de forma muy rigida"
SI,AUTORITARISMO,,,TEST,las prostitutas tambien tienen derechos… no creo que sea una imposicion regular este ofic
SI,AUTORITARISMO,,,MANUAL,"lo que yo digo se hace, y no esta en discusion"
SI,AUTORITARISMO,,,MANUAL,"Mientras vivas bajo mi mismo techo, seguiras mis reglas"
SI,AUTORITARISMO,,,TEST,"ni yo soy gaga ni usted es sordo, tiene que hacer lo que le dije"
SI,AUTORITARISMO,,,MANUAL,"no cre q sea una esclavitud, cada quien tiene la opcion de elegir que quiere ser.. Entonces mas bien creo necesario y conveniente regular la prostitucion"
SI,AUTORITARISMO,,,TEST,"no creo que exista esclavitud si lo hacen por libre voluntad… siempre hay otras opciones, pero definitivamente estoy de acuerdo en que sea regula"
SI,AUTORITARISMO,,,MANUAL,no creo que regular este oficio tan antiguo sea someter a la esclavitud a quienes lo desempeñan… mas bien creo que es una contribucion para garantizar sus derec
SI,AUTORITARISMO,,,TEST,"no creo que sea una imposicion ni una esclavitud regular la prostitucion, mas bien considero que es una garantia porque se debe regular este trabajo como cualquier otro"
SI,AUTORITARISMO,,,MANUAL,"no estoy pidiendo tu opinion, no me interesa.. Entendiste!!"
SI,AUTORITARISMO,,,TEST,"no estoy pidiendo tu opinion, te lo estoy exigiendo"
SI,AUTORITARISMO,,,TEST,"no te estoy preguntando cara de verga, te lo estoy diciendo"
SI,AUTORITARISMO,,,MANUAL,"No te estoy preguntando, te lo estoy exigiendo, entendiste!!!"
SI,AUTORITARISMO,,,MANUAL,"podria pensarse q esta mal, pero la realidad social es otra, entonces lo mejor es regularlo "
SI,AUTORITARISMO,,,TEST,Porque lo digo yo... y punto
SI,AUTORITARISMO,,,TEST,"que se habrá creído este idiota, aquí quien manda soy "
SI,AUTORITARISMO,,,TEST,Regular la esclavitud. (Aunque junto a la prostitucion pueden ser casi lo mismo)
SI,AUTORITARISMO,,,TEST,regular la prostitucion 
SI,AUTORITARISMO,,,MANUAL,Regularia la esclavitud
SI,AUTORITARISMO,,,TEST,"Si no haces esto, te voy a castigar"
SI,AUTORITARISMO,,,MANUAL,Si se deberia imponer la regularizacion de la prostitucion ya que con esto se abriria mas fuentes de trabajo para personas que realmente no tienen de otra manera por donde generar ingresos.
SI,AUTORITARISMO,,,TEST,"Si ya se estan regulando otros asuntos, el impacto de regular la prostitucion, aunque conlleve esclavitud de las victimas, incluso podria tener efectos contrarios al pensamiento comun, por ende, si la impondria."
SI,AUTORITARISMO,,,MANUAL,"Si, ya que se han visto muchas irregularidades en ese campo, tanto mujeres que son obligadas a realizarlos y lugares que son inapropiados para desarrollar dicha actividad"
SI,AUTORITARISMO,,,MANUAL,"Si. ya que aunque no se regularice seguira existiendo ,entonces seria mejor darle una formalizacion"
SI,AUTORITARISMO,,,MANUAL,te guste o no se hace lo que yo digo
SI,AUTORITARISMO,,,MANUAL,"Te guste o no, yo decido lo que se hace!!"
SI,AUTORITARISMO,,,TEST,yo grito cuando me de la gana y a quien me de la gana
SI,AUTORITARISMO,,,MANUAL,"yo tengo el poder absoluto, y se hace lo que yo quiero"
SI,AUTORITARISMO,,,MANUAL,"Como sociedad equitativa, todo trabajo debe ser regularizado, ya que se fundarían bases para que no se convierta en esclavitud. Muy aparte de promover trabajos dignos a futuro a quienes lastimosamente se dedican a esta profesió"
SI,AUTORITARISMO,,,MANUAL,Considero que regularía la esclavitud porque ningún ser humano merece ser esclavo de nadi
SI,AUTORITARISMO,,,MANUAL,"creo que prioridad sería la regularización de la esclavitud, pues en muchos casos, las personas prostituidas no se dedican a esa labor por voluntad propia, entonces se estaría buscando solución para los ambos l"
SI,AUTORITARISMO,,,MANUAL,Desde mi punto se vista es mucho más importante regular la esclavitu
SI,AUTORITARISMO,,,MANUAL,En cierta parte sería bueno la regularización de la prostitución debido a que de cierta manera existiría más fuentes de trabajo pero por otro lado no vamos a llegar a conocer los motivos por las esas personas se meten a ese 
SI,AUTORITARISMO,,,MANUAL,Es de suma importancia esta regularización de la prostitucion para que aquellas personas no se sientan mal y tener un salario fij
SI,AUTORITARISMO,,,MANUAL,"no, más importante es regular la esclavitud"
SI,AUTORITARISMO,,,MANUAL,Regular la esclavitud es fundamental.
SI,AUTORITARISMO,,,MANUAL,Regular la esclavitud sería mas prioritari
SI,AUTORITARISMO,,,MANUAL,Regular la esclavitud. (Aunque junto a la prostitución pueden ser casi lo mismo
SI,AUTORITARISMO,,,MANUAL,regularía la esclavitu
SI,AUTORITARISMO,,,MANUAL,"esas mujeres no tienen vergüenza, hay que regular con todo el peso de la ley.. La prostitucion es un mal para la socieda"
SI,AUTORITARISMO,,,MANUAL,esas pobres mujeres deberian ser desterradas a otro pais donde no estorben… no estoy de acuerdo con regularizar la prostitucion deberia erradicar
SI,AUTORITARISMO,,,TEST,APOYO!!! Es la herramienta escencial que procura el desarrollo y la union de la sociedad nacional.
SI,AUTORITARISMO,,,TEST,aqui se hace lo que yo digo
SI,AUTORITARISMO,,,MANUAL,"abrazarte con mi pasión y liberar muchos orgamos en ti, eso quiero"
SI,AUTORITARISMO,,,MANUAL,acaso no hay algo mejor que eso!!
SI,AUTORITARISMO,,,MANUAL,agradezca que está trabajando aqu�
SI,AUTORITARISMO,,,MANUAL,"Cállate, tú no opin"
SI,AUTORITARISMO,,,MANUAL,claro que me pondría un vestido con transparencias.
SI,AUTORITARISMO,,,MANUAL,"con este vestido me veo muy sexy, me lo pondré más segui"
SI,AUTORITARISMO,,,MANUAL,"crees que sabes mucho, y a la final no sabes nada."
SI,AUTORITARISMO,,,MANUAL,"cualquier forma de mostrarse, hay que aprovecharla"
SI,AUTORITARISMO,,,MANUAL,"cuando ganes tu propio dinero y ayudes a pagar cuentas podrá opinar en esta casas, caso contrario deberás seguir mis reglas, entendido"
SI,AUTORITARISMO,,,MANUAL,"cuando seas tu propio jefe, podrás tener derechos, por ahora a trabajar!"
SI,AUTORITARISMO,,,MANUAL,"cuando soy buena, soy muy buena, pero cuando soy malasoy mejor.."
SI,AUTORITARISMO,,,MANUAL,cuando su opinión genere dólares la tomaré en cuenta… mientras tanto no digan
SI,AUTORITARISMO,,,TEST,"cuando yo esté con mis amistades, usted no debe hablar, me haces pasar vergüen"
SI,AUTORITARISMO,,,MANUAL,"deberías salir de este negocio, esto no es para t"
SI,AUTORITARISMO,,,MANUAL,debes obedecerme y así tendré la certeza de que me am
SI,AUTORITARISMO,,,MANUAL,"el fracaso no es una opción, entendido"
SI,AUTORITARISMO,,,MANUAL,"en esta casa todos somos católicos, y si no te gusta prefiero que vayas de aqu"
SI,AUTORITARISMO,,,MANUAL,"en serio crees que puedes hacer esto, yo creo que no!!"
SI,AUTORITARISMO,,,TEST,en un beso podrás saber de que forma te he desead
SI,AUTORITARISMO,,,MANUAL,eres mi novia y debes obeceder lo que yo diga
SI,AUTORITARISMO,,,MANUAL,eres un fracasado..
SI,AUTORITARISMO,AUTORITARISMO,,MANUAL,eres un incompetente.
SI,AUTORITARISMO,,,MANUAL,Eres un inúti
SI,AUTORITARISMO,,,MANUAL,"es mi casa, y aquí mando yo. O"
SI,AUTORITARISMO,,,MANUAL,"es rico masturbarse, y más cuando mi pareja lo disfrut"
SI,AUTORITARISMO,,,MANUAL,"esa es mi decisión, fin de la discusi�"
SI,AUTORITARISMO,,,MANUAL,"esa es mi decisión, y no se discute"
SI,AUTORITARISMO,,,MANUAL,"escucha mi consejo y hazme caso, yo sé lo que te dig"
SI,AUTORITARISMO,,,MANUAL,"espero que ser sexy y sensual no sea un delito, no quisiera ir presa, jajaja"
SI,AUTORITARISMO,,,MANUAL,"esta es la forma en que siempre se ha hecho, no me interesa tu opinió"
SI,AUTORITARISMO,,,MANUAL,"esta es mi empresa, son mis reglas, y si no les gusta los despido, así de simple."
SI,AUTORITARISMO,,,MANUAL,"hasta que cumplas los 18 años, tienes que obecederm"
SI,AUTORITARISMO,,,MANUAL,la prensa debe hablar o callar cuando su mandante así lo ordene.
SI,AUTORITARISMO,,,MANUAL,"la vida sin un toque de deseo, lujuria y pasión no es vida"
SI,AUTORITARISMO,,,MANUAL,"las cosas se hacen bien hechas, o mejor no hagas nada."
SI,AUTORITARISMO,,,MANUAL,me encanta admirar la desnudez de tu cuerpo.
SI,AUTORITARISMO,,,MANUAL,"me encanta dormir en el esplendor de mi naturaleza, desnuda!!"
SI,AUTORITARISMO,,,TEST,"me gustaría sentirte, y hasta el fondo!"
SI,AUTORITARISMO,,,MANUAL,"me interesa un pueblo obediente, no quiero que piensen"
SI,AUTORITARISMO,,,MANUAL,mejor déjame hacerlo a mi solo..
SI,AUTORITARISMO,,,TEST,"mi cuerpo te puede castigar, te podrías quedar sin aliento"
SI,AUTORITARISMO,,,MANUAL,"mientras vivan bajo mi techo, comen y visten como yo digo"
SI,AUTORITARISMO,,,MANUAL,mientras yo viva me van a obedecer
SI,AUTORITARISMO,,,MANUAL,mis decisiones no se analizan solo se ejecutan
SI,AUTORITARISMO,,,MANUAL,no es una imposición pero si una razón de vi
SI,AUTORITARISMO,,,MANUAL,no habrá nada mas rico que besar tu cuerpo
SI,AUTORITARISMO,,,MANUAL,"no me importa si es ético o no, si es legal, hágalo y punt"
SI,AUTORITARISMO,,,MANUAL,"no me provoques, que no respondo, no me quedaré con las gana"
SI,AUTORITARISMO,,,MANUAL,"no necesitas maquillarte, ni pintarte el pelo, quiero una mujer no un payaso.. Así que, quítate esas huevad"
SI,AUTORITARISMO,,,MANUAL,no se les olvide que yo soy su jefe.
SI,AUTORITARISMO,,,MANUAL,No sirves para nada
SI,AUTORITARISMO,,,MANUAL,"no te atrevas a desobedecer mis reglas, sino te irá muy mal."
SI,AUTORITARISMO,,,MANUAL,"no te estoy preguntando, entendido!!"
SI,AUTORITARISMO,,,MANUAL,no tendría problema en filmarme en un video erótic
SI,AUTORITARISMO,,,MANUAL,no tengo buena voz pero intentaré cantar dentro de ti
SI,AUTORITARISMO,,,MANUAL,No tienes ni idea de lo que estás habland
SI,AUTORITARISMO,,,MANUAL,"ojo por ojo, diente por diente!!, hay que poner mano dura.."
SI,AUTORITARISMO,,,MANUAL,"osea, yo no puedo opinar?, NO, no puedes opinar"
SI,AUTORITARISMO,,,MANUAL,pago tus estudios y solo quieres jugar mmvg. Mejor no hubiera tenido un hijo como tú.
SI,AUTORITARISMO,,,MANUAL,"paguemos juntos las consecuencias, pero no nos quedemos con las ganas"
SI,AUTORITARISMO,,,MANUAL,"para que te casaste conmigo, sino me ibas a obedecer"
SI,AUTORITARISMO,,,MANUAL,"pedazo de bestia, eso no es lo que te pedí"
SI,AUTORITARISMO,,,MANUAL,porque yo lo digo y punto
SI,AUTORITARISMO,,,MANUAL,"puse orden en tu vida, y aún así te atreves a cuestionar mis decisiones. Eres una mal agradecida"
SI,AUTORITARISMO,,,MANUAL,que bruto que eres!! Siempre lo mismo contigo
SI,AUTORITARISMO,,,MANUAL,"que pereza me da leer tu trabajo, a la final no hay nada interesante que puedas hacer o decir"
SI,AUTORITARISMO,,,MANUAL,"que rico cuerpo, venga para saborearlo!!"
SI,AUTORITARISMO,,,TEST,quien dice que no se puede hacer no debe interrumpir a la persona que lo está haciend
SI,AUTORITARISMO,,,MANUAL,quieres arder en mi cuerpo.
SI,AUTORITARISMO,,,MANUAL,quiero que pruebes con resultados lo que dices.
SI,AUTORITARISMO,,,MANUAL,quiero que sientas todo lo que provocas en mi.
SI,AUTORITARISMO,,,MANUAL,quiero que termines este trabajo para mañan
SI,AUTORITARISMO,,,MANUAL,"quiero una noche contigo, y que al día siguiente nos duelan nuestros cuerpos"
SI,AUTORITARISMO,,,MANUAL,recuerden que todos sin excepción deben llegar temprano
SI,AUTORITARISMO,,,MANUAL,"si consideras que tu opinión tiene mas peso que la mia, preparate para quedarte sol"
SI,AUTORITARISMO,,,MANUAL,"si me provocan, pues ni modo, yo respondo, y verás que te va a gusta"
SI,AUTORITARISMO,,,MANUAL,"si no apoyas mi idea, el desempleo te espera"
SI,AUTORITARISMO,,,MANUAL,"Si no está dispuesto a arriesgar lo habitual, tendrá que conformarse con lo ordinar"
SI,AUTORITARISMO,,,MANUAL,"Si no valoras tu tiempo, tampoco lo harán los demás. Deja de regalar tu tiempo y tus talentos. Valore lo que sabe y empiece a cobrar por el"
SI,AUTORITARISMO,,,MANUAL,"si no vamos al partido de futbol, no vamos a ningun lado"
SI,AUTORITARISMO,,,MANUAL,"si tu madre quiere visitarte, que ella venga a la cas, tu no sales a ningún lado, oíst"
SI,AUTORITARISMO,,,MANUAL,"si yo me voy, nos vamos todos"
SI,AUTORITARISMO,,,MANUAL,"si, este hogar es una dictadura y soy yo el dictador"
SI,AUTORITARISMO,,,MANUAL,"son mis decisiones, y si no les gusta se pueden ir"
SI,AUTORITARISMO,,,MANUAL,"tengo mi autoestima alta, yo soy una hermosa persona"
SI,AUTORITARISMO,,,MANUAL,"tomalo como te de la gana, pero esa es mi decisió"
SI,AUTORITARISMO,,,MANUAL,tu problema es que no puedes seguir reglas..
SI,AUTORITARISMO,,,MANUAL,tu y yo tenemos una cita y tu ropa no está invitada..
SI,AUTORITARISMO,,,MANUAL,un tigre no se preocupa de la opinión de las oveja
SI,AUTORITARISMO,,,MANUAL,una nación debe someterse al criterio de su mandante
SI,AUTORITARISMO,,,MANUAL,ven y te quito las ganas…asi que no me tiente
SI,AUTORITARISMO,,,MANUAL,"vistete de otra manera, no podría tomarte de la mano si estas vestida como una put"
SI,AUTORITARISMO,,,MANUAL,yo en estas cosas nunca me equivoco
SI,AUTORITARISMO,,,MANUAL,"yo mantengo, por mi tragas, asi que debes hacer lo que yo diga.."
SI,AUTORITARISMO,,,MANUAL,yo prefiero quedarme con la culpa y no con las ganas ;)
SI,AUTORITARISMO,,,TEST,"yo si haría un trío y hasta un cuarteto, jajaja"
SI,AUTORITARISMO,,,MANUAL,"yo si haría una película porno, a la final todos terminan en lo mism"
SI,AUTORITARISMO,,,MANUAL,"yo soy el jefe de la casa, aquí se hace lo que yo dig"
SI,AUTORITARISMO,,,MANUAL,"yo soy el jefe, has lo que te digo"
SI,AUTORITARISMO,,,MANUAL,yo soy quien manda
SI,AUTORITARISMO,,,MANUAL,"yo soy quien mantiene este hogar, asi que yo decido."
SI,AUTORITARISMO,,,TEST,Claro que si es muy fundamental regularizar la prostitucion porque se ve muchos casos que las menores son raptadas para este trabajo de esclavitud y pues algunas de ellas por decision propia pero para el sustento de sus hogares ya que muchas de ellas son de escasos recursos.
SI,AUTORITARISMO,,,TEST,"creo que seria complicado, porque me gustaria que mi hijo se crie bajo mis conceptos y mis ideas"
SI,AUTORITARISMO,,,TEST,"depende, si tengo un trabajo estable para poder ayudar a mi pareja y su hijo, con la condicion de volver a empezar y dejar el pasado atras."
SI,AUTORITARISMO,,,TEST,"Podria ser que si, ya que la persona deberia tratar muy bien no solo a la pareja sino tambien a su hijo y a la vez que sea mutuo, y tener bien en claro que siempre estara esa otra persona ya sea padre o madre para velar por su hijo aunque esten separados "
SI,AUTORITARISMO,,,TEST,"pues la verdad no, cada uno debe hacerse cargo de sus errores, y principalmente aceptar los consejos y puntos de vista de las personas que intentan ayudar"
SI,AUTORITARISMO,,,TEST,"que se habra creido este idiota, aqui quien manda soy yo."
SI,AUTORITARISMO,,,TEST,"si, en el mundo de la prostitucion muchas veces se encuentran personas obligadas , y esta mal explotar a personas que no quieren ya que no es respetar su dignidad, aun asi existen personas que lo ejercen por voluntad propia y estan en su derecho."
SI,AUTORITARISMO,,,MANUAL,"si realmente me amas, pues tendras que aguantarme"
SI,AUTORITARISMO,,,MANUAL,"Si me encuentras ofensivo, entonces te sugiero que dejes de encontrarme."
SI,AUTORITARISMO,,,MANUAL,cada quien decide que ser y hacer… y en este caso la prostitucion si debe ser regulada por el estado tanto para quienes lo hacen como para quienes solicitan el servici
SI,AUTORITARISMO,,,MANUAL,"No llores, que no es para tanto"
SI,AUTORITARISMO,,,MANUAL,"todos tenemos derecho de desarrollarnos en cualquier lugar del mundo; sin embargo, los gobiernos deben priorizar las necesidades de los nativos"
SI,AUTORITARISMO,,,MANUAL,"todos tenemos los mismos derechos, sin embargo el gobierno debe exigir un record policial, pasaporte y demas documentos que verifiquen que son personas sin antecedentes penales, que no seran una carga para el pais "
SI,AUTORITARISMO,,,MANUAL,adoptaria al niño siempre y cuando el representante del niño no este en condiciones de hacerse responsable del individ
SI,AUTOSUFICIENCIA,,,TEST,A criterio mientras ella quiera ser madre y hacerse responsable de un bebe esta bien porque el bebe no debe sufrir.
SI,AUTOSUFICIENCIA,,,MANUAL,aqui se toma en cuenta en su mayor parte la responsabilidad que esta dispuesta a tomar
SI,AUTOSUFICIENCIA,,,MANUAL,cada mujer decide si ser madre soltera adoptando a su hijo o criarlo con su pareja
SI,AUTOSUFICIENCIA,,,TEST,cada quien es libre de decidir
SI,AUTOSUFICIENCIA,,,MANUAL,"cada quien tiene derecho de querer o no querer tener hijos, y a tener una libertad de decision, sin importar opinion de terceros"
SI,AUTOSUFICIENCIA,,,TEST,"cada quien tiene su opinion, las mujeres tienen derecho a buscar cualquier forma para tener un hijo y es decision de cada una."
SI,AUTOSUFICIENCIA,,,TEST,cada quien toma sus propias decisiones
SI,AUTOSUFICIENCIA,,,TEST,"claro esta que si tienen el deseo de ser madres estan en su derecho pero debe ser con responsabilidad, que el bebe tenga una calidad de vida digna y esto esta ligado al derecho de una familia"
SI,AUTOSUFICIENCIA,,,TEST,Con mucha educacion y con el deseo de tener un hijo todo es posible 
SI,AUTOSUFICIENCIA,,,MANUAL,"Con tal de que tenga estabilidad tanto laboral y emocional, sera un buen ambiente de crianza "
SI,AUTOSUFICIENCIA,,,MANUAL,"creo en la libertad de pensamiento y accion, asi que no me parece mal adoptar a hacer un proceso de inseminacion para tener un hijo, siempre que este cuente con una estabilidad economica no creo que exista nada malo en ello.  :)"
SI,AUTOSUFICIENCIA,,,TEST,"Creo que depende de la mujer ya que existen varios motivos para querer ser madre soltera , es cierto que el niño debe tener una familia, pero hay veces que nacen y crecen en una que nos es muy buena que digamos asi que todo se basa en la educacion que se le d�"
SI,AUTOSUFICIENCIA,,,MANUAL,"Creo que no es negar la posibilidad de una familia, cuando una mujer decide tomar esa responsabilidad es por su felicidad y el compromiso de formar una familia de dos brindando los mismo valores, amor y entrega en ese hogar, no lo que la sociedad nos indica."
SI,AUTOSUFICIENCIA,,,MANUAL,cualquier forma de embarazo es valido . ya que es el deseo de cada mujer .
SI,AUTOSUFICIENCIA,,,TEST,"cualquier mujer puede hacer posible un embarazo de cualquier forma , asi mismo debe el bebe tener una familia "
SI,AUTOSUFICIENCIA,,,MANUAL,de hecho las mujeres por conciencia deberian formar una familia y no quitarse el gusto de no tenerla
SI,AUTOSUFICIENCIA,,,TEST,"deberian tener una situacion laboral estable para poder criar un hijo, no solo tenerlo por que si, ya que esto demanda de mucha responsabilidad. "
SI,AUTOSUFICIENCIA,,,MANUAL,"depende de la situacion… no es egoismo es el derecho que toda mujer tiene por ser madre, y si quiere tener sola un hijo, esta bie"
SI,AUTOSUFICIENCIA,,,MANUAL,"el concepto de familia no se debe necesariamente a que un hombre debe de estar en ella como figura paterna y llamarla “familia”, si la mujer tiene el deseo y los recursos economicos para mantener a ella sola un bebe, pues se d"
SI,AUTOSUFICIENCIA,,,TEST,"en algunos casos la madre tiene todo el derecho de realizar con su cuerpo lo que desee, ya que todo lo hacen con responsabilidad y deseo y mas aun tener una familia puede ser de dos ."
SI,AUTOSUFICIENCIA,,,TEST,"en esta vida todo es posible y mas aun si se trata de cumplir un deseo ... aqui todo es valido ya que sabemos que una familia se cria con amor y sobre todo responsabilidad , asi que estoy en total acuerdo, es psoible criar a un hijo sola no es necesaria la compañia de un hombr"
SI,AUTOSUFICIENCIA,,,TEST,"En la actualidad el tener una figura paterna y materna no es sinonimo de familia, hay muchas factores en juego y eso no quiere decir que una mujer por cumplir su ""deseo"" de ser madre tenga que adaptarse q los estadares sociales..."
SI,AUTOSUFICIENCIA,,,TEST,En mi opinion si toma la decison de hacerlo con responsabilidad estabilidad esta en su deecho darle una familia como crea 
SI,AUTOSUFICIENCIA,,,MANUAL,"En primer lugar la madre debe tener la estabilidad economica, para poder mantener al niño"
SI,AUTOSUFICIENCIA,,,TEST,En primer lugar tiene que tener una buena estabilidad economica para brindarle el bienestar a es niño
SI,AUTOSUFICIENCIA,,,TEST,En realidad cada mujer siente deseo de ser madre y aunque no tenga un hombre a lado puede ser feliz y no es que sea egoista
SI,AUTOSUFICIENCIA,,,TEST,es bonito ser madre pero tambien es bonito tener una familia . Miopinio es que la mujer puede buscar cualquier forma para embarazarse pero tambien debe darle una familia al niño
SI,AUTOSUFICIENCIA,,,MANUAL,"Es cierto que las mujeres tienen libertad de decidir sobre su cuerpo, claro esta que si tienen el deseo de ser madres estan en su derecho pero debe ser con responsabilidad, que el niño tenga una calidad de vida digna y esto esta ligado al derecho de una famili"
SI,AUTOSUFICIENCIA,,,MANUAL,"es de mucha importancia ser madre y cuidar con responsabilidad, aunq no se tenga una familia por desicion de la madre , se debe respetar aquello mientras asuma las consecuencias ."
SI,AUTOSUFICIENCIA,,,MANUAL,es libre de decidir ya que hoy en dia hay mas libertad de eleccion que daños posteriore
SI,AUTOSUFICIENCIA,,,TEST,Es muy lindo ser madre pero tambien es lindo tener una familia. Cualquier madre tiene derecho a cumplir sus deseos.
SI,AUTOSUFICIENCIA,,,MANUAL,Esta bien por que al fin al cabo ese es el mayor anhelo de una familia poder tener hijos y formarla con amor
SI,AUTOSUFICIENCIA,,,MANUAL,Esta en la libertad y total responsabilidad de asumir su maternidad siempre y cuando tenga la capacidad emocional y economica.
SI,AUTOSUFICIENCIA,,,TEST,"Estructura familiar es un concepto amplio, no cabe juzgarla por criar un bebe ella sola, pero debe pensar en propiciar la concepcion sin afectar a los demas por su deseo (padre del niño). Ademas de cumplir con las necesidades de su hijo en todos los planos."
SI,AUTOSUFICIENCIA,,,TEST,"La familia debe conceptualizarse como la o las personas que le puedan entregar todo lo necesario al menor para poder desarrollarse en un buen ambiente, mientras la mujer pueda otorgarle eso al niño no habria problema."
SI,AUTOSUFICIENCIA,,,MANUAL,"La familia es fundamental y constituye el nucleo de la sociedad, pero en algunas ocasiones la madre desde sus inicios asume sola la crianza de sus hijos y eso esta bien sobre todo teniendo los recursos necesarios, inculcandoles valores y dandoles mucho amor."
SI,AUTOSUFICIENCIA,,,MANUAL,"La familia es parte fundamental para la crianza de un niño si hoy en dia la mujer desea lo puede hacer ya que esta dispuesta y comprometida con formar un hogar y darle bienestar, valores es decision de casi uno."
SI,AUTOSUFICIENCIA,,,TEST,"La familia no es una jerarquia y no tiene una estructura determinada en sus integrantes, si el individuo esta en las capacidades de proteger y proveer lo necesario al niño, es apto para la crianza"
SI,AUTOSUFICIENCIA,,,TEST,"La madre es la persona la cual trae un ser humano a este mundo. Por lo cual ella tiene en gran parte el derecho de decidir como sera el desarrollo de su hijo , la relacion con las personas que lo rodea. no brindarle una familia a su hijo.sera su responsabilidad "
SI,AUTOSUFICIENCIA,,,MANUAL,"La maternidad depende de cada mujer y de las posibilidades que tiene para ofrecer a un niño, lo puede criar sola y generar que crezca con un concepto que no solo la familia esta conformada por: padre, madre e hijos"
SI,AUTOSUFICIENCIA,,,TEST,la mujer que tiene el deseo de tener un hijo pues esta bien asi mismo me pongo a pensar que el niño tambien en un futuro tendra el deseo de tener una famili
SI,AUTOSUFICIENCIA,,,MANUAL,"la verdad cualquier mujer tiene derecho a realizar su vida como desee y si esa es su decision, pues el resto debe aceptar ."
SI,AUTOSUFICIENCIA,,,MANUAL,"las familias son diversas no siempre se requiere algo tradicional, bien puede una mujer cuidar sola a su hijo"
SI,AUTOSUFICIENCIA,,,TEST,las mujeres estan en todo el derecho de ser madres de cualquier manera posible.. pero tambien el niño tiene el derecho de tener una familia
SI,AUTOSUFICIENCIA,,,MANUAL,"las mujeres somos autosuficientes y no necesitamos de un hombre para salir adelante, y mucho menos para criar a un hijo"
SI,AUTOSUFICIENCIA,,,MANUAL,"Las mujeres son libres de elegir el hecho de estar con alguien o no, algunas simplemente tienen el deseo de ser madres. Un concepto retrogrado de familia es papa mama e hijos; actualmente la palabra familia tiene un concepto mucho mas abierto."
