NARCISISTA,RASGO_1,RASGO_2,RASGO_3,TIPO_CLASIFICACION,COMENTARIOS_LIMPIEZA
SI,AUTORITARISMO,,,MANUAL,debes obedecerme y así tendré la certeza de que me am
SI,AUTORITARISMO,,,MANUAL,Desde mi punto se vista es mucho más importante regular la esclavitu
SI,AUTORITARISMO,,,MANUAL,el estado tiene la obligacion de garantizar los derechos de todos los ciudadanos y eso tambien incluye a quienes se dedican a la prostitucion
SI,AUTORITARISMO,,,MANUAL,"el fracaso no es una opción, entendido"
SI,AUTORITARISMO,,,MANUAL,En cierta parte sería bueno la regularización de la prostitución debido a que de cierta manera existiría más fuentes de trabajo pero por otro lado no vamos a llegar a conocer los motivos por las esas personas se meten a ese 
SI,AUTORITARISMO,,,MANUAL,"en esta casa todos somos católicos, y si no te gusta prefiero que vayas de aqu"
SI,AUTORITARISMO,,,MANUAL,"en serio crees que puedes hacer esto, yo creo que no!!"
SI,AUTORITARISMO,,,MANUAL,eres mi novia y debes obeceder lo que yo diga
SI,AUTORITARISMO,,,MANUAL,"Es algo complicado,  a mi me gustaría criar a un hijo bajo mis convicciones, y con un hijo ajeno, no creo que podr�"
SI,AUTORITARISMO,,,MANUAL,Es de suma importancia esta regularización de la prostitucion para que aquellas personas no se sientan mal y tener un salario fij
SI,AUTORITARISMO,,,MANUAL,es fundamental regularizar la prostitucion porque se ve muchos casos que niñas son raptadas para este trabajo de esclavitud y pues algunas de ellas por decision propia pero para el sustento de sus hogares ya que muchas de ellas son de escasos recursos
SI,AUTORITARISMO,,,MANUAL,"es mi casa no la tuya, y se hace lo que yo quiero"
SI,AUTORITARISMO,,,MANUAL,"es preferible tener leyes que amparen este tipo de actividades, a que sean maltratadas, igual sigue siendo un trabajo"
SI,AUTORITARISMO,,,MANUAL,"esa es mi decisión, fin de la discusi�"
SI,AUTORITARISMO,,,MANUAL,"esa es mi decisión, y no se discute"
SI,AUTORITARISMO,,,MANUAL,"esas mujeres no tienen vergüenza, hay que regular con todo el peso de la ley.. La prostitucion es un mal para la socieda"
SI,AUTORITARISMO,,,MANUAL,esas pobres mujeres deberian ser desterradas a otro pais donde no estorben… no estoy de acuerdo con regularizar la prostitucion deberia erradicar
SI,AUTORITARISMO,,,MANUAL,"escucha mi consejo y hazme caso, yo sé lo que te dig"
SI,AUTORITARISMO,,,MANUAL,"esta es la forma en que siempre se ha hecho, no me interesa tu opinió"
SI,AUTORITARISMO,,,MANUAL,"esta es mi empresa, son mis reglas, y si no les gusta los despido, así de simple."
SI,AUTORITARISMO,,,MANUAL,Esta es una democracia dictatorial en la que se hace lo que yo digo
SI,AUTORITARISMO,,,MANUAL,Existen diversos factores que influyen en esta situacion pero a criterio personal no lo haria porque quiero que mis hijos sigan mis creencias y mis ideas
SI,AUTORITARISMO,,,MANUAL,"Falso dilema, prostitucion no es igual a esclavitud. Y si, debe regularse para que las personas que ejerciendo soberanamente su libertad de elegir un oficio adquieran derechos que otros trabajadores ya tienen. "
SI,AUTORITARISMO,,,MANUAL,"hasta que cumplas los 18 años, tienes que obecederm"
SI,AUTORITARISMO,,,MANUAL,hay que promulgar leyes que permitan controlar la prostitucion
SI,AUTORITARISMO,,,MANUAL,la prensa debe hablar o callar cuando su mandante así lo ordene.
SI,AUTORITARISMO,,,MANUAL,"la prostitucion es un trabajo, y como tal hay que regularlo con leyes que amparen a sus trabajadores"
SI,AUTORITARISMO,,,MANUAL,"la prostitucion no es un trabajo digno, se deberia regular de forma muy rigida"
SI,AUTORITARISMO,,,MANUAL,"las cosas se hacen bien hechas, o mejor no hagas nada."
SI,AUTORITARISMO,,,MANUAL,"lo que yo digo se hace, y no esta en discusion"
SI,AUTORITARISMO,,,MANUAL,"me interesa un pueblo obediente, no quiero que piensen"
SI,AUTORITARISMO,,,MANUAL,"mientras vivan bajo mi techo, comen y visten como yo digo"
SI,AUTORITARISMO,,,MANUAL,"Mientras vivas bajo mi mismo techo, seguiras mis reglas"
SI,AUTORITARISMO,,,MANUAL,mientras yo viva me van a obedecer
SI,AUTORITARISMO,,,MANUAL,mis decisiones no se analizan solo se ejecutan
SI,AUTORITARISMO,,,MANUAL,"ni yo soy gaga ni usted es sordo, tiene que hacer lo que le dije"
SI,AUTORITARISMO,,,MANUAL,"no cre q sea una esclavitud, cada quien tiene la opcion de elegir que quiere ser.. Entonces mas bien creo necesario y conveniente regular la prostitucion"
SI,AUTORITARISMO,,,MANUAL,no creo que regular este oficio tan antiguo sea someter a la esclavitud a quienes lo desempeñan… mas bien creo que es una contribucion para garantizar sus derec
SI,AUTORITARISMO,,,MANUAL,no es una imposición pero si una razón de vi
SI,AUTORITARISMO,,,MANUAL,"no estoy pidiendo tu opinion, no me interesa.. Entendiste!!"
SI,AUTORITARISMO,,,MANUAL,"no me importa si es ético o no, si es legal, hágalo y punt"
SI,AUTORITARISMO,,,MANUAL,no se les olvide que yo soy su jefe.
SI,AUTORITARISMO,,,MANUAL,"no te atrevas a desobedecer mis reglas, sino te irá muy mal."
SI,AUTORITARISMO,,,MANUAL,"no te estoy preguntando, entendido!!"
SI,AUTORITARISMO,,,MANUAL,"No te estoy preguntando, te lo estoy exigiendo, entendiste!!!"
SI,AUTORITARISMO,,,MANUAL,"no, más importante es regular la esclavitud"
SI,AUTORITARISMO,,,MANUAL,"ojo por ojo, diente por diente!!, hay que poner mano dura.."
SI,AUTORITARISMO,,,MANUAL,"osea, yo no puedo opinar?, NO, no puedes opinar"
SI,AUTORITARISMO,,,MANUAL,pago tus estudios y solo quieres jugar mmvg. Mejor no hubiera tenido un hijo como tú.
SI,AUTORITARISMO,,,MANUAL,"para que te casaste conmigo, sino me ibas a obedecer"
SI,AUTORITARISMO,,,MANUAL,"pedazo de bestia, eso no es lo que te pedí"
SI,AUTORITARISMO,,,MANUAL,"podria pensarse q esta mal, pero la realidad social es otra, entonces lo mejor es regularlo "
SI,AUTORITARISMO,,,MANUAL,Porque lo digo yo... y punto
SI,AUTORITARISMO,,,MANUAL,porque yo lo digo y punto
SI,AUTORITARISMO,,,MANUAL,"puse orden en tu vida, y aún así te atreves a cuestionar mis decisiones. Eres una mal agradecida"
SI,AUTORITARISMO,,,MANUAL,quiero que pruebes con resultados lo que dices.
SI,AUTORITARISMO,,,MANUAL,quiero que termines este trabajo para mañan
SI,AUTORITARISMO,,,MANUAL,recuerden que todos sin excepción deben llegar temprano
SI,AUTORITARISMO,,,MANUAL,regular la prostitucion 
SI,AUTORITARISMO,,,MANUAL,regularía la esclavitu
SI,AUTORITARISMO,,,MANUAL,"si consideras que tu opinión tiene mas peso que la mia, preparate para quedarte sol"
SI,AUTORITARISMO,,,MANUAL,"Si me encuentras ofensivo, entonces te sugiero que dejes de encontrarme."
SI,AUTORITARISMO,,,MANUAL,"si no apoyas mi idea, el desempleo te espera"
SI,AUTORITARISMO,,,MANUAL,"Si no haces esto, te voy a castigar"
SI,AUTORITARISMO,,,MANUAL,"si no vamos al partido de futbol, no vamos a ningun lado"
SI,AUTORITARISMO,,,MANUAL,"si realmente me amas, pues tendras que aguantarme"
SI,AUTORITARISMO,,,MANUAL,Si se deberia imponer la regularizacion de la prostitucion ya que con esto se abriria mas fuentes de trabajo para personas que realmente no tienen de otra manera por donde generar ingresos.
SI,AUTORITARISMO,,,MANUAL,"si tu madre quiere visitarte, que ella venga a la cas, tu no sales a ningún lado, oíst"
SI,AUTORITARISMO,,,MANUAL,"si yo me voy, nos vamos todos"
SI,AUTORITARISMO,,,MANUAL,"si, este hogar es una dictadura y soy yo el dictador"
SI,AUTORITARISMO,,,MANUAL,"Si, ya que se han visto muchas irregularidades en ese campo, tanto mujeres que son obligadas a realizarlos y lugares que son inapropiados para desarrollar dicha actividad"
SI,AUTORITARISMO,,,MANUAL,"Si. ya que aunque no se regularice seguira existiendo ,entonces seria mejor darle una formalizacion"
SI,AUTORITARISMO,,,MANUAL,"son mis decisiones, y si no les gusta se pueden ir"
SI,AUTORITARISMO,,,MANUAL,te guste o no se hace lo que yo digo
SI,AUTORITARISMO,,,MANUAL,"Te guste o no, yo decido lo que se hace!!"
SI,AUTORITARISMO,,,MANUAL,"tomalo como te de la gana, pero esa es mi decisió"
SI,AUTORITARISMO,,,MANUAL,tu problema es que no puedes seguir reglas..
SI,AUTORITARISMO,,,MANUAL,"yo mantengo, por mi tragas, asi que debes hacer lo que yo diga.."
SI,AUTORITARISMO,,,MANUAL,"yo soy el jefe de la casa, aquí se hace lo que yo dig"
SI,AUTORITARISMO,,,MANUAL,"yo soy el jefe, has lo que te digo"
SI,AUTORITARISMO,,,MANUAL,yo soy quien manda
SI,AUTORITARISMO,,,MANUAL,"yo soy quien mantiene este hogar, asi que yo decido."
SI,AUTOSUFICIENCIA,,,MANUAL,A criterio mientras ella quiera ser madre y hacerse responsable de un bebe esta bien por que los niños no deben sufrir
SI,AUTOSUFICIENCIA,,,MANUAL,aqui se toma en cuenta en su mayor parte la responsabilidad que esta dispuesta a tomar
SI,AUTOSUFICIENCIA,,,MANUAL,arriba el ateismo!!!
SI,AUTOSUFICIENCIA,,,MANUAL,"aunque no es bien visto en nuestra sociedad, pero si la mujer tiene una mejor posicion economica, ella podria asumir el gasto"
SI,AUTOSUFICIENCIA,,,MANUAL,Cada individuo tiene la libertad de elegir en que creer
SI,AUTOSUFICIENCIA,,,MANUAL,cada mujer decide si ser madre soltera adoptando a su hijo o criarlo con su pareja
SI,AUTOSUFICIENCIA,,,MANUAL,"cada persona tiene libertad de hacer lo que quiera asumiendo las consecuencias, pero si es un deseo, anhelo y lo puede cumplir en su totalidad, yo estaria de acuerdo."
SI,AUTOSUFICIENCIA,,,MANUAL,Cada quien cree en lo que quiera creer 
SI,AUTOSUFICIENCIA,,,MANUAL,cada quien es libre de decidir
SI,AUTOSUFICIENCIA,,,MANUAL,"cada quien tiene derecho de querer o no querer tener hijos, y a tener una libertad de decision, sin importar opinion de terceros"
SI,AUTOSUFICIENCIA,,,MANUAL,"cada quien tiene su opinion, las mujeres tienen derecho a buscar cualquier forma para tener un hijo y es decision de cada una."
SI,AUTOSUFICIENCIA,,,MANUAL,cada quien toma sus propias decisiones
SI,AUTOSUFICIENCIA,,,MANUAL,"Con tal de que tenga estabilidad tanto laboral y emocional, sera un buen ambiente de crianza "
SI,AUTOSUFICIENCIA,,,MANUAL,"creo en la libertad de pensamiento y accion, asi que no me parece mal adoptar a hacer un proceso de inseminacion para tener un hijo, siempre que este cuente con una estabilidad economica no creo que exista nada malo en ello.  :)"
SI,AUTOSUFICIENCIA,,,MANUAL,"Creo que no es negar la posibilidad de una familia, cuando una mujer decide tomar esa responsabilidad es por su felicidad y el compromiso de formar una familia de dos brindando los mismo valores, amor y entrega en ese hogar, no lo que la sociedad nos indica."
SI,AUTOSUFICIENCIA,,,MANUAL,cualquier forma de embarazo es valido . ya que es el deseo de cada mujer .
SI,AUTOSUFICIENCIA,,,MANUAL,"cualquier mujer puede hacer posible un embarazo de cualquier forma , asi mismo debe el niño tener una familia"
SI,AUTOSUFICIENCIA,,,MANUAL,de hecho las mujeres por conciencia deberian formar una familia y no quitarse el gusto de no tenerla
SI,AUTOSUFICIENCIA,,,MANUAL,"deberian tener una situacion laboral estable para poder criar un hijo, no solo tenerlo por que si, ya que esto demanda de mucha responsabilidad. "
SI,AUTOSUFICIENCIA,,,MANUAL,"depende de la situacion… no es egoismo es el derecho que toda mujer tiene por ser madre, y si quiere tener sola un hijo, esta bie"
SI,AUTOSUFICIENCIA,,,MANUAL,dios no tiene poder sobre mi
SI,AUTOSUFICIENCIA,,,MANUAL,"el concepto de familia no se debe necesariamente a que un hombre debe de estar en ella como figura paterna y llamarla “familia”, si la mujer tiene el deseo y los recursos economicos para mantener a ella sola un bebe, pues se d"
SI,AUTOSUFICIENCIA,,,MANUAL,"el deseo de algunas mujeres es tener hijos sin familia, osea sin la figura del padre, yo estoy de acuerdo, eso sucede mucho en nuestra realidad.. Aunque no lo buscan, simplemente sucede"
SI,AUTOSUFICIENCIA,,,MANUAL,"el miedo es estúpido, arrepentirse tambi�"
SI,AUTOSUFICIENCIA,,,MANUAL,"El ser madre va mas alla de lo que diga una sociedad creo que es el amor mas noble que podemos dar, hay personas que no saben lo que es amor y niegan esas posibilidades"
SI,AUTOSUFICIENCIA,,,MANUAL,"en algunos casos la madre tiene todo el derecho de realizar con su cuerpo lo que desee, ya que todo lo hacen con responsabilidad y deseo y mas aun tener una familia puede ser de dos ."
SI,AUTOSUFICIENCIA,,,MANUAL,"en esta vida todo es posible y mas aun si se trata de cumplir un deseo ... aqui todo es valido ya que sabemos que una familia se cria con amor y sobre todo responsabilidad , asi que estoy en total acuerdo, es psoible criar a un hijo sola no es necesaria la compañia de un hombr"
SI,AUTOSUFICIENCIA,,,MANUAL,"EN OCASIONES EL DESEO DE SER MADRE ES MAYOR, A LA SIMPLE IDEA QUE ESTO ABARCA , LA RESPONSABILIDAD DE ELLO, NO ES SUFICIENTE PARA ELLAS."
SI,AUTOSUFICIENCIA,,,MANUAL,"En primer lugar la madre debe tener la estabilidad economica, para poder mantener al niño"
SI,AUTOSUFICIENCIA,,,MANUAL,En realidad cada mujer siente deseo de ser madre y aunque no tenga un hombre a lado puede ser feliz y no es que sea egoista
SI,AUTOSUFICIENCIA,,,MANUAL,"Es cierto que las mujeres tienen libertad de decidir sobre su cuerpo, claro esta que si tienen el deseo de ser madres estan en su derecho pero debe ser con responsabilidad, que el niño tenga una calidad de vida digna y esto esta ligado al derecho de una famili"
SI,AUTOSUFICIENCIA,,,MANUAL,"es de mucha importancia ser madre y cuidar con responsabilidad, aunq no se tenga una familia por desicion de la madre , se debe respetar aquello mientras asuma las consecuencias ."
SI,AUTOSUFICIENCIA,,,MANUAL,es libre de decidir ya que hoy en dia hay mas libertad de eleccion que daños posteriore
SI,AUTOSUFICIENCIA,,,MANUAL,Es mejor estar sola que infeliz con alguien
SI,AUTOSUFICIENCIA,,,MANUAL,es mejor ser un pecador feliz jajajaja
SI,AUTOSUFICIENCIA,,,MANUAL,"es mi vida, no te metas"
SI,AUTOSUFICIENCIA,,,MANUAL,Es muy lindo ser madre pero tambien es lindo tener una familia. Cualquier madre tiene derecho a cumplir sus deseos.
SI,AUTOSUFICIENCIA,,,MANUAL,ES SU DESICION PORQUE YA SON ADULTAS 
SI,AUTOSUFICIENCIA,,,MANUAL,"Es una pregunta muy personal, creo que no es algo que se deba debatir. Las personas deciden como vivir, como criar y a quien hacerlo. Aun asi es maravilloso ver como crian a niños que necesitan una familia y tener un vida digna"
SI,AUTOSUFICIENCIA,,,MANUAL,Esta bien por que al fin al cabo ese es el mayor anhelo de una familia poder tener hijos y formarla con amor
SI,AUTOSUFICIENCIA,,,MANUAL,"estoy de acuerdo, una mujer puede someterse a cualquier medio para ser madre si es su deseo y se tienen los recursos economicos y una estabilidad emocional fuerte"
SI,AUTOSUFICIENCIA,,,MANUAL,Felices son aquellos que se atreven valientemente a defender lo que aman.
SI,AUTOSUFICIENCIA,,,MANUAL,"La familia debe conceptualizarse como la o las personas que le puedan entregar todo lo necesario al menor para poder desarrollarse en un buen ambiente, mientras la mujer pueda otorgarle eso al niño no habria problema."
SI,AUTOSUFICIENCIA,,,MANUAL,"La familia es fundamental y constituye el nucleo de la sociedad, pero en algunas ocasiones la madre desde sus inicios asume sola la crianza de sus hijos y eso esta bien sobre todo teniendo los recursos necesarios, inculcandoles valores y dandoles mucho amor."
SI,AUTOSUFICIENCIA,,,MANUAL,"La familia es parte fundamental para la crianza de un niño si hoy en dia la mujer desea lo puede hacer ya que esta dispuesta y comprometida con formar un hogar y darle bienestar, valores es decision de casi uno."
SI,AUTOSUFICIENCIA,,,MANUAL,"la masturbacion no es un pecado, ademas es saludable jajaja :)"
SI,AUTOSUFICIENCIA,,,MANUAL,"la masturbacion no es un pecado, y no tiene nada que ver con la religion.."
SI,AUTOSUFICIENCIA,,,MANUAL,"La maternidad depende de cada mujer y de las posibilidades que tiene para ofrecer a un niño, lo puede criar sola y generar que crezca con un concepto que no solo la familia esta conformada por: padre, madre e hijos"
SI,AUTOSUFICIENCIA,,,MANUAL,"la verdad cualquier mujer tiene derecho a realizar su vida como desee y si esa es su decision, pues el resto debe aceptar ."
SI,AUTOSUFICIENCIA,,,MANUAL,"las familias son diversas no siempre se requiere algo tradicional, bien puede una mujer cuidar sola a su hijo"
SI,AUTOSUFICIENCIA,,,MANUAL,"las mujeres somos autosuficientes y no necesitamos de un hombre para salir adelante, y mucho menos para criar a un hijo"
SI,AUTOSUFICIENCIA,,,MANUAL,"las mujeres somos independientes y autosuficientes, si queremos aceptar esa gran responsabilidad de traer hijos al mundo, y cumplir ese hermoso sueño de ser madre, esta bien!!! :"
SI,AUTOSUFICIENCIA,,,MANUAL,"Las mujeres son libres de elegir el hecho de estar con alguien o no, algunas simplemente tienen el deseo de ser madres. Un concepto retrogrado de familia es papa mama e hijos; actualmente la palabra familia tiene un concepto mucho mas abierto."
SI,AUTOSUFICIENCIA,,,MANUAL,las personas son dueñas de su propio destino
SI,AUTOSUFICIENCIA,,,MANUAL,"las religiones no sirven, son una mentira, es mejor ser una buena persona bajo nuestros propios pensamientos�"
SI,AUTOSUFICIENCIA,,,MANUAL,los que se cubren bajo una religion muchas veces son los peores seres humanos.. La religion no ayuda en nada
SI,AUTOSUFICIENCIA,,,MANUAL,"Me da lo mismo, contigo o sin ti, yo puedo!"
SI,AUTOSUFICIENCIA,,,MANUAL,me importa un culo tu opinió
SI,AUTOSUFICIENCIA,,,MANUAL,mejor déjame hacerlo a mi solo..
SI,AUTOSUFICIENCIA,,,MANUAL,Mientas exista estabilidad en el hogar no creo que sea un mayor problema
SI,AUTOSUFICIENCIA,,,MANUAL,Mientras la mujer c haga responsable de las consecuencias todo esta bien.
SI,AUTOSUFICIENCIA,,,MANUAL,"mientras no le pida nada a nadie, tiene todo el derecho de traer un hijo al mundo, en la forma que quiera y con quien quiera"
SI,AUTOSUFICIENCIA,,,MANUAL,"muchas mujeres forman un hogar ""estructurado"" sin embargo es un infierno para los hijos, entonces no siempre una familia con mama, papa e hijos son totalmente felices, por eso creo que bien puede una mujer cuidar sola a un hijo.."
SI,AUTOSUFICIENCIA,,,MANUAL,"Muchas veces la mujer busca sentir ese deseo de ser madres sin depender de alguien, si esa mujer esta economicamente estable y cuenta con tiempo para cuidar a ese niño pues estaria en todo su derecho"
SI,AUTOSUFICIENCIA,,,MANUAL,Ninguna mujer debe olvidar nunca que ella no necesita a nadie que no la necesite a ella
SI,AUTOSUFICIENCIA,,,MANUAL,"no creo en las religiones, todos tenemos libre alberdrio"
SI,AUTOSUFICIENCIA,,,MANUAL,"no hay que depender de nada ni de nadie en este mundo, porque hasta tu sombra te abandona cuando estas en la oscuridad"
SI,AUTOSUFICIENCIA,,,MANUAL,"no me interesa la opinion de la gente sobre mi vida, mi trabajo, amistades y amores.. Tengo mi propia forma de hacer las cosas, sea buena o sea mala es la mia"
SI,AUTOSUFICIENCIA,,,MANUAL,No podrías manejarme incluso si viniera con un manual de instrucciones
SI,AUTOSUFICIENCIA,,,MANUAL,no ruego ni espero nada de nadie
SI,AUTOSUFICIENCIA,,,MANUAL,"no se necesita a un hombre para tener un hogar estable, las familias son diversas y se pueden formar con la solo la mama y el hijo"
SI,AUTOSUFICIENCIA,,,MANUAL,"no se trata de egoismo, a veces son las circunstancias, y la gente podria juzgar sin saber.. Ademas si se puede hacer todo sola esta bien cuidar al hijo"
SI,AUTOSUFICIENCIA,,,MANUAL,no te necesito para maldita la cosa
SI,AUTOSUFICIENCIA,,,MANUAL,No te necesito para nada!
SI,AUTOSUFICIENCIA,,,MANUAL,"no te preocupes por mi, yo puedo sola"
SI,AUTOSUFICIENCIA,,,MANUAL,"No tiene nada de malo que una familia sea solo de madre e hijo, mientras una madre tenga los recursos necesarios para brindarle una vida digna a sus hijos no esta nada mal, no es necesario que el padre del niño este presente para llamar la hogar FAMILI"
SI,AUTOSUFICIENCIA,,,MANUAL,"pienso que no se esta negando ninguna posibilidad, si se tiene la madurez necesaria se puede enfrentar sola ese reto y sacar adelante a su hijo"
SI,AUTOSUFICIENCIA,,,MANUAL,por caballerosidad debe pagar el hombre!!
SI,AUTOSUFICIENCIA,,,MANUAL,Por eso respeto lo que piensen y crean los demas
SI,AUTOSUFICIENCIA,,,MANUAL,prefiero hacerlo sola.
SI,AUTOSUFICIENCIA,,,MANUAL,"prefiero no hablar de religiones, ninguna me agrada"
SI,AUTOSUFICIENCIA,,,MANUAL,prefiero pecar y masturbarme!!!
SI,AUTOSUFICIENCIA,,,MANUAL,Pues si pueden y quieren tienen derecho a cumplir su sueño de ser madres de cualquier form
SI,AUTOSUFICIENCIA,,,MANUAL,pues son decisiones de cada perosona y no se deberia juzgar.
SI,AUTOSUFICIENCIA,,,MANUAL,"que es su decision ,ellas seran responsables de ese nuevo ser"
SI,AUTOSUFICIENCIA,,,MANUAL,se vive mejor sin esperar nada de nadie
SI,AUTOSUFICIENCIA,,,MANUAL,"Ser madre soltera no es ningun crimen, y una familia no deja de ser familia por no tener a una pareja sentimental, en este caso la figura paterna. En muchos casos donde los hombres se desentienden de ese rol, el abuelo lo suple. "
SI,AUTOSUFICIENCIA,,,MANUAL,"Seria bueno que traten de socializar sobre la adopcion de niños que estan sin un hogar, pero a la vez respetar los criterios que tiene esa mujer al tratar de tener un ni�"
SI,AUTOSUFICIENCIA,,,MANUAL,"Si bien es cierto todo los niños tienen derecho a tener una familia, sin embargo existimos mujeres que tenemos el deseo de ser madres biologicas, de sentir como crece un ser dentro de nosotras, y contra ese deseo nadie se puede oponer.!!"
SI,AUTOSUFICIENCIA,,,MANUAL,si estoy en total acuerdo que tengan un hijo ya que es un deseo que toda mujer tiene.
SI,AUTOSUFICIENCIA,,,MANUAL,"si mi pareja no tiene dinero o esta en un mal momento economico, yo como mujer tambien podria asumir ese gasto"
SI,AUTOSUFICIENCIA,,,MANUAL,"si yo invito, yo pago"
SI,AUTOSUFICIENCIA,,,MANUAL,"siempre que la mujer este preparada en todos los sentidos y sea consciente de esa enorme responsabilidad, pienso que no habria problema"
SI,AUTOSUFICIENCIA,,,MANUAL,sin lugar a duda cualquiera puede cumplir un deseo si se lo propone .. tambien hay que ser conscientes de dar la vida y una familia a una criatura inocente
SI,AUTOSUFICIENCIA,,,MANUAL,"solo es un pensamiento, una forma de decirlo, pero las mujeres son libres de hacer lo que quieran con su cuerpo y con su vida"
SI,AUTOSUFICIENCIA,,,MANUAL,"tarde o temprano nos toca estar solos, hay que aprender a caminar sin nadie.."
SI,AUTOSUFICIENCIA,,,MANUAL,"toda mujer esta en su derecho de tener un hijo ... asi sea la manera que sea y tambien ssabemos llamar familia a solo dos personas , no es necesario tener muchas personas a nuestro alrededor"
SI,AUTOSUFICIENCIA,,,MANUAL,"todo es posible en esta vida , siempre y cuando todas las personas nos hagamos responsable de nuestros actos"
SI,AUTOSUFICIENCIA,,,MANUAL,"todos somos dueños de nuestro destino, la religion no tiene nada que ver… ademas todos somos pecadores de accion o pensamie"
SI,AUTOSUFICIENCIA,,,MANUAL,"todos somos imperfectos, la religion no salva a nadie de sus pecados.."
SI,AUTOSUFICIENCIA,,,MANUAL,"todos somos pecadores, y masturbarse no es malo"
SI,AUTOSUFICIENCIA,,,MANUAL,una madre soltera hoy en dia es un paradigma ante la sociedad y criticas de las personas incluso en el mismo entorno familiar
SI,AUTOSUFICIENCIA,,,MANUAL,Viviendo mi vida a mi manera
SI,AUTOSUFICIENCIA,,,MANUAL,yo no dependo de nadie en este mundo..
SI,AUTOSUFICIENCIA,,,MANUAL,yo no estoy para mendigar ni amor ni atencion ni amistad. Agradezco a los que estan y a los que se van les deseo buena suerte
SI,AUTOSUFICIENCIA,,,MANUAL,yo no ruego a nadie… si se va que se va
SI,AUTOSUFICIENCIA,,,MANUAL,YO OPINO QUE ES SU DECISIoN SI ELLAS QUIEREN TENER UN HIJO ES SU PROBLEMA
SI,AUTOSUFICIENCIA,,,MANUAL,Yo puedo sola
SI,AUTOSUFICIENCIA,,,MANUAL,"yo siempre obtengo lo que quiero, a como de lugar"
SI,AUTOSUFICIENCIA,,,MANUAL,"yo soy ateo, no creo en eso.. Solo en los propios actos"
SI,AUTOSUFICIENCIA,,,MANUAL,"Yo sufro por mis problemas, no por los ajenos..y menos los de mis enemigos.."
SI,EXHIBICIONISMO,,,MANUAL,"a veces es necesario saltarse algunas reglas ""morales"" e ir directamente al objetivo… aqui es justificar los medios, todos saldremos ganando y con un momento de extasis fantastico "
SI,EXHIBICIONISMO,,,MANUAL,a veces hay que exponerse un poquito para alcanzar grandes cosas
SI,EXHIBICIONISMO,,,MANUAL,"abrazarte con mi pasión y liberar muchos orgamos en ti, eso quiero"
SI,EXHIBICIONISMO,,,MANUAL,acaso no es el sexo lo que nos da placer!
SI,EXHIBICIONISMO,,,MANUAL,adoro los placeres sencillos; adoro el sexo!!
SI,EXHIBICIONISMO,,,MANUAL,bésame suavemente y que todos sientan envidi
SI,EXHIBICIONISMO,,,MANUAL,claro que me gusta ser el centro de atención
SI,EXHIBICIONISMO,,,MANUAL,claro que me pondría un vestido con transparencias.
SI,EXHIBICIONISMO,,,MANUAL,"con este vestido me veo muy sexy, me lo pondré más segui"
SI,EXHIBICIONISMO,,,MANUAL,cualquier forma de amar hay que aprovecharla y eso incluye el sexo sucio
