NARCISISTA,RASGO_1,RASGO_2,RASGO_3,TIPO_CLASIFICACION,COMENTARIOS_LIMPIEZA
NO,NINGUNO,,,TEST,son mujeres de autoestima muy baja y de manera inresponsable traen al mundo un ser a sufrir
NO,NINGUNO,,,TEST,"Deben encontrar a la persona indicada, para que sus hijos crezcan en un ambiente adecuado "
NO,NINGUNO,,,MANUAL,Que es una madre egoista
NO,NINGUNO,,,MANUAL,yo opino que es injusto para el niño no tener una familia
NO,NINGUNO,,,MANUAL,Algunas madres no tienen la posibilidad de tener un hijo Y anelan tener uno buscando culquier forma de embarazarse en algunos casos no hay la posibilidad de que tengan un hijo Pero hay madres q abandonan a sus hijo En ves de darlo en adopcion
NO,NINGUNO,,,MANUAL,es un acto que muchas mujeres no deben cometer ya que los niños tienen derecho a una famili
NO,NINGUNO,,,MANUAL,"todos tenemos derecho a una familia, nadie es la excepcion..."
NO,NINGUNO,,,TEST,"es muy importante que tengan una familia ,es mas todos tenemos derecho a una familia y sobre todo de la mera que cualquier mujer crea conveniente"
NO,NINGUNO,,,MANUAL,"Opino que no esta bien, todos necesitamos de una familia ya sea amor,convivir con demas personas.."
NO,NINGUNO,,,MANUAL,"se consideran egoista si tiene pareja, y sus familiares quizas no le apoyen "
NO,NINGUNO,,,TEST,"Pues no esta bien hacer eso, ya que una madre debe estar preparada y no estar con un simple deseo de ser madre sin medir consecuencias "
NO,NINGUNO,,,TEST,si le daria la oportunidad de tener una familia
NO,NINGUNO,,,TEST,"Deberian ser conscientes en que un niño necesita una familia para su estabilidad emocional y personal, y no es cualquier cosa traer un niño al mund"
NO,NINGUNO,,,TEST,"toda mujer tiene el deseo de ser madre, sin embargo todo niño debe tener una famili"
NO,NINGUNO,,,TEST,"Los niños tienen derecho a una vida dentro del entorno de una familia, pero una familia no simplemente significa que existan o comparten lazos de sangre, sino que implica tener un nombre o un hogar. No estoy de acuerdo ."
NO,NINGUNO,,,TEST,es deicion de cada mujer pero ella debe tomar en cuenta que esta mal lo que esta haciendo 
NO,NINGUNO,,,MANUAL,no esta en lo correcto que la mujer tome esa desicion 
NO,NINGUNO,,,TEST,no siente amor propio peor aun de un ser que nace de tu ser
NO,NINGUNO,,,TEST,esas madres no entienden el valor de la familia
NO,NINGUNO,,,TEST,buscar cualquier forma para que una mujer pueda tener un hijo esta bien Ya que hay que respetar a toda mujer y sus decisiones. Por otro lado no estoy de acuerdo con que nieguen una familia al niño
NO,NINGUNO,,,TEST,todo es valido en esta vida .
NO,NINGUNO,,,TEST,"es decision propia, asi tenga o no tenga apoyo"
NO,NINGUNO,,,TEST,que son irresponsables emocionales
NO,NINGUNO,,,TEST,no debemos negar una familia a un niño perp cualqioer deseo c puede cumplir 
NO,NINGUNO,,,TEST,no tiene amor propio peor para un ser que nace de sus entraña
NO,NINGUNO,,,TEST,negar una familia a un niño esta super mal..
NO,NINGUNO,,,TEST,Hay que hacer las cosas con responsabilidad
NO,NINGUNO,,,TEST,no debemos negar una familia a un bebe aunq querramos cumplir el deseo de ser madres
NO,NINGUNO,,,MANUAL,"Primero que nada pienso que no esta bien ya que apurar un avance del ser humano al quedar embarazadas por solo buscar placer y dar a luz a un bebe y no querer darle familia, ps que esperabas al tener relaciones sexuales, un telefono?"
NO,NINGUNO,,,TEST,"El derecho de tener una familia es necesario para un niño o niña,ya que al no tener figuras paternales este sufriria problemas psicologicos y sociales que a largo plazo podria sufrir grandes consecuencias Al igual que burlas o abusos asia su person"
NO,NINGUNO,,,TEST,"buscar cualquier forma para embarazarse no es malo , lo malo es negar el derecho a una familia"
NO,NINGUNO,,,TEST,estoy en total desacuerdo que niguen una familia al niño
NO,NINGUNO,,,TEST,no estoy de acuerdo
NO,NINGUNO,,,TEST,no estoy de acuerdo que las mujeres tomen ese tipo de desicion
NO,NINGUNO,,,TEST,de cualquier otra forma las mujeres no deben negar es derecho de esa personita 
NO,NINGUNO,,,TEST,si en algo cada mujer debe ser que un nuevo ser debe tener una familia.
NO,NINGUNO,,,TEST,"es de mucha apariencia que las mujeres quieran ser madres, hay algunas que no quieren serlo, pero bueno cada quien usa su cuerpo como le parezca, asi mismo no m parece que niegue una familia a un niño"
NO,NINGUNO,,,TEST,no estoy de acuerdo
NO,NINGUNO,,,TEST,"Deberian ser conscientes en que un niño necesita una familia para su estabilidad emocional y personal, y no es cualquier cosa traer un niño al mund"
NO,NINGUNO,,,TEST,no es de valientes negar a una familia y menos aun tener un hijo de cualquier manera 
NO,NINGUNO,,,MANUAL,contexto por favor.
NO,NINGUNO,,,TEST,Todos a simple vista deberian opinar que no porque es de muy mala descion que niguen una familia a uns er 
NO,NINGUNO,,,TEST,"Que la mujer quiera tener un niño esta bien , pero que si quiere negarle todo esta mal , no estoy de acuerdo"
NO,NINGUNO,,,TEST,En muchos casos eso es incorrecto ya que no se debe negar nada a nadir
NO,NINGUNO,,,TEST,si estoy en total acuerdo que tengan un hijo ya que es un deseo que toda mujer tiene.
NO,NINGUNO,,,TEST,Es muy polemico esta pregunta pero en realidad no estoy de acuedo con ese tipo de mujeres y ee tipo de desiciones 
NO,NINGUNO,,,MANUAL,"Si es mi hijo, buscaria ayuda profesional para ver si es posible un tratamiento y si en tal caso no hay, es mi hijo porque lo daria en adopcion?"
NO,NINGUNO,,,MANUAL,"Que una criatura presente una malformacion no deberia librarnos de responsabilidad por esa vida que ya esta formada, lo mejor es hacer frente."
NO,NINGUNO,,,TEST,"buscaria ayuda profesional y estaria con el en todo su proceso, no dejarlo solo en su tiempo de creciento y formacion personal para enseñarle que sigue siendo una persona y no tiene porque subir discriminacion de nadie en general"
NO,NINGUNO,,,TEST,"Un hijo siempre sera una bendicion con todo y sus defectos, hay que aceptarlos tal y como son"
NO,NINGUNO,,,TEST,"Un hijo es una bendicion y no merece ser dado en adopcion, sino qur buscar estrategias y ayuda medica para mejorar su diario vivir."
NO,NINGUNO,,,MANUAL,yo si daria en adopcion
NO,NINGUNO,,,TEST,"Pues lo ayudaria en lo que mas pueda pero no lo daria en adopcion, ni que muera."
NO,NINGUNO,,,TEST,Le apoyaria para realizarle algun procedimiento medico para mejorar su diario vivir.
NO,NINGUNO,,,TEST,Lo ayudaria en lo que mas pueda para mejorar su vida
NO,NINGUNO,,,TEST,"Ninguna de las dos opciones, como madre tocaria apoyarlo en todo lo que uno pueda con tratamientos medico."
NO,NINGUNO,,,TEST,Le daria fuerzas para vivir y ayudaria en lo que mas pueda en alguna fundacion para ayudar de niños con problemas de malformacio
NO,NINGUNO,,,TEST,Le brindaria ayuda sicologica y medica pero no lo daria en adopcion peor lo dejaria morir
NO,NINGUNO,,,TEST,Solo Dios es quien da o quita la vida lo recibiria con mucho amor y lo cuidaria es una Bendicion de Dios
NO,NINGUNO,,,TEST,"Lo aceptaria como es, dandole cariño y amo"
NO,NINGUNO,,,TEST,"Elegiria que no le abandonaria, es mas le ayudaria, Buscaria de un profesional medico para su tratamiento, que se sienta mejor"
NO,NINGUNO,,,MANUAL,"Crear conciencia sobre este problema frecuente, pero tambien a impulsar el desarrollo y la implementacion de programas  para prevenirlo, y ampliar los servicios de salud que refieren y atienden a todas las personas con defectos de nacimiento"
NO,NINGUNO,,,MANUAL,"Yo buscaria informacion sobre como tratar eso, y ayudarlo a que los comentarios no le afecten en gran manera"
NO,NINGUNO,,,TEST,"Creo que falta una tercera opcion, que es aceptar, amar y apoyar a ese bebe como lo que es, un hijo"
NO,NINGUNO,,,MANUAL,"Ni una de las  dos opciones,son niños no se merecen eso ,hay que quererlos mucho"
NO,NINGUNO,,,TEST,Si a mi hijo le diagnostican mala formacion lucharia dia a dia con el pero no lo dejara botado en el hospital o lo aportaria ni mucho menos lo daria en adopcion por que es una vida que sea como sea me va hacer feliz  y sea feliz solo conmigo
NO,NINGUNO,,,MANUAL,"Optaria por interrumpir el embarazo, pero no por razones estupidas como evitar cuidarlo o discriminacion. Simplemente lo haria, pues considero que no"
NO,NINGUNO,,,MANUAL,un hijo es una bendicion
NO,NINGUNO,,,MANUAL,"No , buscaria la manera de tenerlo en muy buen cuidado para que su enfermedad no siga aumentando"
NO,NINGUNO,,,TEST,"No lo daria en adopcion ni mucho menos preferiria que muera, lo cuidaria."
NO,NINGUNO,,,TEST,"Prefiero hacerle un tratamiento medico y lograr mejorar su calidad de vida, pero darlo en adopcion no, lo importante es aceptarlo como es asi con sus defectos igual un hijo es una bendicion!."
NO,NINGUNO,,,TEST,"Un hijo es una bendicion, sea como sea, con todo y sus defectos, pero si en nuestra posibilidad esta mejorar su condicion fisica o mental debido a algun problema de nacimiento, se lo hara, caso contrario se lo aceptaria como es. "
NO,NINGUNO,,,TEST,"En lo posible ayudarlo pero si no se puede mas, aceptarlo tal como es motivandolo a seguir adelante."
NO,NINGUNO,,,TEST,"No daria en adopcion, sino utilizaria recursos economicos para realizarle un tratamiento medico y asi mejorar su calidad de vida."
NO,NINGUNO,,,TEST,"Se le ayudaria en lo que uno mas pueda para mejorar su vida y su condicion pero no darlo en adopcion, eso es Inhumano"
NO,NINGUNO,,,TEST,"Ya es una responsabilidad y lo correcto seria buscar ayuda profesional, y siempre apoyar al bebe sin importar su condicion. "
NO,NINGUNO,,,TEST,"La vida se la respeta desde la concepcion, asi que considero que solo Dios es el decide sobre la vida yo lo amaria por q es parte de mi"
NO,NINGUNO,,,TEST,"Es una desicion muy complicada , sin embargo yo me quedaria con el niñ"
NO,NINGUNO,,,TEST,"ninguna de las opciones , simplemente criarlo con amor"
NO,NINGUNO,,,TEST,Se le brindaria apoyo en todo lo que se pueda.
NO,NINGUNO,,,TEST,"Ninguna de las opciones, toca ayudarlo solamente a mejorar su estilo y calidad de vida "
NO,NINGUNO,,,TEST,"Yo lo amo mas que nunca, por el simple hecho que el es sangre de mi sangre y carne de mi carne ademas yo tambien soy imperfecta"
NO,NINGUNO,,,TEST,Lo cuidaria para q se mejore por que  nadie es diferente por tener algun problema o defecto todos somo seres humanoas  
NO,NINGUNO,,,TEST,No TAS mal antes lo amara mas por que es mi hijo y pase lo que pase tengo que estar asi lado.
NO,NINGUNO,,,TEST,Hay que buscar la manera de ayudar a un hijo para que nazca sano y minimizar los problemas a futuro sean estos por malformacion o cualquiera que presente
NO,NINGUNO,,,TEST,pues ejemplo:si me sucediera o me pasara eso con mi pareja  pameramente es una bendicion por que viene parte Dios y es un ser humano del cual nosotros como pareja es nuestro deber es  de cuidar al bebe hasta que Dios permita tenerlo con vida.y nuestro deber es protejerlos
NO,NINGUNO,,,TEST,"No lo he pensado, pero si me toca criar a un hijo(..."
NO,NINGUNO,,,TEST,"Ninguna de las opciones, le cuidaria y ayudaria con un tratamiento medico y psicologico."
NO,NINGUNO,,,TEST,"Le doy mi amor y apoyo incondicional, a pesar de las duras criticas que pueda recibir. Un hijo es una bendicion."
NO,NINGUNO,,,TEST,"Haria lo posible para mejorar su calidad de vida y su problema, pero no lo daria en adopcion o dejarlo morir"
NO,NINGUNO,,,TEST,"Debemos cuidar y amar a nuestros hijos sin importar su condicion, pero si hay posibilidad de mejorarla, se lo haria"
NO,NINGUNO,,,TEST,Como Padres es necesario ayudar a nuestros hijos en todo lo posible para darles motivacion y ganas de vivir a pesar de las circunstancias
NO,NINGUNO,,,TEST,"Lo cuidaria y amaria ante todo, pero si le llevaria a especialistas para que evaluen su caso y asi mejore en lo posible su condicion.  "
NO,NINGUNO,,,TEST,"Ninguna de las dos opciones, en todo caso optaria mejorar su condicion por medio de ayudas medicas."
NO,NINGUNO,,,TEST,"Como Padres debemos amar y valorar a nuestros hijos sea como sea el problema que tenga, pero se le daria ayuda medica especializada para su tratamiento."
NO,NINGUNO,,,TEST,Le daria todo mi amor y apoyo porque un hijo es una bendicion.
NO,NINGUNO,,,TEST,Toca apoyarlo en todo sentido pero no abandonarlo ni dejarlo morir. 
NO,NINGUNO,,,MANUAL,"No, ya sea por la desesperacion de cobrar una herencia, prefiero tenerlo a mi lado y disfrutar de cada momento de sus vidas "
NO,NINGUNO,,,MANUAL,"No lo haria, preferiria trabajar duro para seguir  adelante  pero jamas haria eso  contra la vida de mis padres, por que ellos me apoyaron cuando mas los necesitaba y no podria quitarles la vida por simple dinero."
NO,NINGUNO,,,MANUAL,lo haria si no quedaria otra opcion mas y para evitar un sufrimiento pero no lo haria por una herencia
NO,NINGUNO,,,MANUAL,"claramente  no lo haria, se debe estar mal de la cabeza para realizar algo asi, preferiria sudarmela con mi propio esfuerzo para seguir adelante que hacer algo asi."
NO,NINGUNO,,,MANUAL,"No, he tenido unos excelentes padres que me enseñaron a valorar mas al. Ser humano por lo que es y no por lo que tiene"
NO,NINGUNO,,,MANUAL,"obviamente no hay muchas cosas mas importante que el dinero, uno de ellos podria ser el amor a nuestros padres ellos siempre han dado lo mejor para que cada uno de nosotros estemos bien."
NO,NINGUNO,,,MANUAL,"No seria capaz de acabar con mis padres por una herencia, hacer eso es de dañados mentales.."
NO,NINGUNO,,,MANUAL,Pues sinceramente no lo haria porque lo primero es la familia no el dinero
NO,NINGUNO,,,MANUAL,"Obviamente no lo haria, ya que el dinero nunca ha importado porque en primero esta la salud de mi familia "
NO,NINGUNO,,,MANUAL,"No estoy de acuerdo en ese caso. Porque se trata de mis padres, solo Dios sabe el tiempo de vida para cada uno y hay que respetarlo."
NO,NINGUNO,,,MANUAL,no lo haria ya que de que me sirve la herencia si al final no van a estar ellos conmigo prefiero estar dia a dia ya sea ayudandolos con todo lo que pueda para que asi saber que hice todo por ellos despues de que ellos hicieran tanto por mi
NO,NINGUNO,,,MANUAL,"No escogeria jamas esa opcion ya que la vida de mis padres es mucho mas que una herencia ya que el dinero lo podemos conseguir trabajando, esforzandonos dia a dia y pasar los ultimos momentos con nuestros padres vale mas que todo el oro del mundo"
NO,NINGUNO,,,MANUAL,"No, mis padres son muy importantes para mi, son mi prioridad ante todo. Trato de estar lo mas posible con ellos, y si estan en sus ultimo aliento me aseguraria de que no les falte nada."
NO,NINGUNO,,,MANUAL,"para mi es mucho mas importante pasar hasta el ultimo minuto con mis padres, que el dinero, por algo mis padres me dieron la mejor herencia que es mi estudio"
NO,NINGUNO,,,MANUAL,Los valores que crecen en la familia son irremplazables segun con los principios que me e criado es un rotundo no nunca cambien el dinero o lo material por el amor verdadero de la familia
NO,NINGUNO,,,MANUAL,"Definitivamente no, ni todo el dinero del mundo reemplaza el valor de los momentos al lado de tus padres. "
NO,NINGUNO,,,MANUAL,"pues no pues bobo hpta, como vas a preguntar semejante tonteria, cabeza de alfeñique primero me quiero morir yo antes de ver morir a mis padres, no soportaria perder algo tan importante por una herencia, es algo absurdo cambiar una vida por algo tan comu"
NO,NINGUNO,,,MANUAL,Primeramente alrededor de todo el mundo ciertas familias no logra prevalecer la salud de sus seres queridos que en si lo toma como un que mi importismo solo por quedarse con algo que le herencie la persona que logra morir en ciertas familias pasan eso
NO,NINGUNO,,,MANUAL,"No, porque mis padres no poseen patrimonio que dejaran herencia. Pero si se encuentran tragicamente mal, enfermos y en estado terminal, si escogeria la eutanasia para evitar alargar un dolor."
NO,NINGUNO,,,MANUAL,"Nuestros padres son nuestro unicos y verdaderos amigos y compañeros de toda la vida, nos enseñan muchas cosas desde que nacesmos hasta cuando somos adultos nunca dejan de enseñarnos y nunca dejamos de aprender de ellos! Por nada del mundo pensaria en este tipo de eleccion"
NO,NINGUNO,,,MANUAL,"los padres son lo mas importante, no todo siempre seran lujos"
NO,NINGUNO,,,MANUAL,Por mi lado seria un rotundo no ya que prefiero la vida de mis padres que al dinero ya que es un bien material que como viene se va pero el saber que tienes a las personas que mas amas en la vida no tiene precio alguno.
NO,NINGUNO,,,MANUAL,Jamas 
NO,NINGUNO,,,MANUAL,"claro que de ninguno, yo no tendria ni un problema con eso"
NO,NINGUNO,,,MANUAL,"no lo haria de ninguna manera, mis padres me han enseñado a ganarme la vida a punta de sacrificio porque se que al final obtendre mi recompensa"
NO,NINGUNO,,,MANUAL,No por que el amor de un padre o una madre no se vende por dinero
NO,NINGUNO,,,MANUAL,yo por dinero no voy a matar a mis padres asi sea la fortuna mas grande porque seria un dinero manchado.
NO,NINGUNO,,,MANUAL,Primero esta la familia y me han enseñado que no todo es dinero primero es amor y valorar cada momento vivido. Los padres son muy importantes y especiales en nuestras vidas
NO,NINGUNO,,,MANUAL,"si la unica razon que existe por medio de la situacion es el dinero o la herencia, mi respuesta es NO."
NO,NINGUNO,,,MANUAL,"nunca, no vale la pena cometer tal acto solo para cobrar una herencia"
NO,NINGUNO,,,MANUAL,"No, puesto que la vida es un proceso que no deberia ser interrumpida por la intervencion humana"
NO,NINGUNO,,,MANUAL,". Siempre me han enseñado que el dinero no es mas importante que la persona a la que amas, por ello, preferiria no cobrar aquella herencia y pasar mas tiempo con mi madr"
NO,NINGUNO,,,MANUAL,claramente nunca lo haria preferia sudarla  para salir adelante asi  me lleve años.Siempre sera mas Importante la vida de mis padres antes que una herencia 
NO,NINGUNO,,,MANUAL,"Es una dificil pregunta, pero honestamente elegiria la vida de mis padres primero que por la herencia. Tener su herencia no me ayudara en nada, mas bien la presencia de mis padres si. "
NO,NINGUNO,,,MANUAL,escogeria a mis padres ya que jamas los cambiaria por una herencia prefiero que esten a mi lado a tener una herencia y no tenerlos a ellos
NO,NINGUNO,,,MANUAL,"claro que no, prefiero tener a mis padres hasta el final de sus dias y el dinero es algo que se puede hacer cada dia con trabajo"
NO,NINGUNO,,,MANUAL,en lo personal es un no porque prefiero mil veces la  vida de mis padres tampoco soy quien para arrancarles la vida ellos son los mas preciado que tengo y por nada del mundo cambiaria a mis padres por una Herencia
NO,NINGUNO,,,MANUAL,"En toda esta situacion surgen conceptos que a veces se confunden entre si. Estas son las definiciones de cada procedimiento, segun lo que dicen las Leyes Autonomicas que tratan de regular la cuestion y la Asociacion por el Derecho a Morir Dignamente."
NO,NINGUNO,,,MANUAL,jamas lo haria  lo mas importante es que ellos esten a tu lado y que no importa lo material
NO,NINGUNO,,,MANUAL,"No, porque los padres ademas de sacrificarse no merecen que un hijo le haga eso. Seria de mal corazon y un golpe tan fuerte para ellos recibir algo asi por parte de sus hijos  "
NO,NINGUNO,,,MANUAL,"Opino que la familia es primero, muy aparte de que no existe la herencia... Lo que supuestamente piensan que sera suyo es erroneo, eso es de sus padres ya que ellos lo consiguieron con esfuerzo, no esperen de sus padres lo que pueden lograr ustedes mismos."
NO,NINGUNO,,,MANUAL,No negativo no escogeria una herencia porque a nadie le gustaria perder a un familiar peor a los padres 
NO,NINGUNO,,,MANUAL, La verdad no por que cada persona puede trabajar y el mismo poder tener sus lujos y no necesitar de una herencia que le den sus padres.
NO,NINGUNO,,,MANUAL,"No, ya que el amor de padres es un amor incondicional, que ni el dinero y peor la avaricia te puede dar y si piensas todo lo contrario dejame decirte que no te deberias llamarte persona."
NO,NINGUNO,,,MANUAL,"No escogeria la eutanasia por una herencia, la eutanasia no deberia ser aplicada en casos asi, eso solo es para persona que no tienen piedad de nada. "
NO,NINGUNO,,,MANUAL,mas alla del dinero que creo yo que al tratarse de nuestros padres es el bienestar de ellos me parece inhumano tener a una persona con vida mientras sufre
NO,NINGUNO,,,MANUAL,"No seria mi eleccion, no me importa el dineron y no deseo ninguna herencia. Seria una fatalidad ver sufrir a alguien que amas y que lo unico que desea es tener paz. Podria estar reconsiderandolo, solo si es su eleccion."
NO,NINGUNO,,,MANUAL,"Respecto a su pregunta no, ya que los padres son primordiales, y valen mas que un dinero sea la cantidad que sea. Con el dinero, se pueden comprar lo que sea, pero no compraran la presencia de nuestros padres, ni mucho menos el amor que nos brinda dia a dia."
NO,NINGUNO,,,MANUAL,"la decision que tomaria es un no rotundo, jamas le haria daño a alguien de mi familia y aun peor a mi propia madr"
NO,NINGUNO,,,MANUAL,"a diferencia del suicidio asistido tiene un contexto diferente que preve de la accion del supuesto afectado, ya sea por enfermedad, indiferentemente de la cobranza de una herencia, es una decision del circulo familiar que no se toma a la ligera."
NO,NINGUNO,,,MANUAL,"en definitiva no , ni por todo el dinero del mundo , ahi se definen los valores que nos han inculcado desde pequeños el dinero facil asi como viene se va , es preferible mantener aun a nuestro lado a los seres que nos procrearon"
NO,NINGUNO,,,MANUAL,En mi opinion me parece algo absurdo que una persona actue de esa manera ya que tus padres son las personas mas importantes en tu vida . Y no debe ser mas importante el dinero si no la compañia de ellos porque ellos siempre estaran para ti
NO,NINGUNO,,,MANUAL,No me parece correcto  y se tiene que hacer todo lo posible para que un ser querido  viva y ya es segundo plano una herencia  si se llegara a dar el caso.
NO,NINGUNO,,,MANUAL,"Definitivamente no, peor por dinero o algun tipo de herencia, pero hay casos en los que la persona que esta en ese estado sufre y practicamente si nos dan esa opcion es porque ya no hay posibilidades de que se recupere."
NO,NINGUNO,,,MANUAL,No por que estaria matando a mis padres solo por obtener una herencia o un dinero que no me pertenece.
NO,NINGUNO,,,MANUAL,No por que estaria prefiriendo el dinero mas que mis padres.
NO,NINGUNO,,,MANUAL,No por que estaria en contra de los mandamientos religiosos solo por un insignificante dinero. 
NO,NINGUNO,,,MANUAL,No por que nuestros padres son una herencia imposible de reemplazar 
NO,NINGUNO,,,TEST,"La prostitucion es esclavitud, vienen de la mano, cualquier persona que se prostituya es esclava de su cuerpo."
NO,NINGUNO,,,TEST,No impondria la regularizacion de prostitucion ya que es como la esclavitud y de esa forma no prosperariamos en nada
NO,NINGUNO,,,TEST,"es un asunto que no depende de una norma, sino por las decisiones de cada ciudadano le vea conveniente para poder laborar y generar su propia economia, no todo es voluntario ni tampoco es una obligacion ejercerla"
NO,NINGUNO,,,TEST,"La prostitucion y la esclavitud son dos cosas que causan el mismo daño a la integridad fisica de una persona, en donde algunas lo haran de forma voluntaria y otras de forma obligatoria"
NO,NINGUNO,,,TEST,"Si se diera el caso, asumiria la responsabilidad de tenerlo con el cariño y amor de una madre, y en compañia de un profesional para recibir apoyo y poder incluirlo a la sociedad sin ningun tipo de inseguridad y una alta autoestima sea cual sea la malformacio"
NO,NINGUNO,,,TEST,Lo ayudaria en todo lo posible y lo amaria mucho.
NO,NINGUNO,,,MANUAL,"Deberia ser una decision consensuada por ambos padres, todo depende del contexto y el ambiente donde se vaya a desarrollar el infante."
NO,NINGUNO,,,TEST,Lo conservaria y buscaria ayuda profesional para darle una mejor calidad de vida mientras Dios le de vida
NO,NINGUNO,,,TEST,"Buscaria la forma y todas las posibilidades para dar un tratamiento respectivo si en tal caso haya o no haya una solucion aun lo haria, son casos muy especiales que deben llevar su atencion necesaria, y daria mi vida por la de el porque es mi hijo."
NO,NINGUNO,,,TEST,"Darlo en adopcion no es una opcion, mas bien ayudaria a mejorar su condicion o malformacion y asi le doy una mejor calidad de vida."
NO,NINGUNO,,,TEST,"No lo daria en adopcion, lo ayudaria buscando un especialista medico para que trate su problema y asi mejorar su diario vivir"
NO,NINGUNO,,,MANUAL,"la adopcion no seria una opcion, hijo es hijo asi sea lo que sea y mas bien buscaria mejorar su calidad de vida y lo amaria de igual forma, la sociedad se ah desarrollo un poco mas y acepta y empatiza estas situaciones"
NO,NINGUNO,,,TEST,"Se le ayuda en lo posible  hasta donde uno pueda, igual se debe aceptar sea como sea"
NO,NINGUNO,,,TEST,"Optaria por cuidarlo, amarlo, valorarlo y respetarlo como cualquier hijo no importa como sea con o sin problemas, si se puede evitar algun problema, pues se lo evita, sino aceptarlo como sea."
NO,NINGUNO,,,MANUAL,"Es mi hijo, no lo daria en adopcion por aspecto fisico ni por algun otro tipo de situaciones inusuales, mucho menos la muerte, lo criaria con todo el amor que un padre podria ofrecer, una malformacion no es motivo de abandono bajo ninguna justificacion."
NO,NINGUNO,,,MANUAL,"Debemos de educar bien a los hijos para que no sufra de discriminacion, pero mas tambien es decir o preguntara los hijos si no esta pasando algo que lo hace sentir mas a los demas para ayudarlos"
NO,NINGUNO,,,TEST,"las personas no son un objeto que puedas abandonar porque no es lo que esperabas, yo sin duda lo cuidaria y crearia un mundo a su alrededor en el que sea feliz y amado por todos"
NO,NINGUNO,,,TEST,pues si se diera el caso lo protegeria mucho y lo apoyaria mucho dandole fuerzas que todo esta bien y que lo unico que importa es la salud de el y lo que digan las demas personas no tendria porque darle importancia.
NO,NINGUNO,,,TEST,"En el momento en que decides ser padre toda responsabilidad cae sobre tus hombros , desamparar un hijo ante una adversidad no deberia ni si quiera pensarse , solo cuidarlo aun mas y ayudarlo para que tambien pueda tener las oportunidades de los demas"
NO,NINGUNO,,,MANUAL,"Ninguna de las dos, como padres responsables lo primordial es brindarle una familia y crianza acorde a su enfermedad, siendo consientes lo  que conlleva convertirse en padres."
NO,NINGUNO,,,TEST,Si estamos a tiempo si le haria un tratamiento sino aceptarlo como es 
NO,NINGUNO,,,MANUAL,"Ni lo uno ni lo otro, antes de tener a un niño se debe de tener presente  que es un ser humano y al menos tenemos los recursos necesarios para traerlo al mundo, y si esto llegase a suceder buscaria de la mejor manera a especialista que puedan ayudarlo a sobrellevar su enfermedad"
NO,NINGUNO,,,TEST,No haria eso
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
