NARCISISTA,RASGO_1,RASGO_2,RASGO_3,TIPO_CLASIFICACION,COMENTARIOS_LIMPIEZA
SI,AUTOSUFICIENCIA,,,TEST,Con mucha educacion y con el deseo de tener un hijo todo es posible 
SI,AUTOSUFICIENCIA,,,MANUAL,"Muchas veces la mujer busca sentir ese deseo de ser madres sin depender de alguien, si esa mujer esta economicamente estable y cuenta con tiempo para cuidar a esa personita pues estaria en todo su derecho."
SI,AUTOSUFICIENCIA,,,MANUAL,"Si se siente capaz tanto economica, fisica y emocional, estan en todo su derecho de experimentar la dicha de ser madre. Debemos eliminar el estereotipo de que una familia es un hombre y una mujer, ya que lo primordial es dar amor y tener paciencia hacia el bebe"
SI,AUTOSUFICIENCIA,,,MANUAL,"En primer lugar la madre debe tener la estabilidad economica, para poder mantener al bebe"
SI,AUTOSUFICIENCIA,,,TEST,Pues si quieren y tienen la posibilidad financiera de mantenerlo pues tienen derecho 
SI,AUTOSUFICIENCIA,,,TEST,"en algunos casos la madre tiene todo el derecho de realizar con su cuerpo lo que desee, ya que todo lo hacen con responsabilidad y deseo y mas aun tener una familia puede ser de dos ."
SI,AUTOSUFICIENCIA,,,TEST,si estoy en total acuerdo que tengan un hijo ya que es un deseo que toda mujer tiene.
SI,AUTOSUFICIENCIA,,,MANUAL,"toda mujer esta en su derecho de tener un hijo ... asi sea la manera que sea y tambien ssabemos llamar familia a solo dos personas , no es necesario tener muchas personas a nuestro alrededor"
SI,AUTOSUFICIENCIA,,,MANUAL,cualquier forma de embarazo es valido . ya que es el deseo de cada mujer .
SI,AUTOSUFICIENCIA,,,MANUAL,"Con tal de que tenga estabilidad tanto laboral y emocional, sera un buen ambiente de crianza "
SI,AUTOSUFICIENCIA,,,TEST,"cada quien tiene su opinion, las mujeres tienen derecho a buscar cualquier forma para tener un hijo y es decision de cada una."
SI,AUTOSUFICIENCIA,,,TEST,A criterio mientras ella quiera ser madre y hacerse responsable de un bebe esta bien por que las criaturas  no deben sufrir.
SI,AUTOSUFICIENCIA,,,TEST,"Si una mujer puede y tiene como mantener un hijo sola sin la figura de un hombre a su lado, esta bien, es su decision y su responsabilidad"
SI,AUTOSUFICIENCIA,,,MANUAL,"las mujeres somos autosuficientes y no necesitamos de un hombre para salir adelante, y mucho menos para criar a un hijo"
SI,AUTOSUFICIENCIA,,,MANUAL,"creo en la libertad de pensamiento y accion, asi que no me parece mal adoptar a hacer un proceso de inseminacion para tener un hijo, siempre que este cuente con una estabilidad economica no creo que exista nada malo en ello.  :)"
SI,AUTOSUFICIENCIA,,,MANUAL,"las familias son diversas no siempre se requiere algo tradicional, bien puede una mujer cuidar sola a su hijo"
SI,AUTOSUFICIENCIA,,,MANUAL,"pienso que no se esta negando ninguna posibilidad, si se tiene la madurez necesaria se puede enfrentar sola ese reto y sacar adelante a su hijo"
SI,AUTOSUFICIENCIA,,,MANUAL,"depende de la situacion… no es egoismo es el derecho que toda mujer tiene por ser madre, y si quiere tener sola un hijo, esta bie"
SI,AUTOSUFICIENCIA,,,MANUAL,"La familia es fundamental y constituye el nucleo de la sociedad, pero en algunas ocasiones la madre desde sus inicios asume sola la crianza de sus hijos y eso esta bien sobre todo teniendo los recursos necesarios, inculcandoles valores y dandoles mucho amor."
SI,AUTOSUFICIENCIA,,,TEST,"La madre es la persona la cual trae un ser humano a este mundo. Por lo cual ella tiene en gran parte el derecho de decidir como sera el desarrollo de su hijo , la relacion con las personas que lo rodea. no brindarle una familia a su hijo.sera su responsabilidad "
SI,AUTOSUFICIENCIA,,,TEST,"Estructura familiar es un concepto amplio, no cabe juzgarla por criar un bebe ella sola, pero debe pensar en propiciar la concepcion sin afectar a los demas por su deseo (padre del niño). Ademas de cumplir con las necesidades de su hijo en todos los planos."
SI,AUTOSUFICIENCIA,,,TEST,"Pues yo opino que debe tener un trabajo estable como para darle un sustento al niño,no estan sencillo como cuidar un animal, se trata de una persona: debe tener mas cuidado y responsabilidad para algo estan los inspectores"
SI,AUTOSUFICIENCIA,,,TEST,la mujer que tiene el deseo de tener un hijo pues esta bien asi mismo me pongo a pensar que el niño tambien en un futuro tendra el deseo de tener una famili
SI,AUTOSUFICIENCIA,,,MANUAL,"Con tal de que tenga estabilidad tanto laboral y emocional, sera un buen ambiente de crianza "
SI,AUTOSUFICIENCIA,,,MANUAL,"Las mujeres son libres de elegir el hecho de estar con alguien o no, algunas simplemente tienen el deseo de ser madres. Un concepto retrogrado de familia es papa mama e hijos; actualmente la palabra familia tiene un concepto mucho mas abierto."
SI,AUTOSUFICIENCIA,,,MANUAL,"Creo que no es negar la posibilidad de una familia, cuando una mujer decide tomar esa responsabilidad es por su felicidad y el compromiso de formar una familia de dos brindando los mismo valores, amor y entrega en ese hogar, no lo que la sociedad nos indica."
SI,AUTOSUFICIENCIA,,,MANUAL,"el concepto de familia no se debe necesariamente a que un hombre debe de estar en ella como figura paterna y llamarla “familia”, si la mujer tiene el deseo y los recursos economicos para mantener a ella sola un bebe, pues se d"
SI,AUTOSUFICIENCIA,,,MANUAL,"La maternidad depende de cada mujer y de las posibilidades que tiene para ofrecer a un niño, lo puede criar sola y generar que crezca con un concepto que no solo la familia esta conformada por: padre, madre e hijos"
SI,AUTOSUFICIENCIA,,,TEST,"En la actualidad el tener una figura paterna y materna no es sinonimo de familia, hay muchas factores en juego y eso no quiere decir que una mujer por cumplir su ""deseo"" de ser madre tenga que adaptarse q los estadares sociales..."
SI,AUTOSUFICIENCIA,,,TEST,"Si hablamos de no darle la oportunidad de tener una familia, creo que debemos entender que Familia no precisamente es tener papa, mama, hermanos etc. Muchas veces las “familias” se conforman por dos personas. El hecho de que una mujer quiera tener un hijo sin estar casada o "
SI,AUTOSUFICIENCIA,,,TEST,"Por el estilo, no quiere decir que le esta negando la oportunidad de una familia a un niño. Creo que el concepto de familia que tiene la mayoria de personas es un poco erroneo Pero bueno, quienes somos nosotros para juzgar"
SI,AUTOSUFICIENCIA,,,TEST,"El ser madre va mas alla de lo que diga una sociedad creo que es el amor mas noble que podemos dar, hay personas que no saben lo que es amor y niegan esas posibilidades"
SI,AUTOSUFICIENCIA,,,MANUAL,"No tiene nada de malo que una familia sea solo de madre e hijo, mientras una madre tenga los recursos necesarios para brindarle una vida digna a sus hijos no esta nada mal, no es necesario que el padre del niño este presente para llamar la hogar FAMILI"
SI,AUTOSUFICIENCIA,,,MANUAL,sin lugar a duda cualquiera puede cumplir un deseo si se lo propone .. tambien hay que ser conscientes de dar la vida y una familia a una criatura inocente
SI,AUTOSUFICIENCIA,,,MANUAL,"EN OCASIONES EL DESEO DE SER MADRE ES MAYOR, A LA SIMPLE IDEA QUE ESTO ABARCA , LA RESPONSABILIDAD DE ELLO, NO ES SUFICIENTE PARA ELLAS."
SI,AUTOSUFICIENCIA,,,MANUAL,"Mientras la mujer se haga responsable , puede decidir que hacer con su cuerpo. Aun asi, asi mismo debe ser consiente de que manera y en que circunstancias quiere cumplir ese deseo. Hay casos donde parejas que no pueden tener hijos buscan-"
SI,AUTOSUFICIENCIA,,,MANUAL,aqui se toma en cuenta en su mayor parte la responsabilidad que esta dispuesta a tomar
SI,AUTOSUFICIENCIA,,,TEST,"Si una mujer decide tener un hijo sola, debe saber las responsabilidades que esto conlleva, el niño/a puede ser criado con buenos valores y ser una persona de bien, incluso sin la figura paterna. Hay que tener en cuenta que el nucleo familiar en estos tiempos es diverso"
SI,AUTOSUFICIENCIA,,,TEST,Yo creo que esta bien siempre y cuando el padre este de acuerdo a estas reglas muchas mujeres lo hacen para poder cuidar sus bienes y heredar a su hijo mientras El Niño viva bien y nunca le falte el amor ni la atencion esta bie
SI,AUTOSUFICIENCIA,,,TEST,"Todo niño tiene derecho a una familia, pero sobre todo tiene derecho a ser amado. Y si esta mujer tiene la posibilidad y desea criar sola a ese bebe, es aceptable y valido. Se hara cargo de su hijo, a comparacion de otras madres que no lo hacen"
SI,AUTOSUFICIENCIA,,,TEST,que hay algunas madres que se quedan embarazadas por cumplir con la sociedad y su deseo
SI,AUTOSUFICIENCIA,,,TEST,"Pienso que la familia es muy valiosa, pero hay en ocasiones que teniendo una, no se ve la felicidad. Entonces si una mujer decide tener un hijo solo y tiene los recursos necesario para sus necesidades, opino que no estaria mal."
SI,AUTOSUFICIENCIA,,,TEST,"Seria bueno que traten de socializar sobre la adopcion de niños que estan sin un hogar, pero a la vez respetar los criterios que tiene esa mujer al tratar de tener un ni�"
SI,AUTOSUFICIENCIA,,,TEST,pienso que toda mujer tiene derecho a tener un hijo de la forma que ella quiera.
SI,AUTOSUFICIENCIA,,,MANUAL,"cada quien tiene derecho de querer o no querer tener hijos, y a tener una libertad de decision, sin importar opinion de terceros"
SI,AUTOSUFICIENCIA,,,MANUAL,de hecho las mujeres por conciencia deberian formar una familia y no quitarse el gusto de no tenerla
SI,AUTOSUFICIENCIA,,,MANUAL,"la verdad cualquier mujer tiene derecho a realizar su vida como desee y si esa es su decision, pues el resto debe aceptar ."
SI,AUTOSUFICIENCIA,,,MANUAL,cada mujer decide si ser madre soltera adoptando a su hijo o criarlo con su pareja
SI,AUTOSUFICIENCIA,,,MANUAL,Mientas exista estabilidad en el hogar no creo que sea un mayor problema
SI,AUTOSUFICIENCIA,,,TEST,En primer lugar tiene que tener una buena estabilidad economica para brindarle el bienestar a es niño
SI,AUTOSUFICIENCIA,,,TEST,"deberian tener una situacion laboral estable para poder criar un hijo, no solo tenerlo por que si, ya que esto demanda de mucha responsabilidad. "
SI,AUTOSUFICIENCIA,,,TEST,"Creo que depende de la mujer ya que existen varios motivos para querer ser madre soltera , es cierto que el niño debe tener una familia, pero hay veces que nacen y crecen en una que nos es muy buena que digamos asi que todo se basa en la educacion que se le d�"
SI,AUTOSUFICIENCIA,,,TEST,En mi opinion si toma la decison de hacerlo con responsabilidad estabilidad esta en su deecho darle una familia como crea 
SI,AUTOSUFICIENCIA,,,MANUAL,"Es una pregunta muy personal, creo que no es algo que se deba debatir. Las personas deciden como vivir, como criar y a quien hacerlo. Aun asi es maravilloso ver como crian a niños que necesitan una familia y tener un vida digna"
SI,AUTOSUFICIENCIA,,,MANUAL,Esta en la libertad y total responsabilidad de asumir su maternidad siempre y cuando tenga la capacidad emocional y economica.
SI,AUTOSUFICIENCIA,,,MANUAL,Esta bien por que al fin al cabo ese es el mayor anhelo de una familia poder tener hijos y formarla con amor
SI,AUTOSUFICIENCIA,,,MANUAL,"La familia es parte fundamental para la crianza de un niño si hoy en dia la mujer desea lo puede hacer ya que esta dispuesta y comprometida con formar un hogar y darle bienestar, valores es decision de casi uno."
SI,AUTOSUFICIENCIA,,,MANUAL,"mi opinion para el desarrollo de un niño es necesario el afecto, y sentirse seguro en su hogar si la mujer hoy dia decide hacerlo sola no para complacer una vanidad si no que es su naturaleza de proteger, amar y criar esta en deber ser"
SI,AUTOSUFICIENCIA,,,TEST,"cualquier mujer puede hacer posible un embarazo de cualquier forma , asi mismo debe el niño tener una familia"
SI,AUTOSUFICIENCIA,,,MANUAL,"mientras no le pida nada a nadie, tiene todo el derecho de traer un hijo al mundo, en la forma que quiera y con quien quiera"
SI,AUTOSUFICIENCIA,,,TEST,se vive mejor sin esperar nada de nadie
SI,AUTOSUFICIENCIA,,,TEST,yo no estoy para mendigar ni amor ni atencion ni amistad. Agradezco a los que estan y a los que se van les deseo buena suerte
SI,AUTOSUFICIENCIA,,,MANUAL,"no me interesa la opinion de la gente sobre mi vida, mi trabajo, amistades y amores.. Tengo mi propia forma de hacer las cosas, sea buena o sea mala es la mia"
SI,AUTOSUFICIENCIA,,,MANUAL,no te necesito para maldita la cosa
SI,AUTOSUFICIENCIA,,,MANUAL,"Si bien es cierto todo los niños tienen derecho a tener una familia, sin embargo existimos mujeres que tenemos el deseo de ser madres biologicas, de sentir como crece un ser dentro de nosotras, y contra ese deseo nadie se puede oponer.!!"
SI,AUTOSUFICIENCIA,,,MANUAL,"Es cierto que las mujeres tienen libertad de decidir sobre su cuerpo, claro esta que si tienen el deseo de ser madres estan en su derecho pero debe ser con responsabilidad, que el niño tenga una calidad de vida digna y esto esta ligado al derecho de una famili"
SI,AUTOSUFICIENCIA,,,MANUAL,yo no dependo de nadie en este mundo..
SI,AUTOSUFICIENCIA,,,MANUAL,"no hay que depender de nada ni de nadie en este mundo, porque hasta tu sombra te abandona cuando estas en la oscuridad"
SI,AUTOSUFICIENCIA,,,MANUAL,"tarde o temprano nos toca estar solos, hay que aprender a caminar sin nadie.."
SI,AUTOSUFICIENCIA,,,MANUAL,no ruego ni espero nada de nadie
SI,AUTOSUFICIENCIA,,,MANUAL,"yo siempre obtengo lo que quiero, a como de lugar"
SI,AUTOSUFICIENCIA,,,MANUAL,se vive mejor sin esperar nada de nadie
SI,AUTOSUFICIENCIA,,,MANUAL,yo no estoy para mendigar ni amor ni atencion ni amistad. Agradezco a los que estan y a los que se van les deseo buena suerte
SI,AUTOSUFICIENCIA,,,MANUAL,"no me interesa la opinion de la gente sobre mi vida, mi trabajo, amistades y amores.. Tengo mi propia forma de hacer las cosas, sea buena o sea mala es la mia"
SI,AUTOSUFICIENCIA,,,MANUAL,no te necesito para maldita la cosa
SI,AUTOSUFICIENCIA,,,MANUAL,"Si bien es cierto todo los niños tienen derecho a tener una familia, sin embargo existimos mujeres que tenemos el deseo de ser madres biologicas, de sentir como crece un ser dentro de nosotras, y contra ese deseo nadie se puede oponer.!!"
SI,AUTOSUFICIENCIA,,,MANUAL,"Es cierto que las mujeres tienen libertad de decidir sobre su cuerpo, claro esta que si tienen el deseo de ser madres estan en su derecho pero debe ser con responsabilidad, que el niño tenga una calidad de vida digna y esto esta ligado al derecho de una famili"
SI,AUTOSUFICIENCIA,,,MANUAL,"La familia es fundamental y constituye el nucleo de la sociedad, pero en algunas ocasiones la madre desde sus inicios asume sola la crianza de sus hijos y eso esta bien sobre todo teniendo los recursos necesarios, inculcandoles valores y dandoles mucho amor."
SI,AUTOSUFICIENCIA,,,MANUAL,"La madre es la persona la cual trae un ser humano a este mundo. Por lo cual ella tiene en gran parte el derecho de decidir como sera el desarrollo de su hijo , la relacion con las personas que lo rodea. no brindarle una familia a su hijo.sera su responsabilidad "
SI,AUTOSUFICIENCIA,,,TEST,"Estructura familiar es un concepto amplio, no cabe juzgarla por criar un bebe ella sola, pero debe pensar en propiciar la concepcion sin afectar a los demas por su deseo (padre del niño). Ademas de cumplir con las necesidades de su hijo en todos los planos."
SI,AUTOSUFICIENCIA,,,MANUAL,"Pues yo opino que debe tener un trabajo estable como para darle un sustento al niño,no estan sencillo como cuidar un animal, se trata de una persona: debe tener mas cuidado y responsabilidad para algo estan los inspectores"
SI,AUTOSUFICIENCIA,,,MANUAL,la mujer que tiene el deseo de tener un hijo pues esta bien asi mismo me pongo a pensar que el niño tambien en un futuro tendra el deseo de tener una famili
SI,AUTOSUFICIENCIA,,,MANUAL,"Con tal de que tenga estabilidad tanto laboral y emocional, sera un buen ambiente de crianza "
SI,AUTOSUFICIENCIA,,,MANUAL,"Las mujeres son libres de elegir el hecho de estar con alguien o no, algunas simplemente tienen el deseo de ser madres. Un concepto retrogrado de familia es papa mama e hijos; actualmente la palabra familia tiene un concepto mucho mas abierto."
SI,AUTOSUFICIENCIA,,,MANUAL,"Creo que no es negar la posibilidad de una familia, cuando una mujer decide tomar esa responsabilidad es por su felicidad y el compromiso de formar una familia de dos brindando los mismo valores, amor y entrega en ese hogar, no lo que la sociedad nos indica."
SI,AUTOSUFICIENCIA,,,TEST,"el concepto de familia no se debe necesariamente a que un hombre debe de estar en ella como figura paterna y llamarla “familia”, si la mujer tiene el deseo y los recursos economicos para mantener a ella sola un bebe, pues se d"
SI,AUTOSUFICIENCIA,,,MANUAL,"La maternidad depende de cada mujer y de las posibilidades que tiene para ofrecer a un niño, lo puede criar sola y generar que crezca con un concepto que no solo la familia esta conformada por: padre, madre e hijos"
SI,AUTOSUFICIENCIA,,,MANUAL,"En la actualidad el tener una figura paterna y materna no es sinonimo de familia, hay muchas factores en juego y eso no quiere decir que una mujer por cumplir su ""deseo"" de ser madre tenga que adaptarse q los estadares sociales..."
SI,AUTOSUFICIENCIA,,,MANUAL,"Si hablamos de no darle la oportunidad de tener una familia, creo que debemos entender que Familia no precisamente es tener papa, mama, hermanos etc. Muchas veces las “familias” se conforman por dos personas. El hecho de que una mujer quiera tener un hijo sin estar casada o "
SI,AUTOSUFICIENCIA,,,MANUAL,"Por el estilo, no quiere decir que le esta negando la oportunidad de una familia a un niño. Creo que el concepto de familia que tiene la mayoria de personas es un poco erroneo Pero bueno, quienes somos nosotros para juzgar"
SI,AUTOSUFICIENCIA,,,MANUAL,"El ser madre va mas alla de lo que diga una sociedad creo que es el amor mas noble que podemos dar, hay personas que no saben lo que es amor y niegan esas posibilidades"
SI,AUTOSUFICIENCIA,,,MANUAL,"No tiene nada de malo que una familia sea solo de madre e hijo, mientras una madre tenga los recursos necesarios para brindarle una vida digna a sus hijos no esta nada mal, no es necesario que el padre del niño este presente para llamar la hogar FAMILI"
SI,AUTOSUFICIENCIA,,,MANUAL,sin lugar a duda cualquiera puede cumplir un deseo si se lo propone .. tambien hay que ser conscientes de dar la vida y una familia a una criatura inocente
SI,AUTOSUFICIENCIA,,,MANUAL,"EN OCASIONES EL DESEO DE SER MADRE ES MAYOR, A LA SIMPLE IDEA QUE ESTO ABARCA , LA RESPONSABILIDAD DE ELLO, NO ES SUFICIENTE PARA ELLAS."
SI,AUTOSUFICIENCIA,,,TEST,"Mientras la mujer se haga responsable , puede decidir que hacer con su cuerpo. Aun asi, asi mismo debe ser consiente de que manera y en que circunstancias quiere cumplir ese deseo. Hay casos donde parejas que no pueden tener hijos buscan-"
SI,AUTOSUFICIENCIA,,,MANUAL,aqui se toma en cuenta en su mayor parte la responsabilidad que esta dispuesta a tomar
SI,AUTOSUFICIENCIA,,,MANUAL,"Si una mujer decide tener un hijo sola, debe saber las responsabilidades que esto conlleva, el niño/a puede ser criado con buenos valores y ser una persona de bien, incluso sin la figura paterna. Hay que tener en cuenta que el nucleo familiar en estos tiempos es diverso"
SI,AUTOSUFICIENCIA,,,TEST,Yo creo que esta bien siempre y cuando el padre este de acuerdo a estas reglas muchas mujeres lo hacen para poder cuidar sus bienes y heredar a su hijo mientras El Niño viva bien y nunca le falte el amor ni la atencion esta bie
SI,AUTOSUFICIENCIA,,,MANUAL,"Todo niño tiene derecho a una familia, pero sobre todo tiene derecho a ser amado. Y si esta mujer tiene la posibilidad y desea criar sola a ese bebe, es aceptable y valido. Se hara cargo de su hijo, a comparacion de otras madres que no lo hacen"
SI,AUTOSUFICIENCIA,,,MANUAL,que hay algunas madres que se quedan embarazadas por cumplir con la sociedad y su deseo
SI,AUTOSUFICIENCIA,,,MANUAL,"Pienso que la familia es muy valiosa, pero hay en ocasiones que teniendo una, no se ve la felicidad. Entonces si una mujer decide tener un hijo solo y tiene los recursos necesario para sus necesidades, opino que no estaria mal."
SI,AUTOSUFICIENCIA,,,MANUAL,"Seria bueno que traten de socializar sobre la adopcion de niños que estan sin un hogar, pero a la vez respetar los criterios que tiene esa mujer al tratar de tener un ni�"
SI,AUTOSUFICIENCIA,,,MANUAL,pienso que toda mujer tiene derecho a tener un hijo de la forma que ella quiera.
SI,AUTOSUFICIENCIA,,,MANUAL,"cada quien tiene derecho de querer o no querer tener hijos, y a tener una libertad de decision, sin importar opinion de terceros"
SI,AUTOSUFICIENCIA,,,MANUAL,de hecho las mujeres por conciencia deberian formar una familia y no quitarse el gusto de no tenerla
SI,AUTOSUFICIENCIA,,,MANUAL,"la verdad cualquier mujer tiene derecho a realizar su vida como desee y si esa es su decision, pues el resto debe aceptar ."
SI,AUTOSUFICIENCIA,,,TEST,cada mujer decide si ser madre soltera adoptando a su hijo o criarlo con su pareja
SI,AUTOSUFICIENCIA,,,MANUAL,Mientas exista estabilidad en el hogar no creo que sea un mayor problema
SI,AUTOSUFICIENCIA,,,TEST,En primer lugar tiene que tener una buena estabilidad economica para brindarle el bienestar a es niño
SI,AUTOSUFICIENCIA,,,MANUAL,"deberian tener una situacion laboral estable para poder criar un hijo, no solo tenerlo por que si, ya que esto demanda de mucha responsabilidad. "
SI,AUTOSUFICIENCIA,,,MANUAL,"Creo que depende de la mujer ya que existen varios motivos para querer ser madre soltera , es cierto que el niño debe tener una familia, pero hay veces que nacen y crecen en una que nos es muy buena que digamos asi que todo se basa en la educacion que se le d�"
SI,AUTOSUFICIENCIA,,,MANUAL,En mi opinion si toma la decison de hacerlo con responsabilidad estabilidad esta en su deecho darle una familia como crea 
SI,AUTOSUFICIENCIA,,,MANUAL,"Es una pregunta muy personal, creo que no es algo que se deba debatir. Las personas deciden como vivir, como criar y a quien hacerlo. Aun asi es maravilloso ver como crian a niños que necesitan una familia y tener un vida digna"
SI,AUTOSUFICIENCIA,,,TEST,Esta en la libertad y total responsabilidad de asumir su maternidad siempre y cuando tenga la capacidad emocional y economica.
SI,AUTOSUFICIENCIA,,,MANUAL,Esta bien por que al fin al cabo ese es el mayor anhelo de una familia poder tener hijos y formarla con amor
SI,AUTOSUFICIENCIA,,,MANUAL,"La familia es parte fundamental para la crianza de un niño si hoy en dia la mujer desea lo puede hacer ya que esta dispuesta y comprometida con formar un hogar y darle bienestar, valores es decision de casi uno."
SI,AUTOSUFICIENCIA,,,TEST,"mi opinion para el desarrollo de un niño es necesario el afecto, y sentirse seguro en su hogar si la mujer hoy dia decide hacerlo sola no para complacer una vanidad si no que es su naturaleza de proteger, amar y criar esta en deber ser"
SI,AUTOSUFICIENCIA,,,MANUAL,"cualquier mujer puede hacer posible un embarazo de cualquier forma , asi mismo debe el niño tener una familia"
SI,AUTOSUFICIENCIA,,,TEST,"La familia no es una jerarquia y no tiene una estructura determinada en sus integrantes, si el individuo esta en las capacidades de proteger y proveer lo necesario al niño, es apto para la crianza"
SI,AUTOSUFICIENCIA,,,TEST,las mujeres estan en todo el derecho de ser madres de cualquier manera posible.. pero tambien el niño tiene el derecho de tener una familia
SI,AUTOSUFICIENCIA,,,MANUAL,es bonito ser madre pero tambien es bonito tener una familia . Miopinio es que la mujer puede buscar cualquier forma para embarazarse pero tambien debe darle una familia al niño
SI,AUTOSUFICIENCIA,,,MANUAL,es libre de decidir ya que hoy en dia hay mas libertad de eleccion que daños posteriore
SI,AUTOSUFICIENCIA,,,MANUAL,Pues si pueden y quieren tienen derecho a cumplir su sueño de ser madres de cualquier form
SI,AUTOSUFICIENCIA,,,MANUAL,Pues si quieren y tienen la posibilidad financiera de mantenerlo pues tienen derecho 
SI,AUTOSUFICIENCIA,,,MANUAL,"En primer lugar la madre debe tener la estabilidad economica, para poder mantener al niño"
SI,AUTOSUFICIENCIA,,,MANUAL,"Muchas veces la mujer busca sentir ese deseo de ser madres sin depender de alguien, si esa mujer esta economicamente estable y cuenta con tiempo para cuidar a ese niño pues estaria en todo su derecho"
SI,AUTOSUFICIENCIA,,,TEST,"Si se siente capaz tanto economica, fisica y emocional, estan en todo su derecho de experimentar la dicha de ser madre. Debemos eliminar el estereotipo de que una familia es un hombre y una mujer, ya que lo primordial es dar amor y tener paciencia hacia el niño"
SI,AUTOSUFICIENCIA,,,MANUAL,"La familia debe conceptualizarse como la o las personas que le puedan entregar todo lo necesario al menor para poder desarrollarse en un buen ambiente, mientras la mujer pueda otorgarle eso al niño no habria problema."
SI,AUTOSUFICIENCIA,,,MANUAL,En realidad cada mujer siente deseo de ser madre y aunque no tenga un hombre a lado puede ser feliz y no es que sea egoista
SI,AUTOSUFICIENCIA,,,MANUAL,A criterio mientras ella quiera ser madre y hacerse responsable de un bebe esta bien por que los niños no deben sufrir
SI,AUTOSUFICIENCIA,,,TEST,una madre soltera hoy en dia es un paradigma ante la sociedad y criticas de las personas incluso en el mismo entorno familiar
SI,AUTOSUFICIENCIA,,,MANUAL,"En primer lugar la madre debe tener la estabilidad economica, para poder mantener al niño"
