NORMAL,"Gracias por hablar de esta tema tan interesante, he tenido una mala experiencia con una persona. Pero a pesar de eso creo que aunque no estuvimos de acuerdo en muchas ideas pero si está sufriendo es normal que ayudó y siento lo mismo al final somos todos humanos",,, 
NORMAL,Claro porque somos humanos y somos hijos de Dios más que todo,,, 
NORMAL,"No podría tener un peor enemigo , por qué la misma necesidad que estaría pasando el podría pasarme a mí es x eso razón q no concidero tener peores amigos y una de las formas en que me caracterizo es ayudar a quien más me necesita",,, 
NORMAL,"No tengo enemigos, pero viéndolo desde ese punto y sabiendo que soy de sentimientos sensibles, su dolor lo sentiría como mío.",,, 
NORMAL,"Depende que tipo de sufrimiento sea el que este sufriendo, empatía ante todo.",,, 
NORMAL,"Cómo ser humano, no me puedo alegrar del sufrimiento de otra persona, trataría de hacer lo correcto y ponerme en su lugar para poder ayudarlo",,, 
NORMAL,Realmente lo sentiría como un sufrimiento propio porque antes de ser mi enemigo el era mi amigo y por mas absurda que sea la vida el sufrimiento de otro nos duele también. ,,, 
NORMAL,"Debemos ser empaticos con todas las personas, el odio no nos lleva a nada bueno",,, 
NORMAL,"Siento que no he tenido enemigos, pero en este caso debo ponerme en los zapatos de aquella persona y tenderle mi mano y ayudarlo en lo que puedo y que se sienta tranquil@ de que toda va a mejorar, porque en si somos seres humanos y también nos duele y sufrimos.",,, 
NORMAL,"Tener la compasión como valor implica no sólo ser consciente del sufrimiento ajeno, incluso involuntariamente. Uno no puede vivir del odio, indudablemente echar una mano si está a nuestro alcance  y perdonar a nuestros enemigos. ",,, 
NORMAL,"En cierto aspecto considero que pese a las circunstancias, debo ser sumamente solidaria con esa persona sin importar el daño que me causó, después de todo no soy nadie para juzgar, no guardo rencor y de cierta forma ayudaría a que sobresalga de la situación en la que se encuentre",,, 
NORMAL,"Todos somo seres humanos y no hay ser perfecto aqui en este mundo terrenal, pienso que todos debemos  ayudar al prójimo cuando más lo necesite y  más aún si se trata de  algún daño que nos cause sufrimiento.",,, 
NARCISISMO,"Considero que me mantendría al margen, aunque por un lado si me sentiría mal, porque de todas formas es un ser humano y le duele, pero por otro lado, no me creería capaz de ir y mostrar apoyo hacia esa persona cuando sé que esta de alguna u otra forma me hizo daño. ",,, 
NORMAL,"Pienso que en este caso se dejaría cualquier tipo de diferencias con aquella persona, debemos ser personas solidarias ante cualquier situación así sea nuestro peor enemigo, pienso que ninguna persona merece ser ignorado cuando sufre, lo que haría yo es brindarle mi apoyo.",,, 
NARCISISMO,Buena pregunta! Vive y deja vivir.,,, 
NARCISISMO,"No lo sentiría tanto como sufrimiento mío, porque creo yo que cada persona tiene lo que se merece ya sea bueno o malo, si está persona esta sufriendo sólo trataría de no dar tanta importancia y sólo decir que su situación mejore.",,, 
NARCISISMO,Sinceramente es una difícil  pregunta para los que no les  deseamos  el mal  ni al peor  enemigo. Pero  prefiero  ignorar el tema  el muy delicado para mi,,, 
NARCISISMO,"A mi parecer yo creo que cada persona debe pagar o sufrir lo que ha hecho, pero no me alegraría por el sufrimiento ajeno tan solo lo ignoraría y seguiría en mis cosas",,, 
NORMAL,"Nunca he considerado a nadie enemigo, pero el sufrimiento de otra persona no es para burlarse o algo parecido, el acto de un ser humano debe ser apoyar y ayudar",,, 
NORMAL,"A manera personal, yo en vez de ignorarlo lo ayudaría a salir de ese hueco emocional, aconsejarle,porque en algún momento nosotros nos hemos sentido iguales y es lo peor que le puede suceder a un ser humano, todos somos personas de buen corazón. ",,, 
NORMAL,"Desear o gozar del sufrimiento de una persona, sea quien sea, va en contra de lo que significa ser humano. Por otro lado la empatía es una de las virtudes más bellas que posee el hombre. En mi caso, mi brújula moral me indicaría compadecerme del dolor ajeno de quien sea.",,, 
NARCISISMO,"Si se gano la reputacion de ser ""MI PEOR ENEMIGO"" mucho daño nos hicimos mutuamente asi que me pareceria hipocrita sentir el dolor como mio. Y como la pregunta es ignorar mas no sentirse feliz por el dolor ajeno, entonces mi respuesta es: SI, YO IGNORARIA.5",,, 
NORMAL,"Hay un proverbio que dice: ""no te alegres cuando caiga tu enemigo, ni festejes su desgracia, pues al ver eso el señor no lo aprobará y entonces decidirá ayudar a tu enemigo"", haciendo referencia a que podemos ser empáticos o misericordiosos a las situaciones que no estamos  /  ",,, 
NORMAL,"exentos a pasar, pues hoy eres el ves, mañana podría ser el siente. Con nuestro actuar (dando apoyo) no podrías cambiar el sufrimiento pero si mejorar las situación.  / ",,, 
NORMAL,"Pienso que el sufrimiento de los demás debería ser el nuestro porque Dios nos creó para amarnos mutuamente y ayudar al prójimo. En muchas ocasiones los enemigos se adjudican ese nombre sin que la otra persona sepa, en lo personal puedo decir que no tengo enemigos.",,, 
NORMAL,"Yo lo sentiría como si fuera mío, no lo podría ignorar  porque la verdad, Dios nos manda a perdonar y amar a nuestros enemigos ... Es un mandato de Dios",,, 
NARCISISMO,Esto varia de acuerdo al asunto primero me pondría en su lugar y establecería una oportunidad para ayudarlo pero si esta persona persiste en lo mismo cambiaria de tema.,,, 
NORMAL,"Nadie le desea un mal, ni a tu peor enemigo, todos somos humanos, aquel que sepa perdonar será una persona  diferente, y es aquel que sentira lo bueno de la vida.Y ante esa situación quedaría ayudarlo, e insentibarlo a que cambie su forma de ser.",,, 
NORMAL,Soy una persona muy empática así que si por mi fuera trataría de ayudar a esa persona  en lo que sea necesario. Tenemos que recordar ser solidarios y no desear el mal a nadie así sea a nuestro peor enemigo.,,, 
NARCISISMO,"Prefiero cambiar de tema, pero tampoco me alegría del mal de otra persona! Ya que también es un tema que se basa en las circunstancias!",,, 
NORMAL,"No he tenido enemigos, pero sí en algún caso llegase a pasar por aquello puedo sentirlo como el mío, porque jamás le desearía el mal a una persona, que en algún momento llegó a ser mi amigo y por circunstancias de la vida tuvimos que separarnos.",,, 
NORMAL,"La verdad no le desearía el mal a nadie por tal motivo lo apoyaría sin importar que, y lo escuchara, ya que  nadie debería sentirse solo en un momento crítico, más bien deberían sentir que alguien está a su lado. ",,, 
NORMAL,"No tengo enemigos, pero si estuviera en una situación similar tendría empatía hacia esa persona. Creo que todos nos equivocamos en algún momento de nuestras vidas, por eso debemos aprender a perdonar y no guardar rencores.",,, 
NORMAL,"Realmente estaría con el, a pesar de lo que causó, es un ser humano como todos nosotros y también se puede equivocar y tener una segunda oportunidad.",,, 
NORMAL,"Aunque sea tu peor enemigo,no hay que desearle el mal,también es un ser humano y todos sufrimos de diferente maneras,pero sufrimos que es por igual.También hay veces que las personas merecen segunda oportunidad.No podría ignorarlo ya que se pueden sentir aquel sentimiento. ",,, 
NORMAL,No tengo enemigos y si tuviera y vería que esta sufriendo pues lo que aria es ayudarlo......,,, 
NORMAL,"Actuaría de manera empática es decir entendiendo su dolor, de tal manera me ayuda a mi, a aprender a valorar lo que tengo, ser más comprensiva y reflexionar sobre mi propia vida.",,, 
NORMAL,"humanamente si es enemigo en lo normal las personas suelen hacer caso omiso y mofarse de aquello, pero sería una gran lección de vida actuar en ayuda para esa persona y cambiar su forma de verte a ti ya no como un enemigo sino como tu amigo.",,, 
NORMAL,"No hay que desearle el mal a nadie,  todos comentemos errores por lo tanto no hay que juzgar a nadie",,, 
NARCISISMO,Lo ignoro y cambio de tema.,,, 
NARCISISMO,"Un ""Peor enemigo"" es, odio, maltrato y rivalidad mutua. La pregunta no se trata de ayudar, es si me pusiera en su lugar o ignorarla. Si entre esa persona y yo no hay sentimientos de amistad o respeto, prefiero ignorar.",,, 
NARCISISMO,"En mi opinión ignoraría el tema ya que es algo que no resalta con importancia, a medida que vamos creciendo vamos madurando olvidamos rencores con las personas ya que es algo malo",,, 
NARCISISMO,Pues prefiero ignorar el tema ya que me pareceria un poco hipocrita de mi parte sentir el dolor como mio pero tampoco me pondria feliz de lo q le esta pasando porque al igual q yo puedo tener problemas asi sean familiares.,,, 
NARCISISMO,Por mi parte lo ignoraria porque no son problemas míos además si me pongo de su parte y la consuelo ella nunca haría lo mismo ya que somos enemigas,,, 
NARCISISMO,Cada quien tiene lo que se merece y no sentiría su sufrimiento como el mío.,,, 
NORMAL,"Actuaría con empatía hacia esa persona siendo capaz de colocarme en su situación emocional y llegando a entender como se siente, aún si fuera mi enemigo me centraría en ayudarlo porque vería ese sufrimiento como mío.",,, 
NORMAL,"No he tenido enemigos, pero si se trata de su sufrimiento o de alguna situación dolorosa que esté pasando, lo sentiría como mío ya que en algún momento pasaré por un momento así, más por empatía con esa persona.",,, 
NORMAL,"Simplemente actuaría con principios bíblicos, no devolver mal por mal... Si fomentamos el rencor este mundo seguiría de mal en peor",,, 
NORMAL,"No he tenido peores enemigos, pero en caso de que así sea, sentiría el dolor como mío.",,, 
