NARCISISTA,RASGO_1,RASGO_2,RASGO_3,COMENTARIOS
SI,INDIFERENCIA,,,"Yo no me sentir¡a feliz o complacido. Pero, por otra parte, tal vez me sentir¡a bien si fuese algo que se lo merec¡a. Aunque nunca me diera placer el sufrimiento de alguien m s."
SI,INDIFERENCIA,,,No lo puedo sentir como si fuera mi pero si sentir¡a compacion por el y que pues desiaria que lo que este pasando pues se termine su sufrimiento
SI,INDIFERENCIA,,,No le deseo el mal a nadie pero ya en sentido as¡ a mi pensar no kisiera saber d esa persona cambiar del tema
SI,INDIFERENCIA,,,Dependiendo si mi enemigo es malo en tonces nesesita aprender de las consecuencias para que cambie algo de en su personalidad. Caso contrario el sufrimiento no se los desear¡a a nadie.
SI,INDIFERENCIA,,,"Respeto genera respeto, simplemente me mantendr¡a al margen, pero si necesita mi ayuda lo apoyar¡a porque tampoco ser¡a tan inhumano, a la final nunca sabes las vueltas que puede dar la vida, y en alg£n momento tendr s que necesitar de esa persona."
SI,INDIFERENCIA,,,"Puede ser, pero influyen muchos factores ya que se puede concidera las circunstancia en la que ocurren las sircustancia es decir si se lo m‚trica o no, porque depues de todo sigue siendo humano"
SI,INDIFERENCIA,,,"Pues la verdad, no lo sentir¡a como m¡o pero tampoco ser¡a insensible, lo ayudar¡a para mostrarle que ante cualquier problema existe bondad y que se puede cambiar"
SI,INDIFERENCIA,,,"Nadie puede sentir el sufrimiento de alguien m s, por mas que intente ponerse en su lugar , ya que los sentimientos son diferentes en cada ser. Asi que no podria imaginarme como podr¡a estar sintiendose, si necesita ayuda se la brindar¡a y sino tiene que ver conmigo,no me meter¡a"
SI,INDIFERENCIA,,,"Es un tema muy delicado, prefiero no opinar"
SI,INDIFERENCIA,,,"Probablemente no lo sienta como m¡o, pero tratar¡a de ser emp tica con ‚l/ella, si se encuentra sufriendo por algo que puedo tener la soluci¢n en mis manos y lo puedo ayudar lo hago, si no, lamentablemente, me har¡a de lado."
SI,INDIFERENCIA,,,"Creo que no hay que desearle el mal a nadie, as¡ esa persona sea tu peor enemigo. No podr¡a llegar a sentir su sufrimiento como m¡o pero a£n as¡ el poder de la empat¡a me har¡a sentir algo por lo que buscar¡a ayudarla."
SI,INDIFERENCIA,,,"Considero que ninguna, ya que considero que le sufrimiento de cada persona moldea y forja el car cter y la templanza  de cada persona ya que tendr  que tener el valor y coraje suficiente para sobrellevarlo y seguir adelante y con el tiempo superarlo "
SI,INDIFERENCIA,,,Ignoro el tema
SI,INESCRUPULOSO,,,"Ignoro el tema, no me intersa que se muera"
SI,INDIFERENCIA,,,"Es claro que la respuesta que todos esperan es que no es bueno sentirse bien por el sufrimiento ajeno y m s a£n cuando se trata de un enemigo, es lo que se debe decir, sin embargo la realidad es que muchas personas si disfrutar¡an el sufrimiento de su peor enemigo."
SI,INDIFERENCIA,,,"Muchos decimos que vengarnos ante nuestro peor enemigo nos va a satisfacer, pero cuando ya se cumpli¢ la venganza y lo acabaste, la sensaci¢n de haber ganado dura poco, lo mejor es no recordarlo, y tan solo ignorarlo, para as¡ no tener la mente ocupada en basuras."
SI,INDIFERENCIA,,,"No tengo enemigos, pero si ese fuera el caso, posiblemente ignorar¡a el tema, ya que por alguna raz¢n fuerte se convirti¢ en mi enemigo."
SI,INDIFERENCIA,,,Ignorar el tema
SI,INDIFERENCIA,,,"ignorar¡a el tema, tal vez el aprenda algo de ese sufrimiento."
SI,INDIFERENCIA,,,"siendo este el caso, ayudar¡a a la persona que no es de mi agrado, pero si no puedo hacer nada ante la situaci¢n simplemente lo ignorar¡a."
SI,INDIFERENCIA,,,Eso depende de cada persona. En mi caso no le dar¡a mucha importancia ya que no es mi vida y tampoco mi problema pero si se puede ayudar en algo se ayuda.
SI,INDIFERENCIA,,,Ignorar el tema por amor al pr¢jimo aunque la otra persona no lo  vea as¡ y no hacer m s grande el problema
SI,INDIFERENCIA,,,"hasta el momento no he experimentado esa situaci¢n, pero poni‚ndome en la situaci¢n no podr¡a sentir su  sufrimiento como mio,pero prefiriera ignorarlo y intentar cambiar a un tema que sea de su agrado"
SI,INDIFERENCIA,,,"Depende del ""¨por qu‚ sea mi peor enemigo?"""
SI,INDIFERENCIA,,,"No podr¡a sentirlo como m¡o pero tampoco me alegrar¡a por lo malo que le pase, lo £nico que se Esque existe el Karma y tal vez lo est‚ pagando por eso lamentablemente uno tiene que pensar muy bien antes de hacerle da¤o a otra persona "
SI,INDIFERENCIA,,,"No podr¡a sentir su dolor como m¡o, porque en la vida si obras bien te ir  bien, tan solo podr¡a desearle la mejor de las suerte y seguir mi camino pues es mejor evitar."
SI,INDIFERENCIA,,,Soy una persona que no guarda rencor ni mucho menos desea el mal a alguien y en este caso dejar¡a pasar el tema ya que me encuentro en paz y son problemas ni sufrimiento que no me corresponden.
SI,INDIFERENCIA,,,"No sentir¡a su sufrimiento como m¡o,  pero si empat¡a y si puedo le dar¡a toda mi ayuda porque me imagino que no todos har¡an lo mismo y pensar que aquella ayuda vendr¡a de la persona menos esperada. Simplemente tener humildad ante cualquier situaci¢n."
SI,INDIFERENCIA,,,"Dejando de lado la parte ""curuchupa"", definitivamente no se har¡a esperar el regocijo ante el ""sufrimiento"" de mi peor enemigo, sin embargo, la cuesti¢n es, qu‚ se necesita para que yo considere a alguien mi enemigo, quiz s una traici¢n, un ataque f¡sico, o algo peor."
SI,INDIFERENCIA,,,Si es el sufrimiento de mi peor enemigo no podr¡a sentirlo como m¡o porque si el o ella tiene ese nombre es porque se la gano lo llame asi  solamente observar¡a como el karma o dios o la vida misma castiga gente que hace mal a otras personas .Solamente tendr¡a pena por el o ella. 
SI,INDIFERENCIA,,,"Eso depende del tipo de persona! Ya que no todos pensamos iguales. Creo yo que dependiendo del da¤o al que se vea sujeto el enemigo de cualquier persona est  gozar¡a aunque sea de manera m¡nima, los seres humanos somos muy directos al momento de expresar nuestros sentimientos.  "
SI,INDIFERENCIA,,,"Considero que me mantendr¡a al margen, aunque por un lado si me sentir¡a mal, porque de todas formas es un ser humano y le duele, pero por otro lado, no me creer¡a capaz de ir y mostrar apoyo hacia esa persona cuando s‚ que esta de alguna u otra forma me hizo da¤o. "
SI,INDIFERENCIA,,,Buena pregunta! Vive y deja vivir.
SI,INDIFERENCIA,,,"No lo sentir¡a tanto como sufrimiento m¡o, porque creo yo que cada persona tiene lo que se merece ya sea bueno o malo, si est  persona esta sufriendo s¢lo tratar¡a de no dar tanta importancia y s¢lo decir que su situaci¢n mejore."
SI,INDIFERENCIA,,,Sinceramente es una dif¡cil  pregunta para los que no les  deseamos  el mal  ni al peor  enemigo. Pero  prefiero  ignorar el tema  el muy delicado para mi
SI,INDIFERENCIA,,,"A mi parecer yo creo que cada persona debe pagar o sufrir lo que ha hecho, pero no me alegrar¡a por el sufrimiento ajeno tan solo lo ignorar¡a y seguir¡a en mis cosas"
SI,INDIFERENCIA,,,"Si se gano la reputacion de ser ""MI PEOR ENEMIGO"" mucho da¤o nos hicimos mutuamente asi que me pareceria hipocrita sentir el dolor como mio. Y como la pregunta es ignorar mas no sentirse feliz por el dolor ajeno, entonces mi respuesta es: SI, YO IGNORARIA.5"
SI,INDIFERENCIA,,,Esto varia de acuerdo al asunto primero me pondr¡a en su lugar y establecer¡a una oportunidad para ayudarlo pero si esta persona persiste en lo mismo cambiaria de tema.
SI,INDIFERENCIA,,,"Prefiero cambiar de tema, pero tampoco me alegr¡a del mal de otra persona! Ya que tambi‚n es un tema que se basa en las circunstancias!"
SI,INDIFERENCIA,,,Lo ignoro y cambio de tema.
SI,INDIFERENCIA,,,"Un ""Peor enemigo"" es, odio, maltrato y rivalidad mutua. La pregunta no se trata de ayudar, es si me pusiera en su lugar o ignorarla. Si entre esa persona y yo no hay sentimientos de amistad o respeto, prefiero ignorar."
SI,INDIFERENCIA,,,"En mi opini¢n ignorar¡a el tema ya que es algo que no resalta con importancia, a medida que vamos creciendo vamos madurando olvidamos rencores con las personas ya que es algo malo"
SI,INDIFERENCIA,,,Pues prefiero ignorar el tema ya que me pareceria un poco hipocrita de mi parte sentir el dolor como mio pero tampoco me pondria feliz de lo q le esta pasando porque al igual q yo puedo tener problemas asi sean familiares.
SI,INDIFERENCIA,,,Por mi parte lo ignoraria porque no son problemas m¡os adem s si me pongo de su parte y la consuelo ella nunca har¡a lo mismo ya que somos enemigas
SI,INDIFERENCIA,,,Cada quien tiene lo que se merece y no sentir¡a su sufrimiento como el m¡o.
SI,INDIFERENCIA,,,"En la actualidad no tengo enemigos, si he observado el dolor de Personas malas, d¢nde yo e pensado que todo en esta vida, es como un b£meran, lo que das recibes"
SI,INDIFERENCIA,,,"Prefiero ignorarlo, aunque no le deseo el mal no ser¡a capaz de ayudarlo."
SI,INDIFERENCIA,,,"Sinceramente prefiero cambiar e ignorar el tema. Al tratarse de mi peor enemigo no podr¡a sentir su dolor y tener la empat¡a que tengo hac¡a otras personas. Si est  dentro de mis posibilidades, quiz  lo ayudar¡a. Pero m s all , prefiero evitar involucrarme."
SI,INDIFERENCIA,,,No me interesar¡a y tampoco har¡a algo.
SI,INDIFERENCIA,,,"Depender¡a de lo que este sufriendo a muchas cosas le alegar¡a al karma como factor de lo que le sucede, por ende tendr¡a nula empat¡a, por otro lado aplicando la frase: ""no se lo deseo ni a mi peor enemigo"" tendria empat¡a si ha sufrido la muerte de alguien por ejemplo. 4"
SI,INDIFERENCIA,,,Pues me dar¡a igual
SI,INDIFERENCIA,,,Solo dir¡a KARMA!!!!!!  Y luego ignoro el tema :  
SI,INDIFERENCIA,,,"Para ser sincera, no me afectaria ya que no es una persona a la que le tengo afecto, esto no quiere decir que me alegre de su desgracia tampoco, pero preferiria no meterme e ignorar el tema. "
SI,INDIFERENCIA,,,"Prefiero cambiar e ignorar el tema. Es mi enemigo, por alg£n motivo en particular. Y su sufrimiento no va a sobrepasar mi inter‚s personal."
SI,INDIFERENCIA,,,Cambiar el tema porque no tengo enemigos y si lo tuviese solo desear¡a que sea muy feliz
SI,INDIFERENCIA,,,"Creo que nadieerece sufrir, sin embargo si no es de mi incumbecia lo ignorar¡a"
SI,INDIFERENCIA,,,"Pues a cada qui‚n cosecha lo que siembra, y personalmente prefiero evitar. Quiz s sintiera empat¡a si pudiera ayuda, pero lo pensar¡a dos veces dado que las personas suelen se mal agradecidas."
SI,INDIFERENCIA,,,"No tengo enemigos, no sentir¡a ese sufrimiento como m¡o, el karma se encarga de pasarle factura a cada persona por los malos actos que cometa, si obras bien ser s recompensado sino tendr n su castigo, cada persona recibe lo que da, depende de nosotros mismos si sufrimos o no."
SI,INDIFERENCIA,,,"Yo no tengo enemigos, considero a algunas personas mis haters(gente que trata de hacerme da¤o con comentarios o acciones) pero si me llego a enterar de que le pas¢ algo malo, o que la est  pasando mal, pues se podr¡a actuar de dos formas, todo depende."
SI,INDIFERENCIA,,,"No podr¡a sentirlo como m¡o pero tampoco me  alegrar¡a por lo que este pasndo lo £nico que  dir¡a esque existe el Karma y tal vez lo est‚ pagando por las cosas que aya hecho Muchos decimos que vengarnos ante nuestro peor enemigo nos va a satisfacer, pero no es cierto."
SI,INDIFERENCIA,,,Depende del tipo de persona que realmente somos. En este caso prefiero ignorar debido a que no me gusta guardar rencor con nadie y muchos menos estar alegre por sufriendo ajeno. Creo que cada persona paga sus acciones en alg£n momento
SI,INDIFERENCIA,,,"ante una situaci¢n como esta mi actuar depender¡a de la gravedad del hecho, en general no soy una persona de rencores y si llego a tener una clase de ""enemigo"" pues simplemente no me importar¡a lo que le sucediese, ignorar¡a totalmente la existencia del mismo."
SI,INDIFERENCIA,,,Si esa persona me ha hecho mucho da¤o pues no me importar¡a lo que le pase.
SI,INDIFERENCIA,,,"Es mi peor enemig@, la verdad no podr¡a sentir su dolor como m¡o"
SI,INDIFERENCIA,,,"Ignorar¡a el tema, espero aprenda la lecci¢n"
SI,INDIFERENCIA,,,"No me imprta lo que le pase, que sufra por el mal que alguna vez hizo"
SI,INDIFERENCIA,,,Ignorar¡a el tema
SI,INDIFERENCIA,,,Q sufra y que aprenda la lecci¢n.
SI,INDIFERENCIA,,,No podr¡a sentir su sufrimiento como m¡o
SI,INDIFERENCIA,,,"Si es mi peor enemig@, no podr¡a sentir su dolor y la verdad no creo que pueda ayudarlo"
SI,INDIFERENCIA,,,F cilmente escucho el tema como tambi‚n puedo ignorar! 
SI,INDIFERENCIA,,,Cambiar el tema porque el nunca va ha sentir tus sentimiento y solo sentir  rencor
SI,INDIFERENCIA,,,Yo y mi peor enemigo nunca comeremos jutos
SI,INDIFERENCIA,,,"Para que yo lo considero un enemigo realmente se debi¢ haber ganado ese calificativo, por lo tanto simplemente ignorar¡a el tema. "
SI,INDIFERENCIA,,,"Muy compleja la pregunta trat ndose de sentimientos d¢nde muchas veces el odio predomina pero en estos casos el dolor de una persona que nos hizo da¤o o hablo mal de ti, ser¡a muy complicado ponerme a sentir su sufrimiento."
SI,INDIFERENCIA,,,"Todo sucede por algo, y honestamente sentir el dolor de mi enemigo, creo que no podr¡a, por algo es mi enemigo!!"
SI,INDIFERENCIA,,,"La vida sigue, as¡ que ignorar¡a el tema"
SI,INDIFERENCIA,,,"Ignorar el tema, y que se joda!!"
SI,INDIFERENCIA,,,Prefiero cambiar el tema
SI,INDIFERENCIA,,,Si  fue una persona   k se porto supermal  comnigo no me  alegra  y tampo  me  voy  a sentir mal   
SI,INDIFERENCIA,,,Pues es  mejor ignorar ya que no es tu problema y peor si es de tu peor enemigo... Pues ya ser¡a si el tema ya se basa en lo personal... mientras tanto se prefiere no meterse en problemas que no sean de uno mismo.
SI,INDIFERENCIA,,,No me importar¡a
SI,INDIFERENCIA,,,Prefiero primero ignorar el tema porque algunos lo ven como metida
SI,INDIFERENCIA,,,Ignoraria el tema xq sinceramente no me interesa su sufrimiento
SI,INDIFERENCIA,,,"No le deseo el mal a nadie, pero tampoco estar¡a pendiente de la vida de mi enemigo, as¡ que ignorar¡a el tema"
SI,INDIFERENCIA,,,Preferir¡a ignorar el tema y seguir con mi vida.
SI,INDIFERENCIA,,,"No podr¡a sentirlo como m¡o, las personas forjan su propio destino seg£n las decisiones que toman a diario, las personas no se hacen odiar as¡ nada m s."
SI,INDIFERENCIA,,,Re¡r por un momento.. luego ignorar y seguir con mi vida. 
SI,INDIFERENCIA,,,"Es dif¡cil olvidar el da¤o causado por una persona, en realidad no desear¡a ning£n mal, y mejor cambiar¡a el tema"
SI,INDIFERENCIA,,,"Si busca una respuesta sincera y hasta cierto punto ""satisfactoria"", tan solo puedo decir al respecto a modo de r‚plica, que sin importar con lo mucho o poco que hayamos tenido que lidiar debido a ""x"" individuo, lo que verdaderamente interesa es conseguir la satisfacci¢n que deja"
SI,INDIFERENCIA,,,Ignoraria el tema xq sinceramente no mw importaria
SI,INDIFERENCIA,,,"Prefiero cambiar de tema, aunque tampoco me alegra el mal de otros? simplemente no me interesa saber de mi enemigo"
SI,INDIFERENCIA,,,"Si es mi peor enemigo es por algo, no? Tratar¡a de ser emp tica"
SI,INDIFERENCIA,,,"Considero que ninguna, ya que no puedo sentir su dolor como m¡o y aunque sea un enemigo por alg£n motivo tampoco le deseo el mal, simplemente ah¡ que respetar como se siente esa persona y que en un futuro todo ese dolor ser  un aprendizaje para su vida"
SI,INDIFERENCIA,,,"Para considerar a una persona como mi peor enemigo, es por que en el pasado me  tuvo que ocasionar mucho da¤o, y al enterarme de que dicha persona estas sufriendo. En este momento podria decir que me seria totalmente indeferente"
SI,INDIFERENCIA,,,"Me daria tristeza por mi enemigo, pero el sufrimiento de el no lo tomaria como mio ya que al ser personas muy diferentes prefiero seguir con mis objetivos y que Dios lo ayude a resolver su problema por que yo no lo har‚."
SI,INDIFERENCIA,,,"No sufro por la desgracia de mis enemigos, ni me interesar¡a saber cual es su problema."
SI,INDIFERENCIA,,,"No me interesar¡a, que sufra lo que tiene que sufrir"
SI,INDIFERENCIA,,,"Una persona que lastima a otra, no es digna de lastima, as¡ que no me interesar¡a e ignorar¡a el tema."
SI,INDIFERENCIA,,,"Yo sufro por mis problemas, no por los ajenos..y menos los de mis enemigos.."
SI,SUPERIORIDAD,,,"Si bien es cierto todo los ni¤os tienen derecho a tener una familia, sin embargo existimos mujeres que tenemos el deseo de ser madres biol¢gicas, de sentir como crece un ser dentro de nosotras, y contra ese deseo nadie se puede oponer.!! "
SI,SUPERIORIDAD,,,"Es cierto que las mujeres tienen libertad de decidir sobre su cuerpo, claro esta que si tienen el deseo de ser madres est n en su derecho pero debe ser con responsabilidad, que el ni¤o tenga una calidad de vida digna y esto esta ligado al derecho de una familia"
SI,SUPERIORIDAD,,,"La familia es importante y constituye el n£cleo de la sociedad, pero en algunas ocasiones la madre desde sus inicios asume sola la crianza de sus hijos y eso est  bien sobre todo teniendo los recursos necesarios, inculcandoles valores y d ndoles mucho amor."
SI,AUTOSUFICIENCIA,,,YO OPINO QUE ES SU DECISIàN SI ELLAS QUIEREN TENER UN HIJO ES SU PROBLEMA
SI,SUPERIORIDAD,,,"La madre es la persona la cual trae un ser humano a este mundo. Por lo cual ella tiene en gran parte el derecho de decidir como ser  el desarrollo de su hijo , la relacion con las personas que lo rodea. no brindarle una familia a su hijo.ser  su responsabilidad "
SI,SUPERIORIDAD,,,"Estructura familiar es un concepto amplio, no cabe juzgarla por criar un beb‚ ella sola, pero debe pensar en propiciar la concepci¢n sin afectar a los dem s por su deseo (padre del ni¤o). Adem s de cumplir con las necesidades de su hijo en todos los planos. "
SI,SUPERIORIDAD,,,Mi argumento de las mujeres de un deseo de tener un hijo es una perspectiva de toda una familia algunas mujeres quitan el hecho de tener un hijo abortando u abandonado es mi punto de vista 
SI,SUPERIORIDAD,,,"Pues yo opino que debe tener un trabajo estable como para darle un sustento al ni¤o,no estan sencillo como cuidar un animal, se trata de una persona: debe tener mas cuidado y responsabilidad para algo estan los inspectores."
SI,AUTOSUFICIENCIA,,,la mujer que tiene el deseo de tener un hijo pues esta bien as¡ mismo me pongo a pensar que el ni¤o tambi‚n en un futuro tendr  el deseo de tener una familia
SI,SUPERIORIDAD,,,"Con tal de que tenga estabilidad tanto laboral y emocional, ser  un buen ambiente de crianza "
SI,SUPERIORIDAD,,,"Las mujeres son libres de elegir el hecho de estar con alguien o no, algunas simplemente tienen el deseo de ser madres. Un concepto retr¢grado de familia es pap  mam  e hijos| actualmente la palabra familia tiene un concepto mucho m s abierto."
SI,SUPERIORIDAD,,,"Creo que no es negar la posibilidad de una familia, cuando una mujer decide tomar esa responsabilidad es por su felicidad y el compromiso de formar una familia de dos brindando los mismo valores, amor y entrega en ese hogar, no lo que la sociedad nos indica."
SI,SUPERIORIDAD,,,"el concepto de familia no se debe necesariamente a que un hombre debe de estar en ella como figura paterna y llamarla ?familia?, si la mujer tiene el deseo y los recursos econ¢micos para mantener a ella sola un beb‚, pues se dar ."
SI,SUPERIORIDAD,,,"La maternidad depende de cada mujer y de las posibilidades que tiene para ofrecer a un ni¤o, lo puede criar sola y generar que crezca con un concepto que no solo la familia est  conformada por: padre, madre e hijos."
SI,AUTOSUFICIENCIA,,,pues son decisiones de cada perosona y no se deberia juzgar.
SI,AUTOSUFICIENCIA,,,"Evitar dejarse influenciar por sus madres, cada quien hace su vida, son conscientes de aquello "
SI,SUPERIORIDAD,,,"En la actualidad el tener una figura paterna y materna no es sinonimo de familia, hay muchas factores en juego y eso no quiere decir que una mujer por cumplir su ""deseo"" de ser madre tenga que adaptarse q los estadares sociales..."
SI,SUPERIORIDAD,,,"Si hablamos de no darle la oportunidad de tener una familia, creo que debemos entender que Familia no precisamente es tener pap , mam , hermanos etc. Muchas veces las ?familias? se conforman por dos personas. El hecho de que una mujer quiera tener un hijo sin estar casada o algo"
SI,AUTOSUFICIENCIA,,,"Por el estilo, no quiere decir que le est  negando la oportunidad de una familia a un ni¤o. Creo que el concepto de familia que tiene la mayor¡a de personas es un poco err¢neo Pero bueno, quienes somos nosotros para juzgar?"
SI,AUTOSUFICIENCIA,,,"El ser madre va m s all  de lo que diga una sociedad creo que es el amor m s noble que podemos dar, hay personas que no saben lo que es amor y niegan esas posibilidades"
SI,SUPERIORIDAD,,,"No tiene nada de malo que una familia sea solo de madre e hijo, mientras una madre tenga los recursos necesarios para brindarle una vida digna a sus hijos no est  nada mal, no es necesario que el padre del ni¤o est‚ presente para llamar la hogar FAMILIA"
SI,AUTOSUFICIENCIA,,,sin lugar a duda cualquiera puede cumplir un deseo si se lo propone .. tambi‚n hay que ser conscientes de dar la vida y una familia a una criatura inocente
SI,AUTOSUFICIENCIA,,,"EN OCASIONES EL DESEO DE SER MADRE ES MAYOR, A LA SIMPLE IDEA QUE ESTO ABARCA , LA RESPONSABILIDAD DE ELLO, NO ES SUFICIENTE PARA ELLAS."
SI,SUPERIORIDAD,,,"Mientras la mujer se haga responsable , puede decidir que hacer con su cuerpo. A£n as¡, asi mismo debe ser consiente de que manera y en que circunstancias quiere cumplir ese deseo. Hay casos donde parejas que no pueden tener hijos buscan-"
SI,AUTOSUFICIENCIA,,,"vientres en alquiler, as¡ que aqu¡ se toma en cuenta en su mayor parte la responsabilidad que est  dispuesta a tomar"
